item1,item2,frequency
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Registro Civil: SRCeI,147
Devolución de Pagos en excesos: Fondo Nacional de Salud,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",140
Contraloría: Contraloría General de la República,Mercado+Público: Dirección de Compras y Contratación Pública,139
Acceso Clave Unica UFRO: Universidad de La Frontera,Registro Civil: SRCeI,137
IMG: MDS,Protección Social: MDS,137
Portal Servel: Servicio Electoral,Registro Civil: SRCeI,137
Contraloria General de la Republica: CONTRALORIA,Mercado+Público: Dirección de Compras y Contratación Pública,135
Agencia de Calidad de la Educación: Agencia de Calidad de la Educación,Registro Civil: SRCeI,130
Comisaría Virtual: Carabineros de Chile,FONASA - Portal Beneficiario: Fondo Nacional de Salud,126
Municipalidad de Valparaíso - Simple: Municipalidad de Valparaíso,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,126
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,Registro Civil: SRCeI,122
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,miChileAtiende: Instituto de Previsión Social,122
Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,Registro Civil: SRCeI,121
CGR: Contraloría General de la República,Contraloría: Contraloría General de la República,117
ChileAtiende: Instituto de Previsión Social,Devolución de Pagos en excesos: Fondo Nacional de Salud,116
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Mi Súper: Superintendencia de Salud,115
Municipalidad Las Condes: Municipalidad de Las Condes,PJUD: PODER JUDICIAL,115
Comisaría Virtual: Carabineros de Chile,Mercado+Público: Dirección de Compras y Contratación Pública,114
Mercado+Público: Dirección de Compras y Contratación Pública,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,114
Fondo Nacional: Ministerio del Interior,Portal Único de Fondos Concursables del Estado: Subsecretaría General de Gobierno,113
Autenticación TGR: Servicio de Tesorerías,Resultados Subsidio Eléctrico: Subsecretaría de Energía,107
DIPRECA: Dirección de Previsión de Carabineros de Chile,PJUD: PODER JUDICIAL,103
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Sernac - Portal del consumidor: Servicio Nacional del Consumidor,102
Portal MiDT: Dirección del Trabajo,www.sii.cl: Servicio de Impuestos Internos,101
ChileAtiende: Instituto de Previsión Social,MINVU: Subsecretaría de Vivienda y Urbanismo,100
PJUD: PODER JUDICIAL,SIMEF v5: Subsecretaría de Justicia,97
PAEx DGMN: Dirección General de Movilización Nacional,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,94
Subsidio Familiar Automático: Subsecretaría de Evaluación Social,miChileAtiende: Instituto de Previsión Social,80
Instituto Seguridad Laboral: Instituto Seguridad Laboral,Registro Civil: SRCeI,78
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Mercado+Público: Dirección de Compras y Contratación Pública,77
Servicios en linea: Caja de Previsión de la Defensa Nacional,www.sii.cl: Servicio de Impuestos Internos,75
ChileAtiende: Instituto de Previsión Social,Contrataciones Censo 2024: Instituto Nacional de Estadísticas,74
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Contraloria General de la Republica: CONTRALORIA,72
Portal MiDT: Dirección del Trabajo,Subsidio Eléctrico: Subsecretaría de Evaluación Social,70
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Subsidio Eléctrico: Subsecretaría de Evaluación Social,69
ChileCompra - Centro de Ayuda: Dirección de Compras y Contratación Pública,Requisitos para Ofertar: Dirección de Compras y Contratación Pública,68
Comisaría Virtual: Carabineros de Chile,Mercado+Público: Dirección de Compras y Contratación Pública,66
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,64
MEVACUNO: Subsecretaría de Redes Asistenciales,Mercado+Público: Dirección de Compras y Contratación Pública,64
Comisaría Virtual: Carabineros de Chile,Registro Civil: SRCeI,63
Comisaría Virtual: Carabineros de Chile,PJUD: PODER JUDICIAL,62
Instituto Seguridad Laboral: Instituto Seguridad Laboral,undefinedSII: Servicio de Impuestos Internos,61
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,bcm2.sii.cl: Servicio de Impuestos Internos,60
DIPRECA: Dirección de Previsión de Carabineros de Chile,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,59
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Instituto Seguridad Laboral: Instituto Seguridad Laboral,59
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,57
Mercado+Público: Dirección de Compras y Contratación Pública,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,57
SPP: Fondo de Solidaridad e Inversión Social,undefinedSII: Servicio de Impuestos Internos,57
Comisaría Virtual: Carabineros de Chile,miChileAtiende: Instituto de Previsión Social,56
MEVACUNO: Subsecretaría de Redes Asistenciales,Registro Civil: SRCeI,56
Contraloria General de la Republica: CONTRALORIA,DocDigital Versión 3: Subsecretaría General de la Presidencia de la República,55
DIPRECA: Dirección de Previsión de Carabineros de Chile,undefinedSII: Servicio de Impuestos Internos,55
Devolución de Pagos en excesos: Fondo Nacional de Salud,Registro Civil: SRCeI,55
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,Registro Civil: SRCeI,55
Servicios en linea: Caja de Previsión de la Defensa Nacional,undefinedCMF: Comisión para el Mercado Financiero,55
ASDigital: Ministerio de salud,Participación Digital: Secretaría de Gobierno Digital,54
Comisaría Virtual: Carabineros de Chile,Portal MiDT: Dirección del Trabajo,54
Municipalidad de Valparaíso - Simple: Municipalidad de Valparaíso,undefinedSII: Servicio de Impuestos Internos,54
Portal MiDT: Dirección del Trabajo,Trámites Dirección Trabajo: Dirección del Trabajo,54
Portal Servel: Servicio Electoral,undefinedSII: Servicio de Impuestos Internos,54
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,bcm2.sii.cl: Servicio de Impuestos Internos,54
bcm2.sii.cl: Servicio de Impuestos Internos,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",54
IMG: MDS,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,53
ChileAtiende: Instituto de Previsión Social,Portal Servel: Servicio Electoral,51
IPS - persona: Instituto de Previsión Social,Subsidio Eléctrico: Subsecretaría de Evaluación Social,51
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,www.sii.cl: Servicio de Impuestos Internos,51
Milicenciamedica.cl: Subsecretaría de Salud Pública,Resultados Subsidio Eléctrico: Subsecretaría de Energía,51
Servicios en linea: Caja de Previsión de la Defensa Nacional,Subsidio Eléctrico: Subsecretaría de Evaluación Social,51
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,50
Devolución de Pagos en excesos: Fondo Nacional de Salud,Milicenciamedica.cl: Subsecretaría de Salud Pública,50
Devolución de Pagos en excesos: Fondo Nacional de Salud,undefinedSII: Servicio de Impuestos Internos,50
Milicenciamedica.cl: Subsecretaría de Salud Pública,PJUD: PODER JUDICIAL,50
Portal MiDT: Dirección del Trabajo,undefinedCMF: Comisión para el Mercado Financiero,50
Contraloria General de la Republica: CONTRALORIA,Mis Trámites CGR: Contraloría General de la República,48
Modificar antecedentes Adm. PM: Servicio Nacional de Geología y Minería,Solicitud de Rebaja de Patente: Servicio Nacional de Geología y Minería,48
IMG: MDS,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",46
Comisaría Virtual: Carabineros de Chile,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,45
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",44
