item1,item2,frequency
Extranjeria: Secretaría de Gobierno Digital,Milicenciamedica.cl: Subsecretaría de Salud Pública,728
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,Portal Servel: Servicio Electoral,721
ACEPTA: ACEPTA.COM S.A.,E-Sign ClaveÚnica: ESIGN S.A.,719
MINVU: Subsecretaría de Vivienda y Urbanismo,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",717
ACEPTA: ACEPTA.COM S.A.,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,704
DJ Simple: Servicio Agrícola y Ganadero,undefinedCMF: Comisión para el Mercado Financiero,704
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Subsidio Eléctrico: Subsecretaría de Evaluación Social,703
Empleos Públicos: Servicio Civil,Registro Civil: SRCeI,701
DECLARACION JURADA: Servicio Agrícola y Ganadero,Registro Civil: SRCeI,698
Defensoría Penal Pública: DEFENSORIA PENAL PUBLICA,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,689
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,SISTEMA DE ATENCIÓN DE CONSULTA: Comisión Administradora del Sistema de Créditos para Estudios Superiores,686
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,undefinedSII: Servicio de Impuestos Internos,683
Comisión de Medicina Preventiva e Invalidez: Subsecretaría de Salud Pública,Registro Civil: SRCeI,682
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,SPP: Fondo de Solidaridad e Inversión Social,673
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Portal Servel: Servicio Electoral,667
bcm2.sii.cl: Servicio de Impuestos Internos,undefinedCMF: Comisión para el Mercado Financiero,665
Subsidio Eléctrico: Subsecretaría de Evaluación Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",660
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,bcm2.sii.cl: Servicio de Impuestos Internos,655
Registro Civil: SRCeI,bcm2.sii.cl: Servicio de Impuestos Internos,653
FUAS-Mineduc: Subsecretaría de Educación,Portal Servel: Servicio Electoral,652
Resultados Subsidio Eléctrico: Subsecretaría de Energía,miChileAtiende: Instituto de Previsión Social,647
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,Registro Civil: SRCeI,639
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,MINVU: Subsecretaría de Vivienda y Urbanismo,636
Registro Civil: SRCeI,SignPass: BPO Advisors SpA,635
Mercado+Público: Dirección de Compras y Contratación Pública,undefinedCMF: Comisión para el Mercado Financiero,634
Portal Servel: Servicio Electoral,undefinedSII: Servicio de Impuestos Internos,630
Protección Social: MDS,undefinedCMF: Comisión para el Mercado Financiero,629
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,624
ApelaciónbeneficiosEstudiantil: Subsecretaría de Educación,FUAS-Mineduc: Subsecretaría de Educación,623
e-certchile: E-Cert Chile,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",623
e-certchile: E-Cert Chile,undefinedCMF: Comisión para el Mercado Financiero,618
IMG: MDS,undefinedSII: Servicio de Impuestos Internos,612
SignPass: BPO Advisors SpA,undefinedCMF: Comisión para el Mercado Financiero,604
FUAS-Mineduc: Subsecretaría de Educación,Mineduc-Ayudamineduc: Subsecretaría de Educación,602
"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,586
ChileAtiende: Instituto de Previsión Social,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,576
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,565
ACEPTA: ACEPTA.COM S.A.,Portal MiDT: Dirección del Trabajo,563
FONASA - Portal Beneficiario: Fondo Nacional de Salud,www.sii.cl: Servicio de Impuestos Internos,560
FONASA - Portal Beneficiario: Fondo Nacional de Salud,MINVU: Subsecretaría de Vivienda y Urbanismo,553
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,SignPass: BPO Advisors SpA,552
Comisaría Virtual: Carabineros de Chile,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,551
E-Sign ClaveÚnica: ESIGN S.A.,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,546
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Subsidio Eléctrico: Subsecretaría de Evaluación Social,538
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",537
Comisaría Virtual: Carabineros de Chile,undefinedSII: Servicio de Impuestos Internos,532
ChileAtiende: Instituto de Previsión Social,IPS - persona: Instituto de Previsión Social,529
Devolución de Pagos en excesos: Fondo Nacional de Salud,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",525
Subsidio Eléctrico: Subsecretaría de Evaluación Social,undefinedSII: Servicio de Impuestos Internos,522
ApelaciónbeneficiosEstudiantil: Subsecretaría de Educación,undefinedSII: Servicio de Impuestos Internos,520
Autenticacion Nube  Privada: Servicio de Impuestos Internos,bcm2.sii.cl: Servicio de Impuestos Internos,517
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Carabineros de Chile,517
IMG: MDS,undefinedCMF: Comisión para el Mercado Financiero,513
Mineduc-Ayudamineduc: Subsecretaría de Educación,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,513
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,SIMPLE: Gendarmería de Chile,500
ChileAtiende: Instituto de Previsión Social,Subsidio Eléctrico: Subsecretaría de Evaluación Social,495
ChileAtiende: Instituto de Previsión Social,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,489
FONASA - Portal Beneficiario: Fondo Nacional de Salud,MEVACUNO: Subsecretaría de Redes Asistenciales,488
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,483
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,481
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,undefinedCMF: Comisión para el Mercado Financiero,481
PJUD: PODER JUDICIAL,Protección Social: MDS,481
Red Movilidad: Subsecretaría de Transportes,undefinedSII: Servicio de Impuestos Internos,474
DJ Simple: Servicio Agrícola y Ganadero,Portal MiDT: Dirección del Trabajo,466
Subsidio Eléctrico: Subsecretaría de Evaluación Social,undefinedCMF: Comisión para el Mercado Financiero,460
MINVU: Subsecretaría de Vivienda y Urbanismo,undefinedSII: Servicio de Impuestos Internos,459
Portal MiDT: Dirección del Trabajo,e-certchile: E-Cert Chile,458
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Sernac - Portal del consumidor: Servicio Nacional del Consumidor,456
Autenticacion Nube  Privada: Servicio de Impuestos Internos,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",454
ChileAtiende: Instituto de Previsión Social,Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,449
Sernac - Portal del consumidor: Servicio Nacional del Consumidor,undefinedSII: Servicio de Impuestos Internos,446
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,e-certchile: E-Cert Chile,443
Red Movilidad: Subsecretaría de Transportes,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",442
Extranjeria: Secretaría de Gobierno Digital,www.sii.cl: Servicio de Impuestos Internos,440
Autenticación TGR: Servicio de Tesorerías,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,437
Bono Logro Escolar: Subsecretaría de Servicios Sociales,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,437
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,436
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Resultados Subsidio Eléctrico: Subsecretaría de Energía,434
FUAS-Mineduc: Subsecretaría de Educación,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",431
DECLARACION JURADA: Servicio Agrícola y Ganadero,DJ Simple: Servicio Agrícola y Ganadero,428
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,www.sii.cl: Servicio de Impuestos Internos,425
IMG: MDS,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,423
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,423
ChileAtiende: Instituto de Previsión Social,Milicenciamedica.cl: Subsecretaría de Salud Pública,421
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Red Movilidad: Subsecretaría de Transportes,421
MINVU: Subsecretaría de Vivienda y Urbanismo,undefinedCMF: Comisión para el Mercado Financiero,415
ApelaciónbeneficiosEstudiantil: Subsecretaría de Educación,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,412
Autenticación TGR: Servicio de Tesorerías,miChileAtiende: Instituto de Previsión Social,412
ChileAtiende: Instituto de Previsión Social,FUAS-Mineduc: Subsecretaría de Educación,406
Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,406
Portal Servel: Servicio Electoral,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,402
MEVACUNO: Subsecretaría de Redes Asistenciales,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,395
FUAS-Mineduc: Subsecretaría de Educación,SIMPLE: Corporación Nacional de Desarrollo Indígena,392
Registro Civil: SRCeI,SIMPLE: Corporación Nacional de Desarrollo Indígena,391
PJUD: PODER JUDICIAL,www.sii.cl: Servicio de Impuestos Internos,390
Comisaría Virtual: Carabineros de Chile,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,382
Portal Servel: Servicio Electoral,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",378
Milicenciamedica.cl: Subsecretaría de Salud Pública,Sistema de Apelación Contra de Isapres: Subsecretaría de Salud Pública,376
ASDigital: Ministerio de salud,Registro Civil: SRCeI,374
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Sistema de Registro: Subsecretaría de Evaluación Social,374
Comisaría Virtual: Carabineros de Chile,FONASA - Portal Beneficiario: Fondo Nacional de Salud,371
Autenticación TGR: Servicio de Tesorerías,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,367
ChileAtiende: Instituto de Previsión Social,IMG: MDS,367
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Registro Civil: SRCeI,365
Mercado+Público: Dirección de Compras y Contratación Pública,Requisitos para Ofertar: Dirección de Compras y Contratación Pública,365
MINVU: Subsecretaría de Vivienda y Urbanismo,Protección Social: MDS,358
IPS - persona: Instituto de Previsión Social,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,356
PJUD: PODER JUDICIAL,Subsidio Eléctrico: Subsecretaría de Evaluación Social,356
Sernac - Portal del consumidor: Servicio Nacional del Consumidor,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",354
ACEPTA: ACEPTA.COM S.A.,Extranjeria: Secretaría de Gobierno Digital,353
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Empleos Públicos: Servicio Civil,352
Comisaría Virtual: Carabineros de Chile,Registro Civil: SRCeI,352
Extranjeria: Secretaría de Gobierno Digital,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,347
Mercado+Público: Dirección de Compras y Contratación Pública,Registro nacional de Proveedores: Dirección de Compras y Contratación Pública,345
E-Sign ClaveÚnica: ESIGN S.A.,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,344
IMG: MDS,Portal MiDT: Dirección del Trabajo,343
IMG: MDS,Milicenciamedica.cl: Subsecretaría de Salud Pública,342
Portal MiDT: Dirección del Trabajo,www.sii.cl: Servicio de Impuestos Internos,339
FUAS-Mineduc: Subsecretaría de Educación,PJUD: PODER JUDICIAL,335
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Portal MiDT: Dirección del Trabajo,333
Empleos Públicos: Servicio Civil,undefinedSII: Servicio de Impuestos Internos,332
Resultados Subsidio Eléctrico: Subsecretaría de Energía,undefinedCMF: Comisión para el Mercado Financiero,328
FUAS-Mineduc: Subsecretaría de Educación,Portal MiDT: Dirección del Trabajo,322
Sistema de Registro: Subsecretaría de Evaluación Social,miChileAtiende: Instituto de Previsión Social,319
DJ Simple: Servicio Agrícola y Ganadero,PJUD: PODER JUDICIAL,317
FONASA - Portal Beneficiario: Fondo Nacional de Salud,IPS - persona: Instituto de Previsión Social,316
FONASA - Portal Beneficiario: Fondo Nacional de Salud,bcm2.sii.cl: Servicio de Impuestos Internos,316
Autenticación TGR: Servicio de Tesorerías,ChileAtiende: Instituto de Previsión Social,315
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,e-certchile: E-Cert Chile,315
Comisaría Virtual: Carabineros de Chile,FONASA - Portal Beneficiario: Fondo Nacional de Salud,314
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Trámites SP: Superintendencia de Penssiones,311
IFE Laboral: Servicio Nacional de Capacitación y Empleo,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,310
MEVACUNO: Subsecretaría de Redes Asistenciales,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,307
Bono Logro Escolar: Subsecretaría de Servicios Sociales,miChileAtiende: Instituto de Previsión Social,303
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,bcm2.sii.cl: Servicio de Impuestos Internos,303
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,SIMPLE: Subsecretaría de Derechos Humanos,302
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,undefinedSII: Servicio de Impuestos Internos,300
App La Florida: Municipalidad de La Florida,Registro Civil: SRCeI,299
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,299
Escuela PDI: Policía de Investigaciones de Chile,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,297
Autenticación TGR: Servicio de Tesorerías,DJ Simple: Servicio Agrícola y Ganadero,296
Resultados Subsidio Eléctrico: Subsecretaría de Energía,Subsidio Eléctrico: Subsecretaría de Evaluación Social,296
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,292
SPP: Fondo de Solidaridad e Inversión Social,undefinedSII: Servicio de Impuestos Internos,291
miChileAtiende: Instituto de Previsión Social,www.sii.cl: Servicio de Impuestos Internos,291
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,286
Subsidio Familiar Automático: Subsecretaría de Evaluación Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",286
Extranjeria: Secretaría de Gobierno Digital,IMG: MDS,283
Registro Civil: SRCeI,Resultados Subsidio Eléctrico: Subsecretaría de Energía,281
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,277
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,276
Resultados Subsidio Eléctrico: Subsecretaría de Energía,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",274
Registro Civil: SRCeI,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,270
Devolución de Pagos en excesos: Fondo Nacional de Salud,undefinedCMF: Comisión para el Mercado Financiero,269
Comisaría Virtual: Carabineros de Chile,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",268
Comisaría Virtual: Carabineros de Chile,FUAS-Mineduc: Subsecretaría de Educación,267
Milicenciamedica.cl: Subsecretaría de Salud Pública,www.sii.cl: Servicio de Impuestos Internos,266
Registro Civil: SRCeI,SPP: Fondo de Solidaridad e Inversión Social,265
Comisaría Virtual: Carabineros de Chile,Portal Servel: Servicio Electoral,263
DJ Simple: Servicio Agrícola y Ganadero,www.sii.cl: Servicio de Impuestos Internos,258
SPP: Fondo de Solidaridad e Inversión Social,miChileAtiende: Instituto de Previsión Social,258
SIMPLE: Corporación Nacional de Desarrollo Indígena,Simple Trámites: Subsecretaría de Evaluación Social,256
E-Sign ClaveÚnica: ESIGN S.A.,FUAS-Mineduc: Subsecretaría de Educación,255
Escuela PDI: Policía de Investigaciones de Chile,Registro Civil: SRCeI,252
Extranjeria: Secretaría de Gobierno Digital,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,249
Devolución de Pagos en excesos: Fondo Nacional de Salud,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,244
Comisaría Virtual: Carabineros de Chile,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",243
Mi Fiscalía en Línea: Ministerio Público,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,243
FUAS-Mineduc: Subsecretaría de Educación,undefinedCMF: Comisión para el Mercado Financiero,242
FUAS-Mineduc: Subsecretaría de Educación,Red Movilidad: Subsecretaría de Transportes,241
Devolución de Pagos en excesos: Fondo Nacional de Salud,Registro Civil: SRCeI,240
Protección Social: MDS,Subsidio Eléctrico: Subsecretaría de Evaluación Social,240
ChileAtiende: Instituto de Previsión Social,Portal Servel: Servicio Electoral,238
DJ Simple: Servicio Agrícola y Ganadero,FONASA - Portal Beneficiario: Fondo Nacional de Salud,236
Comisaría Virtual: Carabineros de Chile,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,235
E-Sign ClaveÚnica: ESIGN S.A.,Portal Servel: Servicio Electoral,235
ACEPTA: ACEPTA.COM S.A.,PJUD: PODER JUDICIAL,233
Red Movilidad: Subsecretaría de Transportes,undefinedCMF: Comisión para el Mercado Financiero,231
DECLARACION JURADA: Servicio Agrícola y Ganadero,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,230
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,230
ChileAtiende: Instituto de Previsión Social,www.sii.cl: Servicio de Impuestos Internos,229
Registro Civil: SRCeI,Trámites SP: Superintendencia de Penssiones,228
Actas de mediación en línea: Subsecretaría de Justicia,FONASA - Portal Beneficiario: Fondo Nacional de Salud,227
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,SPP: Fondo de Solidaridad e Inversión Social,226
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,225
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Tramites Recoleta: Municipalidad de Recoleta,224
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,miChileAtiende: Instituto de Previsión Social,223
Comisaría Virtual: Carabineros de Chile,FUAS-Mineduc: Subsecretaría de Educación,222
Postulaciones ETA: Dirección General de Aeronáutica Civil,Registro Civil: SRCeI,222
Comisaría Virtual: Carabineros de Chile,undefinedSII: Servicio de Impuestos Internos,221
Portal Servel: Servicio Electoral,SignPass: BPO Advisors SpA,221
ACEPTA: ACEPTA.COM S.A.,www.sii.cl: Servicio de Impuestos Internos,219
Protección Social: MDS,bcm2.sii.cl: Servicio de Impuestos Internos,218
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,217
Comisaría Virtual: Carabineros de Chile,Registro Civil: SRCeI,216
Autenticacion Nube  Privada: Servicio de Impuestos Internos,undefinedCMF: Comisión para el Mercado Financiero,215
Comisaría Virtual: Carabineros de Chile,DECLARACION JURADA: Servicio Agrícola y Ganadero,215
Portal Servel: Servicio Electoral,undefinedCMF: Comisión para el Mercado Financiero,215
PJUD: PODER JUDICIAL,Portal Servel: Servicio Electoral,213
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Resultados Subsidio Eléctrico: Subsecretaría de Energía,210
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,Registro Civil: SRCeI,209
SignPass: BPO Advisors SpA,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",208
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,ChileAtiende: Instituto de Previsión Social,205
Comisaría Virtual: Carabineros de Chile,Portal Servel: Servicio Electoral,204
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,203
Comisaría Virtual: Carabineros de Chile,PJUD: PODER JUDICIAL,203
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,bcm2.sii.cl: Servicio de Impuestos Internos,193
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Autenticación TGR: Servicio de Tesorerías,190
Extranjeria: Secretaría de Gobierno Digital,Subsidio Eléctrico: Subsecretaría de Evaluación Social,189
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,188
IMG: MDS,PJUD: PODER JUDICIAL,188
Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,Registro Civil: SRCeI,187
FUAS-Mineduc: Subsecretaría de Educación,miChileAtiende: Instituto de Previsión Social,185
Milicenciamedica.cl: Subsecretaría de Salud Pública,Procedimiento Administrativo Electrónico: Superintendencia de Seguridad Social,183
PJUD: PODER JUDICIAL,Resultados Subsidio Eléctrico: Subsecretaría de Energía,183
Devolución de Pagos en excesos: Fondo Nacional de Salud,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,182
Extranjeria: Secretaría de Gobierno Digital,bcm2.sii.cl: Servicio de Impuestos Internos,181
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,SPP: Fondo de Solidaridad e Inversión Social,179
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Sernac - Portal del consumidor: Servicio Nacional del Consumidor,176
Canales Digitales AFP UNO: AFP Uno,e-certchile: E-Cert Chile,173
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,171
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,169
Comisaría Virtual: Carabineros de Chile,undefinedCMF: Comisión para el Mercado Financiero,164
ACEPTA: ACEPTA.COM S.A.,miChileAtiende: Instituto de Previsión Social,163
Protección Social: MDS,Resultados Subsidio Eléctrico: Subsecretaría de Energía,163
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,undefinedSII: Servicio de Impuestos Internos,162
DECLARACION JURADA: Servicio Agrícola y Ganadero,undefinedSII: Servicio de Impuestos Internos,162
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,Registro Civil: SRCeI,162
Comisaría Virtual: Carabineros de Chile,undefinedCMF: Comisión para el Mercado Financiero,161
Actas de mediación en línea: Subsecretaría de Justicia,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,159
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,Portal MiDT: Dirección del Trabajo,159
Autenticacion UChile: Universidad de Chile,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,159
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Resultados Subsidio Eléctrico: Subsecretaría de Energía,159
Empleos Públicos: Servicio Civil,FONASA - Portal Beneficiario: Fondo Nacional de Salud,156
MEVACUNO: Subsecretaría de Redes Asistenciales,undefinedSII: Servicio de Impuestos Internos,156
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,PJUD: PODER JUDICIAL,154
SPP: Fondo de Solidaridad e Inversión Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",153
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Red Movilidad: Subsecretaría de Transportes,151
MINVU: Subsecretaría de Vivienda y Urbanismo,PJUD: PODER JUDICIAL,150
Resultados Subsidio Eléctrico: Subsecretaría de Energía,undefinedSII: Servicio de Impuestos Internos,150
Mineduc-Ayudamineduc: Subsecretaría de Educación,Registro Civil: SRCeI,149
IPS - persona: Instituto de Previsión Social,Registro Civil: SRCeI,147
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,undefinedSII: Servicio de Impuestos Internos,145
FUAS-Mineduc: Subsecretaría de Educación,Protección Social: MDS,145
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Simple Trámites: Subsecretaría de Evaluación Social,144
FONASA - Portal Beneficiario: Fondo Nacional de Salud,SPP: Fondo de Solidaridad e Inversión Social,140
APIs Receta Electrónica: Subsecretaría de Salud Pública,undefinedSII: Servicio de Impuestos Internos,139
Autenticacion Nube  Privada: Servicio de Impuestos Internos,FONASA - Portal Beneficiario: Fondo Nacional de Salud,137
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Extranjeria: Secretaría de Gobierno Digital,137
ChileAtiende: Instituto de Previsión Social,Resultados Subsidio Eléctrico: Subsecretaría de Energía,137
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,137
Mi Fiscalía en Línea: Ministerio Público,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,137
Portal Servel: Servicio Electoral,miChileAtiende: Instituto de Previsión Social,137
PJUD: PODER JUDICIAL,bcm2.sii.cl: Servicio de Impuestos Internos,132
Bono electrónico y LME: Superintendencia de Seguridad Social,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,131
Defensoría Penal Pública: DEFENSORIA PENAL PUBLICA,Registro Civil: SRCeI,130
Bono Logro Escolar: Subsecretaría de Servicios Sociales,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,129
DECLARACION JURADA: Servicio Agrícola y Ganadero,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,128
IMG: MDS,MINVU: Subsecretaría de Vivienda y Urbanismo,128
PJUD: PODER JUDICIAL,SPP: Fondo de Solidaridad e Inversión Social,125
Comisaría Virtual: Carabineros de Chile,Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,124
Canales Digitales AFP UNO: AFP Uno,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,122
Registro Civil: SRCeI,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,122
SPP: Fondo de Solidaridad e Inversión Social,www.sii.cl: Servicio de Impuestos Internos,121
Canales Digitales AFP UNO: AFP Uno,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,119
Comisaría Virtual: Carabineros de Chile,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,118
Devolución de Pagos en excesos: Fondo Nacional de Salud,miChileAtiende: Instituto de Previsión Social,118
