item1,item2,frequency
Devolución de Pagos en excesos: Fondo Nacional de Salud,miChileAtiende: Instituto de Previsión Social,1156
Mi Súper: Superintendencia de Salud,Registro Civil: SRCeI,1110
Registro Civil: SRCeI,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,1100
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Registro Civil: SRCeI,1088
Portal MiDT: Dirección del Trabajo,Subsidio Eléctrico: Subsecretaría de Evaluación Social,1052
Comisaría Virtual: Carabineros de Chile,Registro Civil: SRCeI,1039
Resultados Subsidio Eléctrico: Subsecretaría de Energía,undefinedCMF: Comisión para el Mercado Financiero,1003
Comisaría Virtual: Carabineros de Chile,Portal Servel: Servicio Electoral,991
Contraloria General de la Republica: CONTRALORIA,Registro Civil: SRCeI,966
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,961
undefinedCMF: Comisión para el Mercado Financiero,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,930
Comisaría Virtual: Carabineros de Chile,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",924
Mercado+Público: Dirección de Compras y Contratación Pública,Subsidio Eléctrico: Subsecretaría de Evaluación Social,924
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,Instituto Seguridad Laboral: Instituto Seguridad Laboral,920
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,914
Devolución de Pagos en excesos: Fondo Nacional de Salud,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,897
Acceso Clave Unica UFRO: Universidad de La Frontera,Registro Civil: SRCeI,887
Bitácora Web: Ministerio Público,Comisaría Virtual: Carabineros de Chile,886
Devolución de Pagos en excesos: Fondo Nacional de Salud,undefinedCMF: Comisión para el Mercado Financiero,867
Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,Registro Civil: SRCeI,862
Fondo de Solidaridad e Inversión Social - Cerofilas: Fondo de Solidaridad e Inversión Social,Resultados Subsidio Eléctrico: Subsecretaría de Energía,861
Comisaría Virtual: Carabineros de Chile,Registro Civil: SRCeI,839
bcm2.sii.cl: Servicio de Impuestos Internos,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",836
Portal Servel: Servicio Electoral,SERVEL- RENDICION: Servicio Electoral,833
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,e-certchile: E-Cert Chile,823
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Carabineros de Chile,822
Autenticacion Nube  Privada: Servicio de Impuestos Internos,undefinedCMF: Comisión para el Mercado Financiero,759
Resultados Subsidio Eléctrico: Subsecretaría de Energía,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",730
PJUD: PODER JUDICIAL,Protección Social: MDS,727
Acceso Clave Unica UFRO: Universidad de La Frontera,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,725
PJUD: PODER JUDICIAL,bcm2.sii.cl: Servicio de Impuestos Internos,715
ChileAtiende: Instituto de Previsión Social,www.sii.cl: Servicio de Impuestos Internos,706
Registro Civil: SRCeI,Resultados Subsidio Eléctrico: Subsecretaría de Energía,695
Portal MiDT: Dirección del Trabajo,Trámites Dirección Trabajo: Dirección del Trabajo,687
Candidaturas: servicio electoral,PJUD: PODER JUDICIAL,686
SEC - Atención Ciudadana: Superintendencia de Electricidad y Combustibles,Sernac - Portal del consumidor: Servicio Nacional del Consumidor,685
Cesantía: Comisión Administradora de Sistema de Créditos para Estudios Superiores,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,670
Sistema de Registro: Subsecretaría de Evaluación Social,miChileAtiende: Instituto de Previsión Social,669
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,undefinedSII: Servicio de Impuestos Internos,667
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,FONASA - Portal Beneficiario: Fondo Nacional de Salud,660
PJUD: PODER JUDICIAL,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,658
Comisaría Virtual: Carabineros de Chile,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,646
Protección Social: MDS,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",643
Contactanos DT: Dirección del Trabajo,Portal MiDT: Dirección del Trabajo,639
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,SPP: Fondo de Solidaridad e Inversión Social,633
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,PJUD: PODER JUDICIAL,629
Actas de mediación en línea: Subsecretaría de Justicia,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,626
IMG: MDS,undefinedSII: Servicio de Impuestos Internos,626
Postulación Beneficios Municipalidad de Puente Alto: Municipalidad de Puente Alto,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,612
IMG: MDS,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,608
Autenticación TGR: Servicio de Tesorerías,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,602
Candidaturas: servicio electoral,Registro Civil: SRCeI,597
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Mercado+Público: Dirección de Compras y Contratación Pública,596
MINVU: Subsecretaría de Vivienda y Urbanismo,PJUD: PODER JUDICIAL,596
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Resultados Subsidio Eléctrico: Subsecretaría de Energía,584
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,578
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,577
Municipalidad de Valparaíso - Simple: Municipalidad de Valparaíso,undefinedSII: Servicio de Impuestos Internos,571
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Resultados Subsidio Eléctrico: Subsecretaría de Energía,554
miChileAtiende: Instituto de Previsión Social,www.sii.cl: Servicio de Impuestos Internos,539
ChileAtiende: Instituto de Previsión Social,IMG: MDS,532
Candidaturas: servicio electoral,Patrocinios: Servicio Electoral,530
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,521
Devolución de Pagos en excesos: Fondo Nacional de Salud,Milicenciamedica.cl: Subsecretaría de Salud Pública,510
Bono Logro Escolar: Subsecretaría de Servicios Sociales,PJUD: PODER JUDICIAL,507
Mercado+Público: Dirección de Compras y Contratación Pública,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",505
Portal Servel: Servicio Electoral,Registro Civil: SRCeI,504
Devolución de Pagos en excesos: Fondo Nacional de Salud,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,483
Empleos Públicos: Servicio Civil,www.sii.cl: Servicio de Impuestos Internos,481
MEVACUNO: Subsecretaría de Redes Asistenciales,Registro Civil: SRCeI,481
MINVU: Subsecretaría de Vivienda y Urbanismo,miChileAtiende: Instituto de Previsión Social,476
IPS - persona: Instituto de Previsión Social,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,473
CGR: Contraloría General de la República,Contraloría: Contraloría General de la República,466
Autenticacion Nube  Privada: Servicio de Impuestos Internos,FONASA - Portal Beneficiario: Fondo Nacional de Salud,452
Instituto Seguridad Laboral: Instituto Seguridad Laboral,Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,447
Autenticación TGR: Servicio de Tesorerías,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",446
Protección Social: MDS,Resultados Subsidio Eléctrico: Subsecretaría de Energía,446
Milicenciamedica.cl: Subsecretaría de Salud Pública,Resultados Subsidio Eléctrico: Subsecretaría de Energía,442
Empleos Públicos: Servicio Civil,Subsidio Eléctrico: Subsecretaría de Evaluación Social,437
FUAS-Mineduc: Subsecretaría de Educación,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,433
Sistema Midas: Subsecretaría de Salud Pública,Sistema de ambiente de Clientes: Central de Abastecimiento del Sistema Nacional de Servicios de Salud,427
Autenticación TGR: Servicio de Tesorerías,Registro Civil: SRCeI,424
Resultados Subsidio Eléctrico: Subsecretaría de Energía,undefinedSII: Servicio de Impuestos Internos,421
MINVU: Subsecretaría de Vivienda y Urbanismo,Subsidio Eléctrico: Subsecretaría de Evaluación Social,411
Comisaría Virtual: Carabineros de Chile,undefinedSII: Servicio de Impuestos Internos,400
Autenticacion Nube  Privada: Servicio de Impuestos Internos,SPP: Fondo de Solidaridad e Inversión Social,393
Bitácora Web: Ministerio Público,Comisaría Virtual: Carabineros de Chile,391
bcm2.sii.cl: Servicio de Impuestos Internos,undefinedCMF: Comisión para el Mercado Financiero,383
Comisaría Virtual: Carabineros de Chile,undefinedCMF: Comisión para el Mercado Financiero,382
Sistema de Apelación Contra de Isapres: Subsecretaría de Salud Pública,undefinedSII: Servicio de Impuestos Internos,376
Bono electrónico y LME: Superintendencia de Seguridad Social,Milicenciamedica.cl: Subsecretaría de Salud Pública,373
Procedimiento Administrativo Electrónico: Superintendencia de Seguridad Social,Sistema de Apelación Contra de Isapres: Subsecretaría de Salud Pública,363
Carrera Docente CPEIP: Subsecretaría de Educación,Recursos de Reposición: Subsecretaría de Educación,358
MINVU: Subsecretaría de Vivienda y Urbanismo,Resultados Subsidio Eléctrico: Subsecretaría de Energía,356
Bitácora Web: Ministerio Público,Comisaría Virtual: Carabineros de Chile,352
FONASA - Portal Beneficiario: Fondo Nacional de Salud,IMG: MDS,348
Sercotec: Servicio de Cooperación Técnica,undefinedSII: Servicio de Impuestos Internos,342
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,336
Portal Servel: Servicio Electoral,Servel: Servicio Electoral,336
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Milicenciamedica.cl: Subsecretaría de Salud Pública,334
Comisaría Virtual: Carabineros de Chile,PJUD: PODER JUDICIAL,331
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Carabineros de Chile,330
Contraloria General de la Republica: CONTRALORIA,Mercado+Público: Dirección de Compras y Contratación Pública,330
Instituto Seguridad Laboral: Instituto Seguridad Laboral,Registro Civil: SRCeI,330
ASDigital: Ministerio de salud,Mercado+Público: Dirección de Compras y Contratación Pública,326
Comisaría Virtual: Carabineros de Chile,DECLARACION JURADA: Servicio Agrícola y Ganadero,326
ACEPTA: ACEPTA.COM S.A.,PJUD: PODER JUDICIAL,318
Sernac - Portal del consumidor: Servicio Nacional del Consumidor,undefinedCMF: Comisión para el Mercado Financiero,315
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Mercado+Público: Dirección de Compras y Contratación Pública,312
SPP: Fondo de Solidaridad e Inversión Social,www.sii.cl: Servicio de Impuestos Internos,309
Instituto Seguridad Laboral: Instituto Seguridad Laboral,undefinedSII: Servicio de Impuestos Internos,308
Contraloria General de la Republica: CONTRALORIA,PJUD: PODER JUDICIAL,306
Postulación Beneficios Municipalidad de Puente Alto: Municipalidad de Puente Alto,miChileAtiende: Instituto de Previsión Social,305
Registro Civil: SRCeI,SPP: Fondo de Solidaridad e Inversión Social,298
SPP: Fondo de Solidaridad e Inversión Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",295
Portal MiDT: Dirección del Trabajo,miChileAtiende: Instituto de Previsión Social,289
SERVEL- RENDICION: Servicio Electoral,undefinedSII: Servicio de Impuestos Internos,286
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Instituto Seguridad Laboral: Instituto Seguridad Laboral,285
Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,miChileAtiende: Instituto de Previsión Social,283
SPP: Fondo de Solidaridad e Inversión Social,Sercotec: Servicio de Cooperación Técnica,279
Beneficios Personal: Gendarmería de Chile,Portal de Beneficios: Gendarmería de Chile,278
Autenticación TGR: Servicio de Tesorerías,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,260
ChileAtiende: Instituto de Previsión Social,Comisaría Virtual: Carabineros de Chile,254
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Tramites Recoleta: Municipalidad de Recoleta,247
Comisaría Virtual: Carabineros de Chile,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,246
IMG: MDS,Subsidio Eléctrico: Subsecretaría de Evaluación Social,244
Registro Civil: SRCeI,Tramites Mineduc: Ministerio de Educación,244
Autenticación TGR: Servicio de Tesorerías,Subsidio Eléctrico: Subsecretaría de Evaluación Social,240
Contraloria General de la Republica: CONTRALORIA,www.sii.cl: Servicio de Impuestos Internos,240
Listado de trámites digitales: Subsecretaría de Educación,Mineduc-Ayudamineduc: Subsecretaría de Educación,240
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,undefinedSII: Servicio de Impuestos Internos,236
FUAS-Mineduc: Subsecretaría de Educación,Subsidio Eléctrico: Subsecretaría de Evaluación Social,227
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,SIMPLE: Corporación Nacional de Desarrollo Indígena,227
ChileAtiende: Instituto de Previsión Social,MINVU: Subsecretaría de Vivienda y Urbanismo,218
Bono Logro Escolar: Subsecretaría de Servicios Sociales,Sistema de Registro: Subsecretaría de Evaluación Social,216
Autenticación TGR: Servicio de Tesorerías,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,215
Bono Logro Escolar: Subsecretaría de Servicios Sociales,ChileAtiende: Instituto de Previsión Social,213
Comisaría Virtual: Carabineros de Chile,Registro Civil: SRCeI,211
IPS - persona: Instituto de Previsión Social,Protección Social: MDS,210
ChileAtiende: Instituto de Previsión Social,Contrataciones Censo 2024: Instituto Nacional de Estadísticas,209
Mercado+Público: Dirección de Compras y Contratación Pública,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,208
Fondo de Solidaridad e Inversión Social - Cerofilas: Fondo de Solidaridad e Inversión Social,SPP: Fondo de Solidaridad e Inversión Social,205
PJUD: PODER JUDICIAL,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,204
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,199
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,PJUD: PODER JUDICIAL,197
Comisaría Virtual: Carabineros de Chile,Milicenciamedica.cl: Subsecretaría de Salud Pública,197
IMG: MDS,SPP: Fondo de Solidaridad e Inversión Social,193
Acceso Clave Unica UFRO: Universidad de La Frontera,PJUD: PODER JUDICIAL,188
Comisaría Virtual: Carabineros de Chile,FONASA - Portal Beneficiario: Fondo Nacional de Salud,187
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,178
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,177
Mineduc-Ayudamineduc: Subsecretaría de Educación,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,174
Portal Servel: Servicio Electoral,Subsidio Eléctrico: Subsecretaría de Evaluación Social,171
Resultados Subsidio Eléctrico: Subsecretaría de Energía,SPP: Fondo de Solidaridad e Inversión Social,170
IMG: MDS,Registro Civil: SRCeI,168
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,166
Portal Servel: Servicio Electoral,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,164
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Simple Trámites: Subsecretaría de Evaluación Social,157
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Portal MiDT: Dirección del Trabajo,154
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,139
Acceso Clave Unica UFRO: Universidad de La Frontera,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,138
Acceso Clave Unica UFRO: Universidad de La Frontera,Mineduc-Ayudamineduc: Subsecretaría de Educación,136
Autenticación TGR: Servicio de Tesorerías,FONASA - Portal Beneficiario: Fondo Nacional de Salud,134
Autenticación TGR: Servicio de Tesorerías,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,129
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Secretaría de Gobierno Digital,129
Mercado+Público: Dirección de Compras y Contratación Pública,Sercotec: Servicio de Cooperación Técnica,129
E-Sign ClaveÚnica: ESIGN S.A.,SignPass: BPO Advisors SpA,125
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,125
Cesantía: Comisión Administradora de Sistema de Créditos para Estudios Superiores,Registro Civil: SRCeI,124
Mercado+Público: Dirección de Compras y Contratación Pública,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,123
DIPRECA: Dirección de Previsión de Carabineros de Chile,Portal de Beneficios: Gendarmería de Chile,120
FUAS-Mineduc: Subsecretaría de Educación,undefinedCMF: Comisión para el Mercado Financiero,119
Contingencia: Comisión Administradora de Sistema de Créditos para Estudios Superiores,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,118
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Contraloria General de la Republica: CONTRALORIA,117
Protección Social: MDS,undefinedSII: Servicio de Impuestos Internos,114
Municipalidad Las Condes: Municipalidad de Las Condes,PJUD: PODER JUDICIAL,111
documentos - cyberdocs: Servicio Nacional del Patrimonio Cultural,undefinedSII: Servicio de Impuestos Internos,108
Sernac - Portal del consumidor: Servicio Nacional del Consumidor,undefinedSII: Servicio de Impuestos Internos,106
PJUD: PODER JUDICIAL,e-certchile: E-Cert Chile,105
e-certchile: E-Cert Chile,undefinedSII: Servicio de Impuestos Internos,105
ACEPTA: ACEPTA.COM S.A.,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,104
FUAS-Mineduc: Subsecretaría de Educación,PJUD: PODER JUDICIAL,104
Mi Fiscalía en Línea: Ministerio Público,undefinedSII: Servicio de Impuestos Internos,104
ASDigital: Ministerio de salud,undefinedSII: Servicio de Impuestos Internos,102
Empleos Públicos: Servicio Civil,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,100
MINVU: Subsecretaría de Vivienda y Urbanismo,Protección Social: MDS,97
MINVU: Subsecretaría de Vivienda y Urbanismo,undefinedSII: Servicio de Impuestos Internos,82
Comisaría Virtual: Carabineros de Chile,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",77
Carrera Docente CPEIP: Subsecretaría de Educación,Portal Docente Parvularia: Subsecretaría de Educación,73
PJUD: PODER JUDICIAL,Postulación Beneficios Municipalidad de Puente Alto: Municipalidad de Puente Alto,71
Bitácora Web: Ministerio Público,PAEx DGMN: Dirección General de Movilización Nacional,70
IPS - persona: Instituto de Previsión Social,Subsidio Eléctrico: Subsecretaría de Evaluación Social,68
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,PJUD: PODER JUDICIAL,68
Sistema de Apelación Contra de Isapres: Subsecretaría de Salud Pública,www.sii.cl: Servicio de Impuestos Internos,68
Actas de mediación en línea: Subsecretaría de Justicia,Subsidio Eléctrico: Subsecretaría de Evaluación Social,65
Comisaría Virtual: Carabineros de Chile,undefinedSII: Servicio de Impuestos Internos,65
Autenticacion Nube  Privada: Servicio de Impuestos Internos,miChileAtiende: Instituto de Previsión Social,64
Autenticación TGR: Servicio de Tesorerías,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,64
Comisaría Virtual: Carabineros de Chile,miChileAtiende: Instituto de Previsión Social,63
Sercotec: Servicio de Cooperación Técnica,miChileAtiende: Instituto de Previsión Social,63
Subsidio Eléctrico: Subsecretaría de Evaluación Social,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,63
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Subsidio Eléctrico: Subsecretaría de Evaluación Social,62
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Sistema de Registro: Subsecretaría de Evaluación Social,62
Bitácora Web: Ministerio Público,e-certchile: E-Cert Chile,61
Comisaría Virtual: Carabineros de Chile,Mercado+Público: Dirección de Compras y Contratación Pública,61
Comisaría Virtual: Carabineros de Chile,Portal MiDT: Dirección del Trabajo,61
Bono Logro Escolar: Subsecretaría de Servicios Sociales,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,59
Empleos Públicos: Servicio Civil,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",59
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,59
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,PJUD: PODER JUDICIAL,57
PJUD: PODER JUDICIAL,Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,57
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,ChileAtiende: Instituto de Previsión Social,55
Afiliación voluntaria en AFC: Administradora de Fondos de Cesantía,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",55
Candidaturas: servicio electoral,undefinedSII: Servicio de Impuestos Internos,55
ChileAtiende: Instituto de Previsión Social,Devolución de Pagos en excesos: Fondo Nacional de Salud,55
PJUD: PODER JUDICIAL,SERVEL- RENDICION: Servicio Electoral,55
PJUD: PODER JUDICIAL,documentos - cyberdocs: Servicio Nacional del Patrimonio Cultural,55
Subsidio Eléctrico: Subsecretaría de Evaluación Social,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,55
Acceso Clave Unica UFRO: Universidad de La Frontera,FONASA - Portal Beneficiario: Fondo Nacional de Salud,54
PJUD: PODER JUDICIAL,Web Cajmetro: Corporación de Asistencia Judicial de la Región Metropolitana,54
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,bcm2.sii.cl: Servicio de Impuestos Internos,54
Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,54
CGR: Contraloría General de la República,Mercado+Público: Dirección de Compras y Contratación Pública,53
Milicenciamedica.cl: Subsecretaría de Salud Pública,SPP: Fondo de Solidaridad e Inversión Social,53
Portal MiDT: Dirección del Trabajo,Resultados Subsidio Eléctrico: Subsecretaría de Energía,53
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,SPP: Fondo de Solidaridad e Inversión Social,52
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,52
ACEPTA: ACEPTA.COM S.A.,Registro Civil: SRCeI,51
Acceso Clave Unica UFRO: Universidad de La Frontera,undefinedCMF: Comisión para el Mercado Financiero,51
ApelaciónbeneficiosEstudiantil: Subsecretaría de Educación,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,51
Comisaría Virtual: Carabineros de Chile,DIRECTEMAR: Dirección General del Territorio Marítimo y Marina Mercante,51
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,Registro Civil: SRCeI,51
Municipalidad de Valparaíso - Simple: Municipalidad de Valparaíso,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,51
PAEx DGMN: Dirección General de Movilización Nacional,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,51
PJUD: PODER JUDICIAL,Sercotec: Servicio de Cooperación Técnica,51
PJUD: PODER JUDICIAL,Sistema de Admisión Escolar: Subsecretaría de Educación,51
Registro Civil: SRCeI,bcm2.sii.cl: Servicio de Impuestos Internos,51
Resultados Subsidio Eléctrico: Subsecretaría de Energía,Sernac - Portal del consumidor: Servicio Nacional del Consumidor,51
ACEPTA: ACEPTA.COM S.A.,www.sii.cl: Servicio de Impuestos Internos,50
ASDigital: Ministerio de salud,Ventanilla Única 2.0: Ministerio del Medio Ambiente,50
Autenticación TGR: Servicio de Tesorerías,Resultados Subsidio Eléctrico: Subsecretaría de Energía,50
ChileAtiende: Instituto de Previsión Social,SPP: Fondo de Solidaridad e Inversión Social,50
Comisaría Virtual: Carabineros de Chile,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,50
IPS - persona: Instituto de Previsión Social,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,50
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,undefinedCMF: Comisión para el Mercado Financiero,50
Portal Docente Parvularia: Subsecretaría de Educación,Recursos de Reposición: Subsecretaría de Educación,50
Portal Servel: Servicio Electoral,miChileAtiende: Instituto de Previsión Social,50
PJUD: PODER JUDICIAL,Sistema de Apelación Contra de Isapres: Subsecretaría de Salud Pública,49
Devolución de Pagos en excesos: Fondo Nacional de Salud,undefinedSII: Servicio de Impuestos Internos,47
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Protección Social: MDS,47
