servicio_a,servicio_b,soporte_co_ocurrencia,n_a_antes_b,n_b_antes_a,direccion_dominante,frac_direccion_dominante,clasificacion,nombre_a,nombre_b
209ce526160947f0b398566cd4cbfd0d,c82f84bf3f2b451393445a0cb6883665,901,425,476,c82f84bf3f2b451393445a0cb6883665->209ce526160947f0b398566cd4cbfd0d,0.5283,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Ventanilla Única Social - Subsecretaría de Evaluación Social
4a94478dd25f4430a0a023b87e11170d,ffaec74bfd414f8394bab077a989e27f,886,397,489,ffaec74bfd414f8394bab077a989e27f->4a94478dd25f4430a0a023b87e11170d,0.5519,mixto,Milicenciamedica.cl - Subsecretaría de Salud Pública,miChileAtiende - Instituto de Previsión Social
2549b51828ce40af920a932dd2102217,52449c34bb1e47fe81802bf322dae8ee,859,518,341,2549b51828ce40af920a932dd2102217->52449c34bb1e47fe81802bf322dae8ee,0.603,mixto,undefined - Servicio de Impuestos Internos,bcm2.sii.cl - Servicio de Impuestos Internos
dd7629fec91f4599b3cf8c0dd0b984ac,ffaec74bfd414f8394bab077a989e27f,858,383,475,ffaec74bfd414f8394bab077a989e27f->dd7629fec91f4599b3cf8c0dd0b984ac,0.5536,mixto,Sucursal Virtual FONASA - Fondo Nacional de Salud,miChileAtiende - Instituto de Previsión Social
9c9359fefd164d388f8a5edc2bac301e,b972e814004e4624a566f308901cca7c,852,417,435,b972e814004e4624a566f308901cca7c->9c9359fefd164d388f8a5edc2bac301e,0.5106,mixto,Contraloría - Contraloría General de la República,DocDigital Versión 3 - Subsecretaría General de la Presidencia de la República
2ff516ac74a44ebfa3a522adbde28a0f,f883bd6d70b043a09837e8b888fe3f65,850,284,566,f883bd6d70b043a09837e8b888fe3f65->2ff516ac74a44ebfa3a522adbde28a0f,0.6659,mixto,E-Sign ClaveÚnica - ESIGN S.A.,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
209ce526160947f0b398566cd4cbfd0d,e8dde9d26979498786c6ba5a82f70ad3,831,538,293,209ce526160947f0b398566cd4cbfd0d->e8dde9d26979498786c6ba5a82f70ad3,0.6474,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
4a94478dd25f4430a0a023b87e11170d,67eb30db49f240b08ab2b3f422f92cdf,824,397,427,67eb30db49f240b08ab2b3f422f92cdf->4a94478dd25f4430a0a023b87e11170d,0.5182,mixto,Milicenciamedica.cl - Subsecretaría de Salud Pública,Portal MiDT - Dirección del Trabajo
e8dde9d26979498786c6ba5a82f70ad3,ffaec74bfd414f8394bab077a989e27f,821,295,526,ffaec74bfd414f8394bab077a989e27f->e8dde9d26979498786c6ba5a82f70ad3,0.6407,mixto,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",miChileAtiende - Instituto de Previsión Social
2549b51828ce40af920a932dd2102217,ffaec74bfd414f8394bab077a989e27f,759,312,447,ffaec74bfd414f8394bab077a989e27f->2549b51828ce40af920a932dd2102217,0.5889,mixto,undefined - Servicio de Impuestos Internos,miChileAtiende - Instituto de Previsión Social
0f33ab6447034fe49d1629353a119e47,e8dde9d26979498786c6ba5a82f70ad3,758,645,113,0f33ab6447034fe49d1629353a119e47->e8dde9d26979498786c6ba5a82f70ad3,0.8509,mixto,Superintendencia en Línea - Mi Portal - Superintendencia de Seguridad Social,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
123,67339e06f4b44f78994ff4785178807a,756,349,407,67339e06f4b44f78994ff4785178807a->123,0.5384,mixto,Registro Civil - SRCeI,Mercado+Público - Dirección de Compras y Contratación Pública
495c261c0f484bd08e232f7358452c4d,e8dde9d26979498786c6ba5a82f70ad3,744,469,275,495c261c0f484bd08e232f7358452c4d->e8dde9d26979498786c6ba5a82f70ad3,0.6304,mixto,undefined - Comisión para el Mercado Financiero,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
4830b97416a14d1485ccb85c9f9baa4e,e8dde9d26979498786c6ba5a82f70ad3,730,652,78,4830b97416a14d1485ccb85c9f9baa4e->e8dde9d26979498786c6ba5a82f70ad3,0.8932,mixto,Trámites SP - Superintendencia de Penssiones,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
6a322ad743e3464bae56d2d9b180078a,e8dde9d26979498786c6ba5a82f70ad3,725,389,336,6a322ad743e3464bae56d2d9b180078a->e8dde9d26979498786c6ba5a82f70ad3,0.5366,mixto,6a322ad743e3464bae56d2d9b180078a,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
08165f6182bc4dfc9dc1d7774508bbc6,e8dde9d26979498786c6ba5a82f70ad3,724,633,91,08165f6182bc4dfc9dc1d7774508bbc6->e8dde9d26979498786c6ba5a82f70ad3,0.8743,mixto,e-certchile - E-Cert Chile,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
4a94478dd25f4430a0a023b87e11170d,ae4caa1cb2154cac89440f3fe18251cb,712,344,368,ae4caa1cb2154cac89440f3fe18251cb->4a94478dd25f4430a0a023b87e11170d,0.5169,mixto,Milicenciamedica.cl - Subsecretaría de Salud Pública,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial
2ff516ac74a44ebfa3a522adbde28a0f,d602a0071f3f4db8b37a87cffd89bf23,712,229,483,d602a0071f3f4db8b37a87cffd89bf23->2ff516ac74a44ebfa3a522adbde28a0f,0.6784,mixto,E-Sign ClaveÚnica - ESIGN S.A.,PJUD - PODER JUDICIAL
b972e814004e4624a566f308901cca7c,d602a0071f3f4db8b37a87cffd89bf23,703,286,417,d602a0071f3f4db8b37a87cffd89bf23->b972e814004e4624a566f308901cca7c,0.5932,mixto,DocDigital Versión 3 - Subsecretaría General de la Presidencia de la República,PJUD - PODER JUDICIAL
399e7fc266894562850261cfbc06b992,d602a0071f3f4db8b37a87cffd89bf23,689,243,446,d602a0071f3f4db8b37a87cffd89bf23->399e7fc266894562850261cfbc06b992,0.6473,mixto,Denuncia en Linea - Ministerio Público,PJUD - PODER JUDICIAL
d602a0071f3f4db8b37a87cffd89bf23,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,678,355,323,d602a0071f3f4db8b37a87cffd89bf23->eaf8f2b0ccd04cf2a7bfcf357fe88ca2,0.5236,mixto,PJUD - PODER JUDICIAL,Empleos Públicos - Servicio Civil
495c261c0f484bd08e232f7358452c4d,d602a0071f3f4db8b37a87cffd89bf23,670,217,453,d602a0071f3f4db8b37a87cffd89bf23->495c261c0f484bd08e232f7358452c4d,0.6761,mixto,undefined - Comisión para el Mercado Financiero,PJUD - PODER JUDICIAL
6a322ad743e3464bae56d2d9b180078a,c82f84bf3f2b451393445a0cb6883665,663,269,394,c82f84bf3f2b451393445a0cb6883665->6a322ad743e3464bae56d2d9b180078a,0.5943,mixto,6a322ad743e3464bae56d2d9b180078a,Ventanilla Única Social - Subsecretaría de Evaluación Social
56da1c80cfea4a5b83326bfef271fc3e,d602a0071f3f4db8b37a87cffd89bf23,632,344,288,56da1c80cfea4a5b83326bfef271fc3e->d602a0071f3f4db8b37a87cffd89bf23,0.5443,mixto,Escritorio de Aplicaciones - Ministerio Público,PJUD - PODER JUDICIAL
74e60dc3bc26493d81088e4d322b7c39,f883bd6d70b043a09837e8b888fe3f65,619,168,451,f883bd6d70b043a09837e8b888fe3f65->74e60dc3bc26493d81088e4d322b7c39,0.7286,mixto,SignPass - BPO Advisors SpA,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
1ad6835586034de0b29f4a402b182c6c,4f22549f9d3a443cb041c0e55395dbf1,612,383,229,1ad6835586034de0b29f4a402b182c6c->4f22549f9d3a443cb041c0e55395dbf1,0.6258,mixto,Comisaría Virtual 2 - Carabineros de Chile,Comisaría Virtual Denuncias - Carabineros de Chile
67eb30db49f240b08ab2b3f422f92cdf,9a76efc4c34e4bd7843206658dc45454,605,170,435,9a76efc4c34e4bd7843206658dc45454->67eb30db49f240b08ab2b3f422f92cdf,0.719,mixto,Portal MiDT - Dirección del Trabajo,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital
c82f84bf3f2b451393445a0cb6883665,ee00832abfba40b38335ce48a12981b5,600,425,175,c82f84bf3f2b451393445a0cb6883665->ee00832abfba40b38335ce48a12981b5,0.7083,mixto,Ventanilla Única Social - Subsecretaría de Evaluación Social,Autenticacion Nube  Privada - Servicio de Impuestos Internos
ae4caa1cb2154cac89440f3fe18251cb,e8dde9d26979498786c6ba5a82f70ad3,598,298,300,e8dde9d26979498786c6ba5a82f70ad3->ae4caa1cb2154cac89440f3fe18251cb,0.5017,mixto,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
68b13a1228424526b43e2f78716efd3b,d602a0071f3f4db8b37a87cffd89bf23,595,150,445,d602a0071f3f4db8b37a87cffd89bf23->68b13a1228424526b43e2f78716efd3b,0.7479,mixto,Pagos Diario Oficial - Subsecretaría del Interior,PJUD - PODER JUDICIAL
9ae54d261e454c93ae1c2cdec0fd03e6,dd7629fec91f4599b3cf8c0dd0b984ac,594,278,316,dd7629fec91f4599b3cf8c0dd0b984ac->9ae54d261e454c93ae1c2cdec0fd03e6,0.532,mixto,Login certificado afiliacion - Fondo Nacional de Salud,Sucursal Virtual FONASA - Fondo Nacional de Salud
a294f813367246da949865bdf8b03f7d,ed07316d9d6344a9ab11e8a41fdc413a,580,414,166,a294f813367246da949865bdf8b03f7d->ed07316d9d6344a9ab11e8a41fdc413a,0.7138,mixto,RPI - Subsecretaría de Transportes,NEXTEO - Subsecretaría de Transportes
123,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,567,234,333,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0->123,0.5873,mixto,Registro Civil - SRCeI,Portal Usuario 2.0 - Subsecretaría de Justicia
67339e06f4b44f78994ff4785178807a,9c9359fefd164d388f8a5edc2bac301e,558,253,305,9c9359fefd164d388f8a5edc2bac301e->67339e06f4b44f78994ff4785178807a,0.5466,mixto,Mercado+Público - Dirección de Compras y Contratación Pública,Contraloría - Contraloría General de la República
123,209ce526160947f0b398566cd4cbfd0d,554,290,264,123->209ce526160947f0b398566cd4cbfd0d,0.5235,mixto,Registro Civil - SRCeI,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo
6e12533e73a048efa8bcc0a30f2b7684,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,548,179,369,eaf8f2b0ccd04cf2a7bfcf357fe88ca2->6e12533e73a048efa8bcc0a30f2b7684,0.6734,mixto,Dirección General de Movilización Nacional - Dirección General de Movilización Nacional,Empleos Públicos - Servicio Civil
2ff516ac74a44ebfa3a522adbde28a0f,67eb30db49f240b08ab2b3f422f92cdf,547,347,200,2ff516ac74a44ebfa3a522adbde28a0f->67eb30db49f240b08ab2b3f422f92cdf,0.6344,mixto,E-Sign ClaveÚnica - ESIGN S.A.,Portal MiDT - Dirección del Trabajo
209ce526160947f0b398566cd4cbfd0d,ffaec74bfd414f8394bab077a989e27f,544,260,284,ffaec74bfd414f8394bab077a989e27f->209ce526160947f0b398566cd4cbfd0d,0.5221,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,miChileAtiende - Instituto de Previsión Social
1ad6835586034de0b29f4a402b182c6c,9a76efc4c34e4bd7843206658dc45454,544,201,343,9a76efc4c34e4bd7843206658dc45454->1ad6835586034de0b29f4a402b182c6c,0.6305,mixto,Comisaría Virtual 2 - Carabineros de Chile,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital
16ffe077cc1a4b11a19bea91abce6f9c,d602a0071f3f4db8b37a87cffd89bf23,544,261,283,d602a0071f3f4db8b37a87cffd89bf23->16ffe077cc1a4b11a19bea91abce6f9c,0.5202,mixto,SIMEF v5 - Subsecretaría de Justicia,PJUD - PODER JUDICIAL
ee00832abfba40b38335ce48a12981b5,f883bd6d70b043a09837e8b888fe3f65,543,164,379,f883bd6d70b043a09837e8b888fe3f65->ee00832abfba40b38335ce48a12981b5,0.698,mixto,Autenticacion Nube  Privada - Servicio de Impuestos Internos,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
01b56ab5b9be43e19fa06300994787ec,f15bd4421f604ffbae3d627bef601546,537,410,127,01b56ab5b9be43e19fa06300994787ec->f15bd4421f604ffbae3d627bef601546,0.7635,mixto,Bitácora Web - Ministerio Público,Transferencia de Archivos - Ministerio Público
123,347178b052294153af290d6a84589868,534,267,267,123->347178b052294153af290d6a84589868,0.5,mixto,Registro Civil - SRCeI,Mi Fiscalía en Línea - Ministerio Público
67eb30db49f240b08ab2b3f422f92cdf,dd7629fec91f4599b3cf8c0dd0b984ac,531,238,293,dd7629fec91f4599b3cf8c0dd0b984ac->67eb30db49f240b08ab2b3f422f92cdf,0.5518,mixto,Portal MiDT - Dirección del Trabajo,Sucursal Virtual FONASA - Fondo Nacional de Salud
9a76efc4c34e4bd7843206658dc45454,dd7629fec91f4599b3cf8c0dd0b984ac,527,393,134,9a76efc4c34e4bd7843206658dc45454->dd7629fec91f4599b3cf8c0dd0b984ac,0.7457,mixto,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital,Sucursal Virtual FONASA - Fondo Nacional de Salud
638aea308ffb483198d5c1387e2cc017,d602a0071f3f4db8b37a87cffd89bf23,526,241,285,d602a0071f3f4db8b37a87cffd89bf23->638aea308ffb483198d5c1387e2cc017,0.5418,mixto,"Portal ""Mi SUPERIR"" - Superintendencia de Insolvencia y Reemprendimiento",PJUD - PODER JUDICIAL
2549b51828ce40af920a932dd2102217,347178b052294153af290d6a84589868,506,221,285,347178b052294153af290d6a84589868->2549b51828ce40af920a932dd2102217,0.5632,mixto,undefined - Servicio de Impuestos Internos,Mi Fiscalía en Línea - Ministerio Público
123,6e12533e73a048efa8bcc0a30f2b7684,505,279,226,123->6e12533e73a048efa8bcc0a30f2b7684,0.5525,mixto,Registro Civil - SRCeI,Dirección General de Movilización Nacional - Dirección General de Movilización Nacional
209ce526160947f0b398566cd4cbfd0d,67eb30db49f240b08ab2b3f422f92cdf,501,196,305,67eb30db49f240b08ab2b3f422f92cdf->209ce526160947f0b398566cd4cbfd0d,0.6088,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Portal MiDT - Dirección del Trabajo
31050e1a1dcb4c9899ba77be32449e54,4a94478dd25f4430a0a023b87e11170d,496,240,256,4a94478dd25f4430a0a023b87e11170d->31050e1a1dcb4c9899ba77be32449e54,0.5161,mixto,Bono electrónico y LME - Superintendencia de Seguridad Social,Milicenciamedica.cl - Subsecretaría de Salud Pública
1eec93924a1046efbad70c851782ab8a,d602a0071f3f4db8b37a87cffd89bf23,494,230,264,d602a0071f3f4db8b37a87cffd89bf23->1eec93924a1046efbad70c851782ab8a,0.5344,mixto,Trámites INAPI - Instituto Nacional de Propiedad Industrial,PJUD - PODER JUDICIAL
0f33ab6447034fe49d1629353a119e47,d602a0071f3f4db8b37a87cffd89bf23,491,276,215,0f33ab6447034fe49d1629353a119e47->d602a0071f3f4db8b37a87cffd89bf23,0.5621,mixto,Superintendencia en Línea - Mi Portal - Superintendencia de Seguridad Social,PJUD - PODER JUDICIAL
4a94478dd25f4430a0a023b87e11170d,91f3f86897ff4ae39e50cbd7035fa8af,489,246,243,4a94478dd25f4430a0a023b87e11170d->91f3f86897ff4ae39e50cbd7035fa8af,0.5031,mixto,Milicenciamedica.cl - Subsecretaría de Salud Pública,APIs Receta Electrónica - Subsecretaría de Salud Pública
91f3f86897ff4ae39e50cbd7035fa8af,9a76efc4c34e4bd7843206658dc45454,480,189,291,9a76efc4c34e4bd7843206658dc45454->91f3f86897ff4ae39e50cbd7035fa8af,0.6062,mixto,APIs Receta Electrónica - Subsecretaría de Salud Pública,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital
123,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,478,227,251,eaf8f2b0ccd04cf2a7bfcf357fe88ca2->123,0.5251,mixto,Registro Civil - SRCeI,Empleos Públicos - Servicio Civil
08165f6182bc4dfc9dc1d7774508bbc6,123,474,143,331,123->08165f6182bc4dfc9dc1d7774508bbc6,0.6983,mixto,e-certchile - E-Cert Chile,Registro Civil - SRCeI
209ce526160947f0b398566cd4cbfd0d,9a76efc4c34e4bd7843206658dc45454,466,131,335,9a76efc4c34e4bd7843206658dc45454->209ce526160947f0b398566cd4cbfd0d,0.7189,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital
123,91f3f86897ff4ae39e50cbd7035fa8af,464,292,172,123->91f3f86897ff4ae39e50cbd7035fa8af,0.6293,mixto,Registro Civil - SRCeI,APIs Receta Electrónica - Subsecretaría de Salud Pública
2549b51828ce40af920a932dd2102217,dd7629fec91f4599b3cf8c0dd0b984ac,461,205,256,dd7629fec91f4599b3cf8c0dd0b984ac->2549b51828ce40af920a932dd2102217,0.5553,mixto,undefined - Servicio de Impuestos Internos,Sucursal Virtual FONASA - Fondo Nacional de Salud
1bb1657eb2eb43808f0529810258aa3b,ae4caa1cb2154cac89440f3fe18251cb,458,232,226,1bb1657eb2eb43808f0529810258aa3b->ae4caa1cb2154cac89440f3fe18251cb,0.5066,mixto,Autenticación Sistemas DPP - Defensoría Penal Pública,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial
41da80f6154c4d918166fc43862f5d78,ae4caa1cb2154cac89440f3fe18251cb,457,273,184,41da80f6154c4d918166fc43862f5d78->ae4caa1cb2154cac89440f3fe18251cb,0.5974,mixto,Web Cajmetro - Corporación de Asistencia Judicial de la Región Metropolitana,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial
6a322ad743e3464bae56d2d9b180078a,ae4caa1cb2154cac89440f3fe18251cb,456,211,245,ae4caa1cb2154cac89440f3fe18251cb->6a322ad743e3464bae56d2d9b180078a,0.5373,mixto,6a322ad743e3464bae56d2d9b180078a,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial
1ad6835586034de0b29f4a402b182c6c,347178b052294153af290d6a84589868,451,276,175,1ad6835586034de0b29f4a402b182c6c->347178b052294153af290d6a84589868,0.612,mixto,Comisaría Virtual 2 - Carabineros de Chile,Mi Fiscalía en Línea - Ministerio Público
32f2a35e790544ec9e040345f8a364f3,d602a0071f3f4db8b37a87cffd89bf23,451,221,230,d602a0071f3f4db8b37a87cffd89bf23->32f2a35e790544ec9e040345f8a364f3,0.51,mixto,Defensoría Penal Pública - DEFENSORIA PENAL PUBLICA,PJUD - PODER JUDICIAL
2549b51828ce40af920a932dd2102217,91f3f86897ff4ae39e50cbd7035fa8af,449,228,221,2549b51828ce40af920a932dd2102217->91f3f86897ff4ae39e50cbd7035fa8af,0.5078,mixto,undefined - Servicio de Impuestos Internos,APIs Receta Electrónica - Subsecretaría de Salud Pública
e10304f95c2b40738695563eb9b8662c,ef1dd1f1a5b94d0eacb669f7b3ec2911,449,114,335,ef1dd1f1a5b94d0eacb669f7b3ec2911->e10304f95c2b40738695563eb9b8662c,0.7461,mixto,SISTEMA DE ATENCIÓN DE CONSULTA - Comisión Administradora del Sistema de Créditos para Estudios Superiores,Mi Crédito CAE - Comisión Administradora del Sistema de Créditos para Estudios Superiores
6d52b87b5a964c61ad7e28afd9499f18,b972e814004e4624a566f308901cca7c,444,194,250,b972e814004e4624a566f308901cca7c->6d52b87b5a964c61ad7e28afd9499f18,0.5631,mixto,Mis Trámites CGR - Contraloría General de la República,DocDigital Versión 3 - Subsecretaría General de la Presidencia de la República
123,79bvfghg9a0a8tm25d16sddg7d61d4710,438,170,268,79bvfghg9a0a8tm25d16sddg7d61d4710->123,0.6119,mixto,Registro Civil - SRCeI,Extranjeria - Secretaría de Gobierno Digital
64d9be8046574fbfbc1fb14c9912afea,d602a0071f3f4db8b37a87cffd89bf23,437,115,322,d602a0071f3f4db8b37a87cffd89bf23->64d9be8046574fbfbc1fb14c9912afea,0.7368,mixto,ASDigital - Ministerio de salud,PJUD - PODER JUDICIAL
08165f6182bc4dfc9dc1d7774508bbc6,2549b51828ce40af920a932dd2102217,422,172,250,2549b51828ce40af920a932dd2102217->08165f6182bc4dfc9dc1d7774508bbc6,0.5924,mixto,e-certchile - E-Cert Chile,undefined - Servicio de Impuestos Internos
123,c5b83bbfa22c4c31a5743485b4c6e524,419,202,217,c5b83bbfa22c4c31a5743485b4c6e524->123,0.5179,mixto,Registro Civil - SRCeI,Bolsa Nacional de Empleo - Subsecretaría del Trabajo
c82f84bf3f2b451393445a0cb6883665,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,419,242,177,c82f84bf3f2b451393445a0cb6883665->cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,0.5776,mixto,Ventanilla Única Social - Subsecretaría de Evaluación Social,Portal Usuario 2.0 - Subsecretaría de Justicia
4a94478dd25f4430a0a023b87e11170d,fd595f24910c4126b7398b3e081af528,416,252,164,4a94478dd25f4430a0a023b87e11170d->fd595f24910c4126b7398b3e081af528,0.6058,mixto,Milicenciamedica.cl - Subsecretaría de Salud Pública,Instituto Seguridad Laboral - Instituto Seguridad Laboral
14cc5dc0682d44fe99d2d91e1eaafac7,b972e814004e4624a566f308901cca7c,415,289,126,14cc5dc0682d44fe99d2d91e1eaafac7->b972e814004e4624a566f308901cca7c,0.6964,mixto,SIMPLE - Corporación Nacional de Desarrollo Indígena,DocDigital Versión 3 - Subsecretaría General de la Presidencia de la República
1ad6835586034de0b29f4a402b182c6c,2549b51828ce40af920a932dd2102217,407,344,63,1ad6835586034de0b29f4a402b182c6c->2549b51828ce40af920a932dd2102217,0.8452,mixto,Comisaría Virtual 2 - Carabineros de Chile,undefined - Servicio de Impuestos Internos
91f3f86897ff4ae39e50cbd7035fa8af,dd7629fec91f4599b3cf8c0dd0b984ac,406,92,314,dd7629fec91f4599b3cf8c0dd0b984ac->91f3f86897ff4ae39e50cbd7035fa8af,0.7734,mixto,APIs Receta Electrónica - Subsecretaría de Salud Pública,Sucursal Virtual FONASA - Fondo Nacional de Salud
6a322ad743e3464bae56d2d9b180078a,ffaec74bfd414f8394bab077a989e27f,405,85,320,ffaec74bfd414f8394bab077a989e27f->6a322ad743e3464bae56d2d9b180078a,0.7901,mixto,6a322ad743e3464bae56d2d9b180078a,miChileAtiende - Instituto de Previsión Social
01b56ab5b9be43e19fa06300994787ec,d602a0071f3f4db8b37a87cffd89bf23,403,204,199,01b56ab5b9be43e19fa06300994787ec->d602a0071f3f4db8b37a87cffd89bf23,0.5062,mixto,Bitácora Web - Ministerio Público,PJUD - PODER JUDICIAL
c5b83bbfa22c4c31a5743485b4c6e524,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,401,179,222,eaf8f2b0ccd04cf2a7bfcf357fe88ca2->c5b83bbfa22c4c31a5743485b4c6e524,0.5536,mixto,Bolsa Nacional de Empleo - Subsecretaría del Trabajo,Empleos Públicos - Servicio Civil
08165f6182bc4dfc9dc1d7774508bbc6,d602a0071f3f4db8b37a87cffd89bf23,401,161,240,d602a0071f3f4db8b37a87cffd89bf23->08165f6182bc4dfc9dc1d7774508bbc6,0.5985,mixto,e-certchile - E-Cert Chile,PJUD - PODER JUDICIAL
d602a0071f3f4db8b37a87cffd89bf23,dc821110e3f34bf3984d61955ced2e69,400,267,133,d602a0071f3f4db8b37a87cffd89bf23->dc821110e3f34bf3984d61955ced2e69,0.6675,mixto,PJUD - PODER JUDICIAL,Licencia de Conducir Digital - Subsecretaría de Transportes
94d27864f86d422faa68efccb908cc34,9a76efc4c34e4bd7843206658dc45454,400,86,314,9a76efc4c34e4bd7843206658dc45454->94d27864f86d422faa68efccb908cc34,0.785,mixto,94d27864f86d422faa68efccb908cc34,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital
