servicio_origen,servicio_destino,soporte_direccion_dominante,clasificacion_orden,frac_lag_menor_5min,frac_lag_mismo_dia_menor_60min,lag_min_p25,lag_min_mediana,lag_min_p75,lag_min_p95
ae4caa1cb2154cac89440f3fe18251cb,74e60dc3bc26493d81088e4d322b7c39,23,mixto,0.0,0.087,299.5,810.0,915.5,1063.7
d602a0071f3f4db8b37a87cffd89bf23,40fc9588a8e04b28852ec1163528bb8a,23,mixto,0.0,0.0435,422.0,1030.0,1032.0,1032.0
67eb30db49f240b08ab2b3f422f92cdf,9c9359fefd164d388f8a5edc2bac301e,23,mixto,0.0,0.1304,103.5,188.0,242.5,818.6
d602a0071f3f4db8b37a87cffd89bf23,c150a834cbcc40d09aeed2f8703f4dd3,23,mixto,0.0,0.1739,88.0,202.0,375.0,616.8
e8dde9d26979498786c6ba5a82f70ad3,64d9be8046574fbfbc1fb14c9912afea,23,mixto,0.0,0.1739,79.0,122.0,152.0,603.2
b9e3f79c40594953af24e9a43eba4e0c,08165f6182bc4dfc9dc1d7774508bbc6,23,mixto,0.0435,0.5217,8.0,25.0,102.0,384.6
3346db58cd2d474fbcf63e827462b85d,91f3f86897ff4ae39e50cbd7035fa8af,23,consistente,0.0,0.0,208.5,333.0,918.0,966.1
ea62071feb644e4e81394dfa5c500ff3,40fc9588a8e04b28852ec1163528bb8a,23,mixto,0.0435,0.7391,29.0,39.0,70.0,172.1
dcd0b6134a8846c1ac7171f8530945ab,67eb30db49f240b08ab2b3f422f92cdf,23,mixto,0.0,0.0435,123.0,157.0,310.5,812.7
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,a6c839544c0440f5bf2ce98e7396613f,23,mixto,0.0,0.3478,53.5,182.0,372.5,1074.3
d602a0071f3f4db8b37a87cffd89bf23,0b145fb41bc84dc58a5beb5b4ef11b17,23,mixto,0.0,0.087,222.0,309.0,457.0,705.3
e8dde9d26979498786c6ba5a82f70ad3,2ff516ac74a44ebfa3a522adbde28a0f,23,mixto,0.0,0.2174,74.0,130.0,534.0,1118.4
d44f2fafe10b4397ac7557cd13747bd2,4a94478dd25f4430a0a023b87e11170d,23,consistente,0.1739,0.913,5.0,7.0,19.5,548.3
a7925c7ee6674a30ae9f3f4045785095,dfd423dde87b47d382b736a15a36ac68,23,mixto,0.1739,0.6087,6.5,21.0,152.5,578.5
9c9359fefd164d388f8a5edc2bac301e,88d08ee1a5384a7fbe4bfddb8928ce82,23,mixto,0.087,0.3478,21.0,72.0,220.0,441.9
4830b97416a14d1485ccb85c9f9baa4e,ae4caa1cb2154cac89440f3fe18251cb,23,consistente,0.0435,0.4348,15.5,68.0,592.0,1261.8
64d9be8046574fbfbc1fb14c9912afea,495c261c0f484bd08e232f7358452c4d,23,mixto,0.0,0.3043,56.5,186.0,260.5,394.1
ae4caa1cb2154cac89440f3fe18251cb,9c9359fefd164d388f8a5edc2bac301e,23,mixto,0.0,0.0435,117.0,160.0,281.0,314.6
f883bd6d70b043a09837e8b888fe3f65,91f3f86897ff4ae39e50cbd7035fa8af,23,mixto,0.0,0.0,260.5,390.0,446.5,654.5
01b56ab5b9be43e19fa06300994787ec,c13d78fe65b94d05ad83b59494767b9f,23,mixto,0.0,0.0435,138.0,203.0,350.0,581.0
b9e3f79c40594953af24e9a43eba4e0c,2549b51828ce40af920a932dd2102217,23,mixto,0.0,0.7826,20.0,38.0,49.5,227.2
fb944d98fea445bda57de000993d3e25,e8dde9d26979498786c6ba5a82f70ad3,23,mixto,0.0,0.2609,49.0,80.0,202.0,753.6
16b1032179824088a8d42a4107c6a8f4,ffaec74bfd414f8394bab077a989e27f,23,mixto,0.0435,0.6087,22.5,45.0,84.5,86.0
9a76efc4c34e4bd7843206658dc45454,645a4f092abd49f0820b8a5507e3dea0,23,mixto,0.3913,0.913,2.5,8.0,9.0,500.3
e8dde9d26979498786c6ba5a82f70ad3,51e1587ac2364f19bb4a9344841af223,23,mixto,0.087,0.3478,36.0,75.0,479.5,622.1
cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,a7a98dfdf4dd4a8fa248cae682395965,22,mixto,0.4091,0.7273,3.0,6.0,67.0,165.55
1e801411cdbd40aa92ad0dfc09000f69,d602a0071f3f4db8b37a87cffd89bf23,22,mixto,0.0,0.1818,68.5,245.5,378.5,443.0
ae412e532f1a48428bd0c5ad1f02f816,123,22,mixto,0.0,0.0455,134.5,194.0,249.25,298.15
6a322ad743e3464bae56d2d9b180078a,ae54454684154c25bd33c6e04609652b,22,mixto,0.0455,0.3636,42.0,179.5,303.5,491.6
1ad6835586034de0b29f4a402b182c6c,86144f0d3b814c1d8c013f7aade6c55d,22,mixto,0.0,0.3182,11.5,188.0,280.5,690.9
0f33ab6447034fe49d1629353a119e47,94d27864f86d422faa68efccb908cc34,22,mixto,0.0,0.2727,68.25,155.5,419.75,938.0
1ad6835586034de0b29f4a402b182c6c,41da80f6154c4d918166fc43862f5d78,22,mixto,0.0909,0.6364,30.0,30.0,152.25,676.9
c68583c7f0f3400fbc57c639a37ab30c,67eb30db49f240b08ab2b3f422f92cdf,22,consistente,0.0,0.0909,82.75,99.5,149.75,193.55
cc892c05f6d94315be2b7539e45b9170,c765193a11274b73b1ffa97efd6fbc3b,22,mixto,0.1364,0.3182,16.5,96.0,129.0,399.05
3346db58cd2d474fbcf63e827462b85d,4a94478dd25f4430a0a023b87e11170d,22,mixto,0.0455,0.2273,62.75,126.0,277.25,473.85
64d9be8046574fbfbc1fb14c9912afea,ee00832abfba40b38335ce48a12981b5,22,mixto,0.0909,0.2727,56.5,240.5,736.75,840.4
16ffe077cc1a4b11a19bea91abce6f9c,2549b51828ce40af920a932dd2102217,22,mixto,0.1364,0.2273,74.25,133.0,398.75,461.1
9a76efc4c34e4bd7843206658dc45454,b7c988fa6132435480b57f66696827fd,22,mixto,0.6818,0.9091,2.0,3.0,5.0,197.35
347178b052294153af290d6a84589868,08165f6182bc4dfc9dc1d7774508bbc6,22,mixto,0.0,0.0909,165.0,205.0,852.25,868.8
dcd0b6134a8846c1ac7171f8530945ab,fb3957569a8d49528c3571bcb4703f55,22,mixto,0.1364,0.5909,16.75,39.0,116.0,1078.65
9c9359fefd164d388f8a5edc2bac301e,dab6b8ce23604fa7b9ace2c2121d943e,22,mixto,0.0455,0.1818,67.25,174.0,281.0,372.8
9a76efc4c34e4bd7843206658dc45454,2e0f9d54f6534336a19fffacd7b6af40,22,mixto,0.1364,0.8636,12.25,24.5,37.5,241.7
67eb30db49f240b08ab2b3f422f92cdf,cc892c05f6d94315be2b7539e45b9170,22,mixto,0.0,0.3182,55.5,119.0,179.0,448.4
64d9be8046574fbfbc1fb14c9912afea,08165f6182bc4dfc9dc1d7774508bbc6,22,mixto,0.0,0.2273,101.0,128.5,202.0,431.3
67eb30db49f240b08ab2b3f422f92cdf,b6a7ac98c6704aa6b6512efa5fa8dbfe,22,mixto,0.0909,0.1364,111.25,314.5,438.0,486.0
b972e814004e4624a566f308901cca7c,94d27864f86d422faa68efccb908cc34,22,mixto,0.0,0.0909,107.5,202.5,290.25,432.1
74e60dc3bc26493d81088e4d322b7c39,4a94478dd25f4430a0a023b87e11170d,22,mixto,0.0,0.1364,181.0,576.5,866.5,1394.9
4a94478dd25f4430a0a023b87e11170d,f25d86b606d74e51b1d33695030d0618,22,mixto,0.0455,0.4091,41.75,213.0,411.25,1058.95
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,02f0f8beb94542deac503efd6a774262,22,mixto,0.0,0.3636,39.5,122.5,183.5,595.5
ae412e532f1a48428bd0c5ad1f02f816,67339e06f4b44f78994ff4785178807a,22,mixto,0.0455,0.2727,58.5,145.0,204.5,326.45
ffaec74bfd414f8394bab077a989e27f,6743ad379b094f98ad903d0f0304add1,22,mixto,0.0,0.4545,32.75,70.5,310.5,467.4
b972e814004e4624a566f308901cca7c,4f22549f9d3a443cb041c0e55395dbf1,22,consistente,0.0,0.1818,90.5,237.0,390.0,543.55
67339e06f4b44f78994ff4785178807a,cc892c05f6d94315be2b7539e45b9170,22,mixto,0.0,0.3182,51.25,126.5,220.0,318.0
56da1c80cfea4a5b83326bfef271fc3e,91f3f86897ff4ae39e50cbd7035fa8af,22,mixto,0.0455,0.0455,141.0,497.0,751.75,1100.0
91f3f86897ff4ae39e50cbd7035fa8af,1ad6835586034de0b29f4a402b182c6c,22,mixto,0.0,0.0,183.25,310.0,999.25,1007.95
c82f84bf3f2b451393445a0cb6883665,fb944d98fea445bda57de000993d3e25,22,mixto,0.1364,0.2273,143.5,359.0,830.25,1085.15
38b3f29fe39b4e87b5f7982165de8cf1,ae4caa1cb2154cac89440f3fe18251cb,22,mixto,0.0,0.1364,235.0,356.5,599.5,709.7
2549b51828ce40af920a932dd2102217,41da80f6154c4d918166fc43862f5d78,22,mixto,0.0,0.0909,130.0,403.5,430.0,453.1
b972e814004e4624a566f308901cca7c,91f3f86897ff4ae39e50cbd7035fa8af,22,mixto,0.0,0.1364,134.25,202.5,362.75,456.6
79bvfghg9a0a8tm25d16sddg7d61d4710,495c261c0f484bd08e232f7358452c4d,22,mixto,0.0909,0.3636,36.25,138.0,1094.0,1323.0
123,6d52b87b5a964c61ad7e28afd9499f18,21,mixto,0.0,0.3333,57.0,172.0,487.0,887.0
ee00832abfba40b38335ce48a12981b5,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,21,mixto,0.0952,0.6667,9.0,42.0,76.0,228.0
6d52b87b5a964c61ad7e28afd9499f18,67eb30db49f240b08ab2b3f422f92cdf,21,mixto,0.0,0.381,38.0,171.0,886.0,1071.0
006b85a984e94ce88ddb035ec01b2d70,9c9359fefd164d388f8a5edc2bac301e,21,mixto,0.0,0.0476,97.0,211.0,260.0,318.0
c82f84bf3f2b451393445a0cb6883665,6daae6995cb245348bb2b5432ccc9948,21,mixto,0.0,0.2857,46.0,190.0,329.0,758.0
d602a0071f3f4db8b37a87cffd89bf23,02f0f8beb94542deac503efd6a774262,21,mixto,0.0,0.1905,66.0,174.0,309.0,1119.0
b1b009877e0c4e0790fd92559d853d69,ae4caa1cb2154cac89440f3fe18251cb,21,mixto,0.0,0.4762,43.0,60.0,274.0,671.0
dc821110e3f34bf3984d61955ced2e69,dd7629fec91f4599b3cf8c0dd0b984ac,21,mixto,0.0476,0.2857,37.0,444.0,725.0,1073.0
d602a0071f3f4db8b37a87cffd89bf23,be09a0ddbb9b4c4aaf78903e0ca27a75,21,mixto,0.0,0.0476,203.0,399.0,607.0,1312.0
ae4caa1cb2154cac89440f3fe18251cb,c13d78fe65b94d05ad83b59494767b9f,21,mixto,0.0,0.0476,138.0,220.0,429.0,653.0
67339e06f4b44f78994ff4785178807a,399e7fc266894562850261cfbc06b992,21,mixto,0.0,0.2381,84.0,222.0,355.0,1021.0
9ae54d261e454c93ae1c2cdec0fd03e6,ae4caa1cb2154cac89440f3fe18251cb,21,mixto,0.0,0.3333,33.0,80.0,929.0,1124.0
1c6f1fdb9e7544aaac5f4daf9243ca1e,67339e06f4b44f78994ff4785178807a,21,mixto,0.0952,0.2857,56.0,188.0,274.0,327.0
ae4caa1cb2154cac89440f3fe18251cb,2ae2ca1a377048a58815f54a432f8a21,21,mixto,0.0,0.0,172.0,327.0,1155.0,1210.0
67eb30db49f240b08ab2b3f422f92cdf,ef1dd1f1a5b94d0eacb669f7b3ec2911,21,mixto,0.0952,0.4286,21.0,85.0,303.0,1293.0
79bvfghg9a0a8tm25d16sddg7d61d4710,209ce526160947f0b398566cd4cbfd0d,21,mixto,0.0,0.3333,35.0,130.0,189.0,253.0
9fd20d626db942aeb4d84f9c475d3bea,638aea308ffb483198d5c1387e2cc017,21,mixto,0.0476,0.2857,50.0,256.0,445.0,542.0
d602a0071f3f4db8b37a87cffd89bf23,4830b97416a14d1485ccb85c9f9baa4e,21,mixto,0.0,0.2857,56.0,125.0,505.0,1158.0
be09a0ddbb9b4c4aaf78903e0ca27a75,e10304f95c2b40738695563eb9b8662c,21,mixto,0.1429,0.8571,7.0,18.0,40.0,854.0
2549b51828ce40af920a932dd2102217,3d639e0a581e4afbbc3976eed669f5c6,21,mixto,0.0,0.1429,72.0,960.0,1298.0,1305.0
91ec6f001c14494a87463fca5adc2bb0,dd7629fec91f4599b3cf8c0dd0b984ac,21,mixto,0.0,0.6667,15.0,26.0,87.0,208.0
2c12290764aa4f67ba25e9cf801bd06c,9a76efc4c34e4bd7843206658dc45454,21,mixto,0.0952,0.619,9.0,29.0,388.0,704.0
5f686fded1294c02a7a5c3298f2eec5b,64d9be8046574fbfbc1fb14c9912afea,21,mixto,0.0,0.0952,113.0,259.0,422.0,650.0
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,7d0c4697a4f849e38021ccb192e0b4a7,21,mixto,0.0476,0.0476,291.0,712.0,788.0,991.0
d602a0071f3f4db8b37a87cffd89bf23,ac8e668f620b403b9ccc6486c0e365c7,21,mixto,0.0,0.1429,160.0,391.0,650.0,868.0
3af2d18b09e6443fa289e956fc10669f,67339e06f4b44f78994ff4785178807a,21,mixto,0.0,0.0,450.0,718.0,941.0,1119.0
4830b97416a14d1485ccb85c9f9baa4e,ee00832abfba40b38335ce48a12981b5,21,mixto,0.0952,0.8095,16.0,36.0,46.0,751.0
3009f6f4befb498fbed7dbf1b189f47c,123,21,mixto,0.0,0.0,189.0,324.0,359.0,555.0
9c9359fefd164d388f8a5edc2bac301e,ab2dd6e0890c4b5483973add6fa1b91b,21,mixto,0.0,0.2381,66.0,177.0,319.0,440.0
8c1942e0cdce4f71b53f62474322f0b7,64d9be8046574fbfbc1fb14c9912afea,21,mixto,0.0476,0.3333,46.0,105.0,523.0,726.0
fb944d98fea445bda57de000993d3e25,d602a0071f3f4db8b37a87cffd89bf23,21,mixto,0.0,0.3333,31.0,87.0,426.0,639.0
c82f84bf3f2b451393445a0cb6883665,1bb1657eb2eb43808f0529810258aa3b,21,mixto,0.0,0.0476,182.0,370.0,514.0,982.0
a75f04d8480f47a3a73d3b61be147ec1,91f3f86897ff4ae39e50cbd7035fa8af,21,mixto,0.6667,0.9048,1.0,2.0,5.0,414.0
ab2dd6e0890c4b5483973add6fa1b91b,e8dde9d26979498786c6ba5a82f70ad3,20,mixto,0.0,0.1,337.0,346.5,571.0,1274.15
5492b6e4db6948aca469c21d05b18721,67eb30db49f240b08ab2b3f422f92cdf,20,mixto,0.0,0.05,214.5,359.5,644.5,995.35
d602a0071f3f4db8b37a87cffd89bf23,fd595f24910c4126b7398b3e081af528,20,mixto,0.05,0.15,132.75,384.5,470.75,649.5
2ff516ac74a44ebfa3a522adbde28a0f,4f4d89fa8ce34da19ecb340c1d267a3e,20,consistente,0.0,0.75,29.75,42.5,57.75,297.1
209ce526160947f0b398566cd4cbfd0d,ac8e668f620b403b9ccc6486c0e365c7,20,mixto,0.0,0.0,299.25,363.5,371.25,502.2
01b56ab5b9be43e19fa06300994787ec,08165f6182bc4dfc9dc1d7774508bbc6,20,mixto,0.0,0.2,92.0,362.0,788.5,1147.6
2549b51828ce40af920a932dd2102217,6a91c10b9e8341afbd387fb72bab3cf7,20,mixto,0.05,0.25,62.5,187.5,577.0,1159.0
309b72a99d154079a6ab5d23444fd7dd,91f3f86897ff4ae39e50cbd7035fa8af,20,mixto,0.0,0.2,196.75,423.0,1007.75,1116.0
6a91c10b9e8341afbd387fb72bab3cf7,0f33ab6447034fe49d1629353a119e47,20,mixto,0.1,0.4,25.75,138.0,232.25,498.55
2549b51828ce40af920a932dd2102217,6e12533e73a048efa8bcc0a30f2b7684,20,mixto,0.05,0.35,30.75,105.0,229.75,593.35
5ad019e5f0e445e8b37fc4ed60a3447c,4234d86a351e4a7e9ea293e33836ae45,20,mixto,0.15,0.65,9.75,31.0,77.75,98.95
818d938a32ad4dc19cfd13f6575ddc5a,7f2c2c35a2de4624ad938147f73f271a,20,mixto,0.0,0.65,21.75,43.0,97.75,310.1
67339e06f4b44f78994ff4785178807a,1ad6835586034de0b29f4a402b182c6c,20,mixto,0.0,0.25,59.5,264.5,609.0,947.4
ffaec74bfd414f8394bab077a989e27f,387ff07354a74657a44369e05d83234a,20,mixto,0.0,0.4,38.25,110.0,643.25,1194.2
88d08ee1a5384a7fbe4bfddb8928ce82,2549b51828ce40af920a932dd2102217,20,mixto,0.1,0.3,37.75,176.0,368.5,459.2
123,88d08ee1a5384a7fbe4bfddb8928ce82,20,mixto,0.0,0.0,97.25,250.0,259.0,285.8
d602a0071f3f4db8b37a87cffd89bf23,64b50202d6b74bfcb78c7342823e0f4f,20,mixto,0.0,0.3,29.0,525.0,1040.5,1277.0
495c261c0f484bd08e232f7358452c4d,ae54454684154c25bd33c6e04609652b,20,mixto,0.0,0.05,271.0,579.0,959.25,1119.5
9a76efc4c34e4bd7843206658dc45454,6a91c10b9e8341afbd387fb72bab3cf7,20,mixto,0.2,0.55,7.5,37.0,115.25,894.0
88d08ee1a5384a7fbe4bfddb8928ce82,c82f84bf3f2b451393445a0cb6883665,20,mixto,0.0,0.1,141.75,212.0,338.25,407.25
209ce526160947f0b398566cd4cbfd0d,3d639e0a581e4afbbc3976eed669f5c6,20,mixto,0.0,0.25,83.75,108.5,281.25,733.35
d602a0071f3f4db8b37a87cffd89bf23,9ad41e803fff463bac913cedefca7796,20,mixto,0.0,0.2,103.5,176.0,323.0,466.65
c13d78fe65b94d05ad83b59494767b9f,4a94478dd25f4430a0a023b87e11170d,20,mixto,0.25,0.95,4.5,16.0,23.75,55.4
347178b052294153af290d6a84589868,ee00832abfba40b38335ce48a12981b5,20,mixto,0.05,0.15,82.5,172.5,228.0,237.0
123,b34fe8a89b9a43189ec5be764c3b695c,20,mixto,0.1,0.45,11.5,69.5,120.0,482.1
31050e1a1dcb4c9899ba77be32449e54,2549b51828ce40af920a932dd2102217,20,mixto,0.0,0.1,134.0,260.5,314.25,611.2
645a4f092abd49f0820b8a5507e3dea0,6e12533e73a048efa8bcc0a30f2b7684,20,mixto,0.25,0.35,5.5,1025.0,1027.0,1029.0
38b3f29fe39b4e87b5f7982165de8cf1,9ad41e803fff463bac913cedefca7796,20,mixto,0.0,0.25,59.0,129.0,215.5,381.15
399e7fc266894562850261cfbc06b992,4a94478dd25f4430a0a023b87e11170d,20,mixto,0.0,0.75,28.5,36.0,156.25,957.15
d602a0071f3f4db8b37a87cffd89bf23,74ed652f9a9242c590651fe4cff0d492,20,consistente,0.0,0.0,86.5,94.0,101.0,106.15
ed07316d9d6344a9ab11e8a41fdc413a,91f3f86897ff4ae39e50cbd7035fa8af,20,consistente,0.0,0.05,140.25,189.0,230.5,256.05
6d52b87b5a964c61ad7e28afd9499f18,6a322ad743e3464bae56d2d9b180078a,20,mixto,0.15,0.35,41.25,112.0,174.5,357.95
dd7629fec91f4599b3cf8c0dd0b984ac,3d6941a46f8b4441973872f1f209bdec,20,mixto,0.1,0.8,8.25,21.0,48.5,712.05
fb3957569a8d49528c3571bcb4703f55,dd7629fec91f4599b3cf8c0dd0b984ac,19,mixto,0.0,0.0526,122.5,238.0,555.0,1086.8
67339e06f4b44f78994ff4785178807a,c7898e94d376496db2a6d220f486db47,19,mixto,0.0,0.2105,68.0,98.0,284.0,349.8
88d08ee1a5384a7fbe4bfddb8928ce82,dd7629fec91f4599b3cf8c0dd0b984ac,19,mixto,0.0,0.1579,84.0,166.0,338.0,483.9
67339e06f4b44f78994ff4785178807a,b1b009877e0c4e0790fd92559d853d69,19,mixto,0.0,0.1053,118.5,304.0,339.0,443.7
a7709b21161d459298dc5dc58e77310b,781903276b2548499891c4c91c5d278b,19,consistente,0.0526,0.8947,15.5,19.0,23.5,525.5
9a76efc4c34e4bd7843206658dc45454,ac8e668f620b403b9ccc6486c0e365c7,19,mixto,0.0526,0.4211,13.0,84.0,101.0,135.4
fd595f24910c4126b7398b3e081af528,dd7629fec91f4599b3cf8c0dd0b984ac,19,mixto,0.0526,0.5263,32.5,55.0,237.0,490.1
5492b6e4db6948aca469c21d05b18721,9c9359fefd164d388f8a5edc2bac301e,19,mixto,0.0526,0.2632,66.0,134.0,217.5,394.8
d254feea701346a399887b9fe59ac61a,1006a34f43ad4c308f0a57736ffd4eeb,19,mixto,0.8421,0.8421,1.0,1.0,1.5,258.2
ac7a1bf135744666be846c5bffff7cc8,b972e814004e4624a566f308901cca7c,19,mixto,0.0,0.1579,218.0,278.0,292.5,308.1
9a76efc4c34e4bd7843206658dc45454,b972e814004e4624a566f308901cca7c,19,mixto,0.0,0.2632,55.5,171.0,310.5,506.4
c82f84bf3f2b451393445a0cb6883665,b15e46acff6b4a7487ad18cdac3a21d0,19,mixto,0.0,0.1579,287.5,858.0,941.5,1129.1
dcd0b6134a8846c1ac7171f8530945ab,2a1ad7012aa3426ab2592dd06689329b,19,consistente,0.1053,0.7368,13.5,34.0,66.0,108.6
9728891232324c3cb03aa5382847d19d,b972e814004e4624a566f308901cca7c,19,mixto,0.0,0.1053,168.0,275.0,387.0,808.0
38b3f29fe39b4e87b5f7982165de8cf1,2549b51828ce40af920a932dd2102217,19,mixto,0.0526,0.2632,66.5,159.0,363.0,1129.6
d74a389b77734996ba37fa61a0d08341,ae4caa1cb2154cac89440f3fe18251cb,19,mixto,0.1579,0.4737,10.0,66.0,1307.5,1327.3
9a76efc4c34e4bd7843206658dc45454,ed07316d9d6344a9ab11e8a41fdc413a,19,mixto,0.3158,0.4211,3.5,104.0,159.0,193.0
2ae2ca1a377048a58815f54a432f8a21,e8dde9d26979498786c6ba5a82f70ad3,19,mixto,0.0526,0.3158,30.0,235.0,499.0,738.6
a647689891b84948871ff7099253a553,d602a0071f3f4db8b37a87cffd89bf23,19,mixto,0.1053,0.4737,18.5,137.0,680.5,1042.4
ffaec74bfd414f8394bab077a989e27f,fdd7e5cf453e42d7b8cb2334d3a7bff9,19,mixto,0.0526,0.2632,71.0,164.0,722.0,756.1
1eec93924a1046efbad70c851782ab8a,67eb30db49f240b08ab2b3f422f92cdf,19,mixto,0.0,0.1579,181.0,218.0,454.0,1123.0
d602a0071f3f4db8b37a87cffd89bf23,ed6beff4035f49c6997be95df71e5544,19,mixto,0.0,0.2632,66.5,328.0,694.0,780.9
5235b9f356954973a226cb6fc12c9d6e,b972e814004e4624a566f308901cca7c,19,mixto,0.0,0.0526,121.5,254.0,414.5,711.1
9c9359fefd164d388f8a5edc2bac301e,dd7629fec91f4599b3cf8c0dd0b984ac,19,mixto,0.0526,0.1579,109.5,206.0,334.5,404.5
c82f84bf3f2b451393445a0cb6883665,e5b8388e1275417395d526c566b0e1e8,19,mixto,0.2105,0.8947,5.5,10.0,23.0,112.5
cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,16ffe077cc1a4b11a19bea91abce6f9c,19,mixto,0.2105,0.2632,55.5,162.0,295.5,420.9
ef1dd1f1a5b94d0eacb669f7b3ec2911,ffaec74bfd414f8394bab077a989e27f,19,mixto,0.1053,0.3684,40.5,78.0,203.5,1202.1
1eec93924a1046efbad70c851782ab8a,94d27864f86d422faa68efccb908cc34,19,mixto,0.1053,0.5263,25.0,51.0,79.5,1313.0
ee00832abfba40b38335ce48a12981b5,1ad6835586034de0b29f4a402b182c6c,19,mixto,0.1053,0.2105,114.0,247.0,346.5,840.7
9a76efc4c34e4bd7843206658dc45454,41da80f6154c4d918166fc43862f5d78,19,mixto,0.1053,0.6316,9.5,20.0,98.0,417.1
ae54454684154c25bd33c6e04609652b,86144f0d3b814c1d8c013f7aade6c55d,19,mixto,0.0,0.2632,54.0,249.0,657.0,984.7
2549b51828ce40af920a932dd2102217,4f4d89fa8ce34da19ecb340c1d267a3e,19,mixto,0.0,0.3158,35.0,156.0,413.5,819.6
6e12533e73a048efa8bcc0a30f2b7684,209ce526160947f0b398566cd4cbfd0d,19,mixto,0.0526,0.2105,92.0,307.0,507.0,808.9
9f5eb34dc330412990d7da2fd1db9e64,67339e06f4b44f78994ff4785178807a,19,mixto,0.0526,0.2632,50.0,201.0,346.5,506.7
942d80695ebe4218af105e03e6622f49,67339e06f4b44f78994ff4785178807a,19,mixto,0.0,0.2105,235.5,633.0,873.5,1291.5
9a76efc4c34e4bd7843206658dc45454,0de46482bc4d409c86f652534e4b47eb,19,mixto,0.1053,0.5263,10.0,37.0,115.5,483.8
ffaec74bfd414f8394bab077a989e27f,74e60dc3bc26493d81088e4d322b7c39,19,mixto,0.0,0.3684,37.5,67.0,518.0,818.1
cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,86144f0d3b814c1d8c013f7aade6c55d,19,mixto,0.0,0.0526,225.0,502.0,517.5,530.4
c82f84bf3f2b451393445a0cb6883665,fd595f24910c4126b7398b3e081af528,19,mixto,0.0,0.4211,15.0,402.0,575.5,1162.0
3346db58cd2d474fbcf63e827462b85d,1e801411cdbd40aa92ad0dfc09000f69,19,mixto,0.0,0.2632,82.0,309.0,425.0,508.4
d602a0071f3f4db8b37a87cffd89bf23,3e2a4d42827d43d0b90248199e58e98e,19,mixto,0.0,0.0526,131.0,208.0,297.0,983.4
123,fdf0c4b762684098915b4fa4884af400,19,mixto,0.0,0.4737,26.5,66.0,1111.5,1114.2
9a76efc4c34e4bd7843206658dc45454,32f2a35e790544ec9e040345f8a364f3,18,mixto,0.3889,1.0,3.0,7.0,12.75,37.2
d602a0071f3f4db8b37a87cffd89bf23,55c1817c84554dc881bc439a4b00abed,18,mixto,0.0,0.0556,357.0,364.0,364.0,1130.35
cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,91f3f86897ff4ae39e50cbd7035fa8af,18,mixto,0.0,0.0,97.5,205.0,219.0,230.8
c5b83bbfa22c4c31a5743485b4c6e524,6a322ad743e3464bae56d2d9b180078a,18,mixto,0.0556,0.2778,58.75,184.0,250.75,832.85
3346db58cd2d474fbcf63e827462b85d,0a0b41b45e2143ad8d97436f8561b1ca,18,mixto,0.0,0.2222,62.75,171.5,287.0,386.3
c82f84bf3f2b451393445a0cb6883665,18bec3e707784a978d9d89f2967f87de,18,mixto,0.0,0.0,206.25,666.5,824.75,973.15
ae4caa1cb2154cac89440f3fe18251cb,a7a98dfdf4dd4a8fa248cae682395965,18,mixto,0.0,0.8333,9.0,29.5,39.25,536.6
2549b51828ce40af920a932dd2102217,cd40ad229df147389504190c71de61f5,18,consistente,0.0,0.6667,39.0,40.0,142.5,442.75
3346db58cd2d474fbcf63e827462b85d,6a322ad743e3464bae56d2d9b180078a,18,mixto,0.1111,0.2222,92.75,173.0,274.25,607.4
d254feea701346a399887b9fe59ac61a,02f0f8beb94542deac503efd6a774262,18,mixto,0.0,0.1667,89.5,189.5,260.75,435.6
88d08ee1a5384a7fbe4bfddb8928ce82,ae4caa1cb2154cac89440f3fe18251cb,18,mixto,0.1111,0.1667,96.75,313.5,385.25,682.0
ae54454684154c25bd33c6e04609652b,347178b052294153af290d6a84589868,18,mixto,0.0556,0.1667,92.0,165.0,524.5,1154.0
1c6f1fdb9e7544aaac5f4daf9243ca1e,0a0b41b45e2143ad8d97436f8561b1ca,18,mixto,0.1111,0.2778,57.75,124.5,333.75,399.45
7249a9adb1c343aba8db068dbe0c3795,d602a0071f3f4db8b37a87cffd89bf23,18,mixto,0.0,0.1667,111.5,418.0,779.75,1096.3
9c9359fefd164d388f8a5edc2bac301e,7249a9adb1c343aba8db068dbe0c3795,18,mixto,0.0,0.1111,205.75,311.5,439.0,618.8
9a76efc4c34e4bd7843206658dc45454,b9e3f79c40594953af24e9a43eba4e0c,18,mixto,0.0556,0.8889,10.25,21.0,31.25,109.55
123,fb74231009884254b2d13b0fd9056247,18,mixto,0.2778,0.7222,5.25,10.5,61.25,134.6
2ff516ac74a44ebfa3a522adbde28a0f,495c261c0f484bd08e232f7358452c4d,18,mixto,0.0556,0.6111,15.25,44.5,388.75,623.15
