Código institución;Nombre institución;Código del registro;Nombre del registro;Tipo de registro;Estado registro;Descripción del registro;Área responsable;Cargo del o la responsable;Tipo de inicio;Acto de inicio;Acto de término;Producto institucional relacionado;Número Ley;URL de la Ley en LeyChile (Biblioteca del Congreso Nacional de Chile);Pago asociado;Tipo de usuario(a);Segmento de usuarios(as);Disponibilidad para su realización;Programa Social relacionado;Nivel de digitalización;Ingreso de solicitud;Canal digital - Canales transaccionales;Canal presencial - Canales transaccionales;Canal telefónico - Canales transaccionales;Módulos de autoatención - Canales transaccionales;Tipo de expediente;Acceso al expediente electrónico por parte de los(as) interesados(as);URL del inicio;Ficha ChileAtiende relacionada;URL de ficha ChileAtiende;Número de plataformas electrónicas que intervienen en el soporte electrónico;Alcance de las plataformas electrónicas que soportan el registro;Utiliza SIMPLE con modalidad Saas como plataforma para la digitalización;Utiliza SIMPLE con modalidad On premise como plataforma para la digitalización;Utiliza Plataformas desarrolladas por la institución (equipo propio) como plataforma para la digitalización;Utiliza Plataformas desarrolladas por la institución (provisto externamente) como plataforma para la digitalización;Utiliza  Plataformas transversales provistas por el Estado como plataforma para la digitalización;No utiliza mecanismo de autenticación - Autenticación;Utiliza ClaveÚnica - Autenticación;Utiliza Clave Tributaria - Autenticación;Utiliza un mecanismo de autenticación propio - Autenticación;Mecanismo de autenticación digital para funcionarios;Firma electrónica Avanzada;Notificación(es) practicada(s);Tiene etapa Inicio;Tiene etapa Instrucción;Tiene etapa Finalización;Medio utilizado para notificar en la etapa de iniciación;Medio utilizado para notificar en la etapa de instrucción;Medio utilizado para notificar en la etapa de finalización;Dato, documentos(certificados) y/o expedientes en poder de otros órganos de la Administración del Estado;Documento(s) notarial(es);Nombre del documento notarial relacionado;Medio utilizado para enviar comunicaciones oficiales entre órganos de la Administración del Estado
PE-SUB-00559;Subsecretaría de Salud Pública;TR-SUB00559-00301;Procedimiento de venta y control de talonarios de Licencias Médicas;Otra Tramitación;Completado;Procedimiento mediante el cual se gestiona la venta de talonarios de licencias médicas a prestadores de salud autorizados, asegurando su trazabilidad, control y resguardo conforme a lo establecido en el D.S. Nº 46/2020 del Ministerio de Salud, el D.S. N° 3/1984 del Ministerio de Salud, y demás normas pertenecientes al Minsal.;Gabinete;Subsecretaría Salud Pública - Departamento COMPIN Nacional - Profesional de la Sección Desarrollo Territorial;;;;Fiscalización;Ley N°20585 Decreto Supremo N° 3 1984 del Ministerio de Salud;https://bcn.cl/2k0vz;Sí;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 0;;;Sí;;;Expediente con documentos en formato físico;;;No;;;;;;;;;;;;;;No utiliza firma electrónica avanzada;No;;;;;;;Sí;No;;No considera comunicaciones oficiales
PE-SER-01522;Servicio Nacional de Migraciones;PA-SER01522-00042;Tramitación de Permisos para Funcionarios;Procedimiento administrativo de función común;Completado;Gestionar los actos administrativos relativos a la aprobación de los diferentes tipos de permisos que establece la normativa vigente.;Recursos humanos - gestión de personas;Jefatura Unidad de Gestión Administrativa;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de permiso del funcionario;Resolución que autoriza o rechaza permiso solicitado;;18834;https://bcn.cl/2fxvv;;;;;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://gdp.serviciomigraciones.cl/GP/login.aspx?ReturnUrl=%2fGP%2f;;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;Sí;;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;Sí;;Sí;Sólo por medios electrónicos.;;Solo por medios eléctronicos;No;;;No considera comunicaciones oficiales
PE-SER-01522;Servicio Nacional de Migraciones;TR-SER01522-00043;Plataforma Simple: Soporte Especializado;Otra Tramitación;Completado;Canal de atención diseñado para brindar asistencia en la gestión de casos complejos a nivel nacional. Este servicio está dirigido a funcionarios y funcionarias que atienden al público en las Direcciones Regionales.;Otro;Jefe/a Departamento Atención Integral de Personas;;;;Otros;Ley N° 21325 de Migración y Extranjería;https://www.bcn.cl/leychile/navegar?idNorma=1158549;No;Órganos de la administración del Estado;Migración;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://tramites.extranjeria.gob.cl/;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;Sí;;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-SER-01522;Servicio Nacional de Migraciones;PT-SER01522-00044;Respuestas SIGOB;Procedimiento administrativo de función específica;Completado;Plataforma por la cual se reciben solicitudes ciudadanas en la Presidencia en materia de migraciones.;Otro;Jefatura Territorio e Inclusión;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Disposición de ingreso de requerimiento a la plataforma;Respuesta enviada a correo electrónico de usuario/a;Otros;Ley N° 21325 de Migración y Extranjería;https://www.bcn.cl/leychile/navegar?idNorma=1158549;No;Ambos tipos de personas: Persona natural y jurídica;Migración;Se puede realizar durante todo el año;;Nivel 4;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato físico;;http://sigob.presidencia.cl/;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;;Sí;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;;;Sí;;;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-SUB-00052;Subsecretaría de Justicia;PA-SUB00052-00169;Gestión de Proyectos de Desarrollo TIC's;Procedimiento administrativo de función común;Completado;Implementar la Modernización de Tecnologías de la Información y Comunicación de la  Subsecretaría;Tecnología;Profesional Unidad de informática;Ambos tipos de inicio (oficio y a solicitud de partes).;Requerimiento Unidad Responsable o Autoridad;Hito de cierre;;Ley de presupuesto año vigente ;https://www.bcn.cl/leychile/navegar?idNorma=1209325;;;;;;Nivel 2;;;Sí;;;No tiene un expediente;;www.minjusticia.gob.cl;;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;Sí;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Ambos medios;Ambos medios;Ambos medios;No;;;No considera comunicaciones oficiales
PE-SUB-00052;Subsecretaría de Justicia;PA-SUB00052-00170;Atención y Soporte Técnico;Procedimiento administrativo de función común;Completado;Brindar asistencia oportuna y eficiente a los usuarios en la resolución de incidencias relacionadas con el uso de equipos, sistemas y servicios informáticos. Esto incluye soporte presencial y remoto, diagnóstico de fallas, instalación de software, configuración de dispositivos y orientación en el uso de herramientas tecnológicas institucionales.;Tecnología;Profesional Unidad de Informática;Ambos tipos de inicio (oficio y a solicitud de partes).;Ticket de atención ;Cierre de Ticket;;21722;https://www.bcn.cl/leychile/navegar?idNorma=1209325;;;;;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;www.minjusticia.gob.cl;;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;Sí;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;;;Sí;;;Solo por medios eléctronicos;No;;;No considera comunicaciones oficiales
PE-SUB-00052;Subsecretaría de Justicia;PA-SUB00052-00171;Gestión de activos informáticos (Ingreso-Asignación-Recuperación);Procedimiento administrativo de función común;Completado;Administrar los activos tecnológicos, desde su incorporación al inventario institucional hasta su asignación a usuarios y posterior recuperación. Esto contempla el registro detallado de equipos, control de asignaciones, seguimiento de movimientos y actualización permanente del inventario para asegurar trazabilidad y eficiencia en el uso de recursos;Tecnología;Profesional Unidad de informática;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Solicitud administrativa de ingreso o egreso de funcionario/a;Acta de asignación de equipo o devolución ;;21722;https://www.bcn.cl/leychile/navegar?idNorma=1209325;;;;;;Nivel 1;;;Sí;;;Expediente con documentos en formato físico;;www.minjusticia.gob.cl;;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;Sí;;Sí;;;;No utiliza mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;;;Sí;;;Solo por medios físicos;No;;;No considera comunicaciones oficiales
PE-SUB-00052;Subsecretaría de Justicia;PA-SUB00052-00172;Gestión del Directorio Activo (Office365) - Administración de perfiles, accesos y usuarios.;Procedimiento administrativo de función común;Completado;Gestionar el acceso de los usuarios a los recursos institucionales mediante la administración del Directorio Activo y la plataforma Office 365. Esto incluye la creación, modificación y eliminación de cuentas, asignación de permisos, configuración de grupos de seguridad y políticas de acceso, garantizando la seguridad y disponibilidad de los servicios digitales.;Tecnología;Profesional Unidad de Informática;Ambos tipos de inicio (oficio y a solicitud de partes).;Solicitud de Requerimiento ingreso o egreso de funcionario/a ;cierre de caso;;21722;https://www.bcn.cl/leychile/navegar?idNorma=1209325;;;;;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;www.minjusticia.gob.cl;;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;Sí;;;;;Sí;No utiliza mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;;;Sí;;;Solo por medios eléctronicos;No;;;No considera comunicaciones oficiales
PE-SUB-00052;Subsecretaría de Justicia;PA-SUB00052-00173;Licitar Servicios TI para la Subsecretaría (PC, Impresión, Telefónica, Datacenter, etc);Procedimiento administrativo de función común;Completado;Planificar, coordinar y ejecutar procesos de licitación pública o privada para la contratación de servicios tecnológicos esenciales para el funcionamiento institucional. Esto incluye la provisión y soporte de equipamiento computacional (PCs y notebooks), servicios de impresión, telefonía fija, infraestructura de datacenter (servidores, almacenamiento, respaldo), conectividad, y otros servicios asociados. El objetivo es asegurar la continuidad operativa, la eficiencia en la gestión de recursos y el cumplimiento de los estándares técnicos y normativos vigentes.;Tecnología;Profesional Unidad de informática;Ambos tipos de inicio (oficio y a solicitud de partes).;requerimiento de área, unidad, división de la Subsecretaria de Justicia;Ficha Evaltic;;21722;https://www.bcn.cl/leychile/navegar?idNorma=1209325;;;;;;Nivel 1;;;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);No, los(as) interesados(as) no tienen acceso al expediente electrónico;www.minjusticia.gob.cl;;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;Sí;Sí;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;;;Sí;;;Ambos medios;No;;;No considera comunicaciones oficiales
PE-SER-01522;Servicio Nacional de Migraciones;PA-SER01522-00045;Evaluación Convenio de Alta Dirección Pública (ADP) 2do Nivel Jerárquico;Procedimiento administrativo de función común;Completado;La evaluación es un procedimiento mediante el cual la Jefatura Superior del Servicio evalúa el rendimiento de los funcionarios(as) que ocupan cargos de Alta Dirección Pública de Segundo Nivel Jerárquico, con el fin de evaluar el grado de cumplimiento de los objetivos y metas establecidos en los convenios de desempeño correspondientes. Con base en los resultados obtenidos, se decide la asignación correspondiente por Alta Dirección Pública.;Control de gestión;Jefa del Departamento de Planificación y Control de Gestión;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Solicitud de evaluación Convenio de Alta Dirección Publica. (ADP);Resolución que aprueba o rechaza la evaluación anual del Convenio de Alta Dirección Pública. (ADP);;19882;https://www.bcn.cl/leychile/navegar?idNorma=211480;;;;;;Nivel 3;No aplica porque no considera ingreso de solicitudes;;Sí;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://pi.serviciocivil.cl/login/index.php;;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;;Sí;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;No;;;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SER-01522;Servicio Nacional de Migraciones;PA-SER01522-00046;Formulación del Programa de Mejoramiento de la Gestión (PMG);Procedimiento administrativo de función común;Completado;Consiste en definir metas e indicadores de eficiencia, calidad y modernización de la gestión pública para el período anual. Se enmarca en la Ley N° 19.553 y en las instrucciones de la Dirección de Presupuestos, en concordancia con la Ley de Presupuestos vigente. ;Control de gestión;Jefa del Departamento de Planificación y Control de Gestión;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Solicitud de elaboración Programa de Mejoramiento para la Gestión (PMG);Decreto Exento que establece objetivos de gestión para el pago del incremento por desempeño institucional artículo 6° Ley N°19.553;;19553;https://www.bcn.cl/leychile/navegar?idNorma=93381;;;;;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;http://www.dipres.gob.cl/login/acceso.php;;;2;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;;Sí;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;No;;;Sí, realiza envíos sólo por medios electrónicos propios
PE-SER-01522;Servicio Nacional de Migraciones;PA-SER01522-00047;Señala grado de cumplimiento global del Programa de Mejoramiento de la Gestión (PMG);Procedimiento administrativo de función común;Completado;Señala grado de cumplimiento global del Programa de Mejoramiento de la Gestión (PMG) y el porcentaje de incremento por desempeño institucional de la asignación de modernización, art. 6 de la Ley N° 19.553, para el Servicio.;Control de gestión;Jefe/a del Departamento de Planificación y Control de Gestión ;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Solicita remitir grado de cumplimiento global del Programa de Mejoramiento de la Gestión (PMG);Informe de cumplimiento compromisos Programa de Mejoramiento de la Gestión (PMG);;19553;https://www.bcn.cl/leychile/navegar?idNorma=93381;;;;;;Nivel 5;No aplica porque no considera ingreso de solicitudes;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://geminis.dipres.cl/sitio/accesorestringuidodipres/acceso.aspx;;;4;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;;Sí;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;No;;;Sí, realiza envíos sólo por medios electrónicos propios
