grupo_a,grupo_b,mes,co_uso,marginal_a,marginal_b,lift,p_valor
Ministerio Público,Servicio de Impuestos Internos,2024-02-01 00:00:00,6037,60014,598071,2.3684,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2024-03-01 00:00:00,11639,66923,1079102,2.2694,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2024-04-01 00:00:00,28829,70591,2810904,2.0458,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2024-05-01 00:00:00,11792,68834,1113608,2.1662,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2024-06-01 00:00:00,7958,70543,724173,2.1935,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2024-07-01 00:00:00,9315,82960,712705,2.2184,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2024-08-01 00:00:00,8149,77400,650704,2.2783,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2024-09-01 00:00:00,8167,75039,677485,2.2621,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2024-10-01 00:00:00,10645,89579,751843,2.2256,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2024-11-01 00:00:00,10740,92913,717466,2.2686,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2024-12-01 00:00:00,9877,88554,703714,2.2318,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2025-01-01 00:00:00,12218,100324,774841,2.2132,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2025-02-01 00:00:00,9935,93970,650884,2.2872,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2025-03-01 00:00:00,19791,111780,1150097,2.1677,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2025-04-01 00:00:00,48305,117995,3024967,1.9057,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2025-05-01 00:00:00,21477,119993,1190130,2.1177,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2025-06-01 00:00:00,13680,119182,738241,2.1894,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2025-07-01 00:00:00,15670,133259,736072,2.2495,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2025-08-01 00:00:00,14435,128249,703947,2.2514,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2025-09-01 00:00:00,14024,123952,691177,2.3050,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2025-10-01 00:00:00,15740,139137,714203,2.2304,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2025-11-01 00:00:00,19986,133803,1019077,2.0639,0.000e+00
Ministerio Público,Servicio de Impuestos Internos,2025-12-01 00:00:00,14690,132199,734340,2.1308,0.000e+00
Ministerio Público,Ventanilla Única Social (servicio),2025-05-01 00:00:00,7508,119993,524778,1.6789,0.000e+00
Ministerio Público,Ventanilla Única Social (servicio),2025-06-01 00:00:00,13334,119182,1004369,1.5685,0.000e+00
Ministerio Público,Ventanilla Única Social (servicio),2025-07-01 00:00:00,17954,133259,1305667,1.4530,0.000e+00
Ministerio Público,Ventanilla Única Social (servicio),2025-08-01 00:00:00,12995,128249,908948,1.5697,0.000e+00
Ministerio Público,Ventanilla Única Social (servicio),2025-09-01 00:00:00,10554,123952,758157,1.5814,0.000e+00
Ministerio Público,Ventanilla Única Social (servicio),2025-10-01 00:00:00,14877,139137,1017871,1.4792,0.000e+00
Ministerio Público,Ventanilla Única Social (servicio),2025-11-01 00:00:00,11709,133803,811190,1.5190,0.000e+00
Ministerio Público,Ventanilla Única Social (servicio),2025-12-01 00:00:00,13835,132199,958782,1.5370,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2024-01-01 00:00:00,89014,580896,913106,2.3631,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2024-02-01 00:00:00,65685,540982,712789,2.3986,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2024-03-01 00:00:00,88168,578682,951747,2.2542,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2024-04-01 00:00:00,80133,599961,841698,2.2344,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2024-05-01 00:00:00,73048,590494,772454,2.2551,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2024-06-01 00:00:00,79880,567891,919548,2.1540,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2024-07-01 00:00:00,133996,630806,1660252,1.8016,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2024-08-01 00:00:00,80530,601778,870299,2.1652,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2024-09-01 00:00:00,66917,561293,762743,2.2009,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2024-10-01 00:00:00,104652,630231,1171076,1.9966,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2024-11-01 00:00:00,73900,605989,781067,2.1985,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2024-12-01 00:00:00,69409,570334,740330,2.3147,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2025-01-01 00:00:00,112304,625405,1124324,2.2490,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2025-02-01 00:00:00,73119,570029,780772,2.3134,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2025-03-01 00:00:00,113991,649704,1169564,2.1124,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2025-04-01 00:00:00,82520,638313,845320,2.1535,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2025-05-01 00:00:00,51652,638278,515233,2.2116,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2025-06-01 00:00:00,4329,637982,36669,2.6057,0.000e+00
Poder Judicial,Registro Social de Hogares (servicio),2025-07-01 00:00:00,122,687319,906,2.7587,1.574e-23
Poder Judicial,Registro Social de Hogares (servicio),2025-08-01 00:00:00,133,700271,984,2.7179,6.401e-25
Poder Judicial,Registro Social de Hogares (servicio),2025-09-01 00:00:00,51,635618,493,2.2917,5.198e-08
Poder Judicial,Registro Social de Hogares (servicio),2025-10-01 00:00:00,78,670163,605,2.7089,3.391e-15
Poder Judicial,Registro Social de Hogares (servicio),2025-11-01 00:00:00,30,682926,325,1.9033,6.497e-04
Poder Judicial,Registro Social de Hogares (servicio),2025-12-01 00:00:00,25,629314,256,2.1851,2.419e-04
Poder Judicial,Servicio de Impuestos Internos,2024-01-01 00:00:00,60484,580896,610351,2.4022,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2024-02-01 00:00:00,56260,540982,598071,2.4485,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2024-03-01 00:00:00,97952,578682,1079102,2.2088,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2024-04-01 00:00:00,210860,599961,2810904,1.7606,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2024-05-01 00:00:00,97560,590494,1113608,2.0891,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2024-06-01 00:00:00,65172,567891,724173,2.2315,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2024-07-01 00:00:00,70652,630806,712705,2.2129,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2024-08-01 00:00:00,64110,601778,650704,2.3054,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2024-09-01 00:00:00,62983,561293,677485,2.3322,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2024-10-01 00:00:00,76232,630231,751843,2.2654,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2024-11-01 00:00:00,70139,605989,717466,2.2716,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2024-12-01 00:00:00,65995,570334,703714,2.3154,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2025-01-01 00:00:00,80661,625405,774841,2.3438,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2025-02-01 00:00:00,62994,570029,650884,2.3908,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2025-03-01 00:00:00,115026,649704,1150097,2.1676,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2025-04-01 00:00:00,236534,638313,3024967,1.7250,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2025-05-01 00:00:00,112747,638278,1190130,2.0900,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2025-06-01 00:00:00,75321,637982,738241,2.2519,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2025-07-01 00:00:00,82314,687319,736072,2.2910,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2025-08-01 00:00:00,80700,700271,703947,2.3052,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2025-09-01 00:00:00,72319,635618,691177,2.3180,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2025-10-01 00:00:00,77750,670163,714203,2.2874,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2025-11-01 00:00:00,107917,682926,1019077,2.1835,0.000e+00
Poder Judicial,Servicio de Impuestos Internos,2025-12-01 00:00:00,75179,629314,734340,2.2907,0.000e+00
Poder Judicial,Ventanilla Única Social (servicio),2025-05-01 00:00:00,54596,638278,524778,2.2952,0.000e+00
Poder Judicial,Ventanilla Única Social (servicio),2025-06-01 00:00:00,97476,637982,1004369,2.1421,0.000e+00
Poder Judicial,Ventanilla Única Social (servicio),2025-07-01 00:00:00,123701,687319,1305667,1.9410,0.000e+00
Poder Judicial,Ventanilla Única Social (servicio),2025-08-01 00:00:00,97503,700271,908948,2.1570,0.000e+00
Poder Judicial,Ventanilla Única Social (servicio),2025-09-01 00:00:00,75005,635618,758157,2.1917,0.000e+00
Poder Judicial,Ventanilla Única Social (servicio),2025-10-01 00:00:00,101008,670163,1017871,2.0851,0.000e+00
Poder Judicial,Ventanilla Única Social (servicio),2025-11-01 00:00:00,82649,682926,811190,2.1008,0.000e+00
Poder Judicial,Ventanilla Única Social (servicio),2025-12-01 00:00:00,89732,629314,958782,2.0941,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-01-01 00:00:00,84340,913106,610351,2.1309,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-02-01 00:00:00,66774,712789,598071,2.2056,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-03-01 00:00:00,145199,951747,1079102,1.9908,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-04-01 00:00:00,272755,841698,2810904,1.6233,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-05-01 00:00:00,111618,772454,1113608,1.8271,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-06-01 00:00:00,88331,919548,724173,1.8678,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-07-01 00:00:00,127373,1660252,712705,1.5158,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-08-01 00:00:00,76229,870299,650704,1.8954,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-09-01 00:00:00,66501,762743,677485,1.8121,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-10-01 00:00:00,107856,1171076,751843,1.7249,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-11-01 00:00:00,72564,781067,717466,1.8234,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-12-01 00:00:00,65888,740330,703714,1.7808,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-01-01 00:00:00,121918,1124324,774841,1.9706,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-02-01 00:00:00,72630,780772,650884,2.0125,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-03-01 00:00:00,177745,1169564,1150097,1.8607,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-04-01 00:00:00,283735,845320,3024967,1.5625,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-05-01 00:00:00,76564,515233,1190130,1.7582,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-06-01 00:00:00,4751,36669,738241,2.4713,0.000e+00
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-07-01 00:00:00,104,906,736072,2.1960,1.238e-13
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-08-01 00:00:00,107,984,703947,2.1751,1.125e-13
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-09-01 00:00:00,46,493,691177,1.9009,3.069e-05
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-10-01 00:00:00,57,605,714203,1.8575,7.482e-06
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-11-01 00:00:00,47,325,1019077,1.9982,5.144e-06
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-12-01 00:00:00,31,256,734340,2.3220,1.338e-05
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-01-01 00:00:00,1,1124324,2,6.2621,1.533e-01
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-05-01 00:00:00,109741,515233,524778,5.7152,0.000e+00
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-06-01 00:00:00,26276,36669,1004369,10.0463,0.000e+00
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-07-01 00:00:00,488,906,1305667,5.8090,2.078e-252
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-08-01 00:00:00,358,984,908948,5.6362,2.632e-166
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-09-01 00:00:00,217,493,758157,8.1751,2.951e-137
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-10-01 00:00:00,255,605,1017871,5.8308,1.200e-125
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-11-01 00:00:00,126,325,811190,6.7298,4.305e-69
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-12-01 00:00:00,97,256,958782,5.5648,2.975e-46
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-05-01 00:00:00,78005,1190130,524778,1.7587,0.000e+00
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-06-01 00:00:00,96722,738241,1004369,1.8368,0.000e+00
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-07-01 00:00:00,112999,736072,1305667,1.6556,0.000e+00
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-08-01 00:00:00,87132,703947,908948,1.9175,0.000e+00
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-09-01 00:00:00,68588,691177,758157,1.8431,0.000e+00
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-10-01 00:00:00,92120,714203,1017871,1.7843,0.000e+00
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-11-01 00:00:00,116300,1019077,811190,1.9810,0.000e+00
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-12-01 00:00:00,90558,734340,958782,1.8111,0.000e+00
