servicio,nombre,soporte_usuario_dia,n_usuarios_distintos_control
9c503a3a614d483f8feb0de5edd9a9ba,COMPIN Licencias Medicas - Subsecretaría de Salud Pública,63678,5916
9321fceaab9d4b7c8b8eca8e30b0654d,DT e-learning MiPyME - Dirección del Trabajo,60749,41183
a7a98dfdf4dd4a8fa248cae682395965,Sistema Informático Registro Nacional de Mediadores - Subsecretaría de Justicia,60071,4690
1ac9ef8b638c49d5a4eafceb1d6123b7,CECAPRO - Policía de Investigaciones de Chile,59248,22460
9fd20d626db942aeb4d84f9c475d3bea,Superir - Superintendencia de Insolvencia y Reemprendimiento,57982,16650
61ac1fc1e3c848728e8b665f185e2355,Concesiones Marítimas - Subsecretaría para las Fuerzas Armadas,57873,5237
671dca542e094f3d90cb15883bd89274,DOM Digital - Municipalidad de San Pedro de la Paz,57424,7809
a3d2f5bccc104cf6bdd3817c86236b0e,Sistema Ambiente Proveedores - Central de Abastecimiento del Sistema Nacional de Servicios de Salud,57111,3993
625c85747d2c430d8b68c06d2cab9566,Gobierno Regional del Maule - e-Process,56565,6020
c7898e94d376496db2a6d220f486db47,Sistemas Internos - Subsecretaría de Bienes Nacionales,54286,964
0fee9ea463cb4ae5b1f27bdf560dfbfe,HOSPITAL DIPRECA - Dirección de Previsión de Carabineros de Chile,53906,20811
500e21ae250c48c8b42452929d53ef90,SIAC - Subsecretaria para las Fuerzas Armadas,53832,16752
a6c534b36789447fbed6b8d4f60d3d1a,Tramites DEP - Dirección de Educación Pública,53763,19005
de90d8af20f547aaa9b3300c76251188,Postulación en línea DS49 - Subsecretaría de Vivienda y Urbanismo,53724,38977
17bc6bcbbeab4a1c9dfb8733bb2d3bf3,Municipalidad de Valparaíso - Simple - Municipalidad de Valparaíso,53084,22684
0062dc8c31ca4560b766f7063181eaab,SADOC - Superintendencia de Servicios Sanitarios,52577,19884
fdf0c4b762684098915b4fa4884af400,Subsecretaría de Justicia - Cerofilas - Subsecretaría de Justicia,51846,25089
1740ec3c032b413ab6e25807d399b71e,Clave Unica Externa - Subsecretaría de Prevención del Delito,51697,10139
061230af8491491e8777333096d1d6de,sise portal - Subsecretaría de Evaluación Social,51200,23882
6bcf44d8a73c473cb78f0cb92508a232,,50958,14792
449f058c212e48fd816264e10ee2d594,Agencia de Calidad de la Educación - Agencia de Calidad de la Educación,50411,13847
a1e58402627c49db99c9d1153686272c,SIMPLE CEROFILAS - Servicio de Tesorerías,50382,32889
942d80695ebe4218af105e03e6622f49,Catálogo CPAT - Secretaría de Gobierno Digital,50234,8029
b379e2d74fbd4c56bb80f5d3c3e74322,Subsidio Empleo Linea Protege - Servicio Nacional de Capacitación y Empleo,50077,37158
75beb592846a4eb3a6859376d1e1063b,Hospital En Tus Manos - Servicio Salud Antofagasta,50039,7033
21411e9ba57846ee958313d9f2f81177,Prestador Bono electrónico - Fondo Nacional de Salud,49981,43219
b9e3f79c40594953af24e9a43eba4e0c,e-Digital - E-Digital PKI SpA.,49292,41878
048ab3a7acb54da88960434d9783879f,Comunidad Joven - Instituto Nacional de la Juventud,49205,42470
d132edfeac8c4b9f8fb26216b2109344,Portal Docente Parvularia - Subsecretaría de Educación,48919,17983
1c6f1fdb9e7544aaac5f4daf9243ca1e,Sistemas Municipales - Municipalidad de Recoleta,48816,1646
ae5cbc3811f145059eb8c1eaa0209154,Fonendo Mi ficha clínica - Servicio de Salud Libertador General Bernardo O'Higgins,48064,14860
c722753dc30d4955bf86bcc13c25d536,Plataforma de remates en línea - Dirección General de Crédito Prendario,47687,13614
fdda06ec9a5b4f3aa2ac01e1778e074b,CNTV Play - Consejo Nacional de Televisión,47385,34529
ae09dafa2f8e427ba37c7a8afef6d154,HbvConnect - Hospital Base Valdivia,47356,13229
71ae9a1dcafa49fcb067a62563085b06,SIMIN - Servicio Nacional de Geología y Minería,47255,3787
a294f813367246da949865bdf8b03f7d,RPI - Subsecretaría de Transportes,46935,843
4f4d89fa8ce34da19ecb340c1d267a3e,Registro Nacional de MiPymes - Subsecretaría de Economía y Empresas de Menor Tamaño,46907,37815
b992e6a27eb249658efce6ca0cc286dc,Vumar - Subsecretaría de Transportes,45611,2676
463f33b89c2c4f13aa89f8f5d5096d6a,Extranet IMVallenar - Municipalidad de Vallenar,44585,825
ea2c0eb89a304770aa1c5a8c73d6e19c,Infocliente - Dirección Gerenal del Crédito Prendario,44538,13524
8b6597a56ec4424ca8d71fdfd2827ff9,DOM DIGITAL - Municipalidad de Curicó,44335,6330
527213d7d4294edebe57db0d54f838f8,Servicio de Salud Metropolitano Sur Oriente - Servicio de Salud Metropolitano Sur,44163,5123
309b72a99d154079a6ab5d23444fd7dd,Mordedores - Subsecretaría de Salud Pública,44029,7640
80a85cdf159a4ceea99c4025d1c03962,Inscripción y Actualización de Profesionales de Salud - Fondo Nacional de Salud,42606,20142
d9d5abd8143543189c1befef73999834,Fondos Comunidad - GORE Los Lagos - Gobierno Regional de la Región de Los Lagos,42397,5048
02503f327e89404185f0c2b9ecccea66,SUBDERE - Subsecretaría de Desarrollo Regional y Administrativo,41432,40320
a96e622271484df9b5df5d32e8d67c67,Epivigila Midas - Subsecretaría de Salud Pública,41205,4683
b8386b6963a4492db355f0f70be3a3e2,PDI Virtual - Policía de Investigaciones de Chile,38430,31487
f4f6e172b91843488456669f0e0dcc70,SIMPLE - Municipalidad de Puente Alto,37968,24118
dd53a3b5cb47459482a47afc5202b516,,37255,17074
f15bd4421f604ffbae3d627bef601546,Transferencia de Archivos - Ministerio Público,36667,5055
5e2119b5bbf846caaae1a57549740519,Cursos CCS - Servicio Nacional de Geología y Minería,36386,12039
75307209043c4f8ea213f03c65e2023c,Servicio Bienestar - Junta Nacional de Jardines Infantiles,36244,4668
c68583c7f0f3400fbc57c639a37ab30c,senda.gob .cl SIDOC - Servicio Nacional de Prevención y Rehabilitación del Consumo de Drogas y Alcohol,33459,2012
d5dac98442bb425ba884809990aa064d,Sistema Gestión Expedientes - Subsecretaría de Economía y Empresas de Menor Tamaño,33294,1893
a49e87f91f154bb2acaa6207553eff38,DocDigital v3 Cert - Subsecretaría General de la Presidencia de la República,33174,9520
f25d86b606d74e51b1d33695030d0618,SUSESO Contigo - Superintendencia de Seguridad Social,32162,13205
430f7e4799cf4b2581c70a60115bbbed,Ingreso solicitudes DT - Subsecretaría de Salud Pública,31797,7891
6d252a9b7f244a0180f6c2a1ff39d2fe,Sistemas Control de Extracciones Efectivas - Dirección General de Aguas,31766,4527
9a8b89a81b6a4af6a344229958ea3cdf,Registros Ley 19862 - Subsecretaría de Hacienda,31570,19865
8ccf6c97b6eb4670bafec186fbe64f85,Buscador de Jurisprudencia - Poder Judicial,31444,13928
16b1032179824088a8d42a4107c6a8f4,Simulador de Pensiones - Subsecretaría de Previsión Social,31317,25542
f9894051ee6e40ad91d0cd53b2a8efc0,I. Municipalidad de Santiago - Municipalidad de Santiago,31156,16620
006b85a984e94ce88ddb035ec01b2d70,,30814,12219
781903276b2548499891c4c91c5d278b,Enrollment Certificadoradelsur - Certificadora del Sur,30652,28321
053d749777c146699293b866ad8dcf25,ProChile - Dirección de Promoción de Exportaciones,30133,9785
79f61b8fe2f944999b3fca52a0e96ac9,Servicio Digital de AFP Modelo - AFP Modelo,29727,26595
c567f19e4b0b409491faa28b331bf1d3,,29687,9341
abd6ab0229c643338812eb3a1707c053,Gestor Documental Gore Antof. - Gobierno Regional de la Región de Antofagasta,29504,415
c7859ad3aef147d59939533663e482f7,Intranet IM Requinoa - Municipalidad de Requínoa,29333,858
edd15599b8d64e4585d58f953a6bd354,SIPRO ISPCH - Instituto de Salud Pública de Chile,29251,12967
13ca4adfb0904ccc93ceb07584706346,Sistema Vigilancia Integrada - Instituto de Salud Pública de Chile,29104,5316
03bd6e11bc9246339a1812eb74331dd6,Buscador de Juicios - Contraloría General de la República,28031,2270
dab6b8ce23604fa7b9ace2c2121d943e,Intranet MSGG - Ministerio Secretaría General de Gobierno,27783,854
21da73257dca4eb5bc4ba33b435c386b,Prestador Inscripcion MLE Natu - Fondo Nacional de Salud,27511,12397
014d8893e412439c9749d0638f97d91c,Portal Inscripción de talleres - Municipalidad de Puente Alto,27414,16246
42fe5e61820647849d3cda4c6141b8d7,Telecomité - Subsecretaría de Redes Asistenciales,27232,823
d69a36460b0c4bee9cdc5fd2f58e6a0e,SGMAULE - Servicio de Salud Maule,26856,853
2629fabfb8e7428bb34e3d4f43ffdc9b,Thomas Signe - Thomas-Signe Chile S.A,26574,22972
e9d3577612dd49c3b62b654e33dccefb,AutenticacionAccesoParaFirma - Certinet S.A.,26393,21377
c91e6fe86b214cba844a5b657d9fe887,Postulación PFD - Subsecretaría de Educación,26263,13000
9b8e5105e75b4d77a3e416729122b83a,Gestor Documental - Municipalidad de Coyhaique,26158,1058
0dfdb4894c0e486faae2751590db44b8,Trámites Online MBN - Subsecretaría de Bienes Nacionales,25852,17189
c41ab43393dc4726a332cda4062bd83e,CeroFilas Subtrans - Subsecretaría de Transportes,25768,12188
5ad019e5f0e445e8b37fc4ed60a3447c,,25544,7874
97c4ca6968044bd0b8b151e7d41ef060,Servicios en Línea - Hospital Regional de Talca - Hospital Regional de Talca,25516,10873
a1db7756e2d14a76baa79847773162a6,,25309,4438
9ae1d5e3444849079c80e1c1301ab45f,Registro de agentes culturales - Consejo Nacional de la Cultura y las Artes,25070,12482
3b57187382464f32918291f6e16004c6,SER - Subsecretaría General de la Presidencia de la República,24896,2639
cfa90dba533f41d6821aaecccdb0bfa3,Promoción de la Salud - Subsecretaría de Salud Pública,24797,837
cecfb3fb24f84dcd98c0601b70677adf,Registro Nacional de Pymes - Subsecretaría de Economía y Empresas de Menor Tamaño,24341,20005
2a1ad7012aa3426ab2592dd06689329b,dom-digital - Municipalidad de Valparaíso,24161,4860
d9cb616562904aa29dc667c21534d2e0,Sucursal Virtual - AFISAN - Armada de Chile,24071,4574
fd3219c7cb5545d4bb6dbdd651ce8f80,Sistema de Admisión Escolar - Subsecretaría de Educación,23942,20354
20437495fd8f4aba8625c73cde450968,SISTEMA RAFDS - Subsecretaría de Salud Pública,23921,3198
05877e8556fa4c0ca458d131265ffd99,SOLCIU - Solicitudes Ciudadanas - Secretaria del interior,23766,8912
162c7417de9b4554bcc6be93e006b7a1,Clave Única UNO afp - AFP Uno,23552,19470
29c30f56f89e411091836b8d999123ea,Dom Digital - MUNICIPALIDAD DE PUNTA ARENAS,23495,2843
56e402379e664e8e960b328f5ad9c21f,Sernatur RNST - Servicio Nacional de Turismo,23059,8568
b125b71f0bca4b1a8bf41976b744becb,Fondos Concursables - Gobierno Regional de la Región de Coquimbo,22981,3622
6a2251c68dba48659c46874d209b6c8a,CAJ Región Biobío - Corporación de Asistencia Judicial de la Región del Biobío,22171,11525
780fb7c030e043f7bd9f40ca4ab06bd4,App Funcionarios La Florida - Municipalidad de La Florida,22167,1149
9d0efa19edce400c900554f15da520b0,Portal de Tramites - Municipalidad de Lo Barnechea,22076,9712
e1ce4963b14f4377a473c48630795a8c,Chequeo Digital - Subsecretaría de Economía y Empresas de Menor Tamaño,21892,14966
988c06d4f97e4191bf7a7bc0d76bed25,Portal del vecino Lo Barnechea - Municipalidad de Lo Barnechea,21803,9751
e1a6055d78bf444e905bb069bae9b363,Registro de Acuerdos con Plazo de Pago Excepcional - Subsecretaría de Economía y Empresas de Menor Tamaño,21481,5537
91495aa8ded34aa793b84c80358e1f2d,Declaración Minera - Servicio Nacional de Geología y Minería,20962,2358
1c24539585eb4580bdffbf9765bd344c,Tramites Recoleta - Municipalidad de Recoleta,20796,8894
361255d70c09499891fecebec813f51a,Sobrepeso y/o Sobredimensión - Dirección de Vialidad,20668,2869
485565d518084d1db47ab1852149bf21,SIMPLE - Servicio Nacional del Adulto Mayor,20267,13680
35775a888bd84888a77eb42494d8e10c,Proddar - Instituto Nacional de Deportes,20236,2641
a53d759fed7840a1b00e8d903669e8a1,CasillaÚnica - Subsecretaría de Hacienda,20165,15788
9b9d3e3ece844158b34a416ddcfd686b,Intranet v2 GORE Araucanía - Gobierno Regional de la Región de la Araucanía,20155,187
b70997d473d344fca18eaef75018a665,Fondos Concursables FNDR - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,20046,1477
1eab1f316fa94a29bceec6dc6d84f0bd,DOM DIGITAL QUILPUÉ - Municipalidad de Quilpué,19919,4369
b87ec093abc248c3b26611916c50d5a8,Nóminas DIPRES - Dirección de Presupuestos,19863,1464
f83678e2b4854792a356c72a255c0da4,DomDigital Mun. Viña del Mar - Municipalidad de Viña del Mar,19692,4205
9899614f0851477e80bbe21a9a30dd63,DOM DIGITAL - Municipalidad de la Reina,19582,4975
fa2253c4c2274ef49d59c93e747deaa0,DOM Digital - Municipalidad de Coronel,19490,3195
d5467ebcfbbe45c3812623d33e609d18,Sistema Trazabilidad - Servicio Nacional de Pesca y Acuicultura,19394,11750
59dd121f53ac44ddb03bf52488eec671,.SCSE. - Subsecretaría de Hacienda,19250,972
d16fad3dcdb14d69b5d82776d09bb796,Sistema de Gestión Documental - Municipalidad de Villa Alegre,19226,1625
64b1afe9206b4eb885878aafb4be1dae,SISPUBLI 2.0 - Dirección Nacional del Servicio Civil,19094,7841
326e27c196be4490822e785c1dba53d8,Plataforma BVP - Subsecretaría de Educación,19027,5944
9f5eb34dc330412990d7da2fd1db9e64,,18853,786
a7698f4e2c9b4b9a950658038cbe6b9f,SIMPLE CEROFILAS - Dirección General del Territorio Marítimo y Marina Mercante,18825,10632
3322cab8a5164377ad7d8958407c68f7,DOM Digital - municipalidad de pucon,18283,2874
3f4344ca761e46d7ad97528d511e5566,DP - Universidad de Talca - Universidad de Talca,18232,4259
b604d9c8d263477ba41af4264639c206,Reserva de Estacionamientos - Municipalidad de Santiago,17875,7410
165139dad00243e695f7f3a695563ae2,Agendamiento EIVG - Ministerio Público,17862,523
30cee14d90f44924bfc69147c5f8b08f,Plataforma Atención Ciudadana de la Subsecretaría de Previsión Social - SUBSECRETARÍA DE PREVISIÓN SOCIAL,17666,16428
2b2dde6e75264744b964aa4057ab39ac,Portal Único de Acceso - Instituto de Salud Pública de Chile,17588,5623
daa56f929b2c4c61a04a016533364752,SIAC JUNJI - Junta Nacional de Jardines Infantiles,17519,14319
035b14f7f84242ef8ca0e78b0352777d,,17195,6251
b74e28e7c654439596ff3138dd422759,SIT SISS - Superintendencia de Servicios Sanitarios,17104,3651
68520857889c46ae98690cf6d0dfa26b,Matrícula en Línea - Universidad de Los Lagos,17100,8054
c5f58b408cee4b0ebf0cec74532175e1,Mandatarios Digitales - Servicio de Impuestos Internos,17076,15387
1510fbeac5394ee69a53cf64a7a093db,,16934,6023
7334b50fca124ff4a9a68bcb86eb3582,CFT Estatal Tarapaca - Centro de Formación Técnica de la Región de Tarapacá,16526,1661
83b5865df3ba4e0a9855e3af5a41f9aa,Municipalidad de Quilicura - Simple - Municipalidad de Quilicura,16333,12706
f6cb8c0dbd944629a3a6622ddecb6aef,OFICINA VIRTUAL DE CONAF - CORPORACIÓN NACIONAL FORESTAL,16223,2522
d78965c7cc7241de9494df4348e86691,Gestor Documental SSMS - Servicio de Salud Metropolitano Sur,16221,282
6ff654c360c240d38914fbc00a2193da,Agencia Nacional de Ciberseguridad - Agencia Nacional de Ciberseguridad,16115,7004
c0f3e7473b484dc3ae76ca33a93a164b,El orgullo de ser Gendarmería - Gendarmería de Chile,16000,9210
cd28f604c0b947398b97af66908be0b6,TDLC Chile - Tribunal de Defensa de la Libre Competencia,15995,3994
5aa6e3bc0b7f4c63b247ac04ca400129,Sistema de Auditoría Interna - Contraloría General de la República,15960,1939
3cccac159a4641faa67cfb64505d2ce2,Postulaciones ETA - Dirección General de Aeronáutica Civil,15877,6637
279bdc4889564edba8ec3d808a74db1a,docdigital - docdigital,15713,5700
27557c13181d45f296b31b69e6ee312a,Salud Tarapacá - Neo - Servicio de Salud Tarapacá,15656,523
dabfe6f5e1a543ba95bb0ee7c7d7f106,Web donaciones Ley 21440 - Subsecretaría de Hacienda,15541,4085
7fe316acf65941599252e923db155612,DOM Digital - Municipalidad de Villarrica,15533,2729
b76c0f6d1515407ca3360d2454246e8d,SISTEMA SIAC - Instituto Nacional de Deportes de Chile,15478,11162
ded6aff9dd654f30a10ed9602e2c6004,Portal Trabajador - ASIGPAR - Cámara de Diputadas y Diputados de Chile,15450,1800
55e045879c5c4db3bf493540d9dc0d17,Pago de permisos Especiales - Municipalidad de Antofagasta,15331,7600
c085a2661b404a8899f8a2ad597bd351,Solicitud de Rebaja de Patente - Servicio Nacional de Geología y Minería,15301,3641
5da266ab8604496a91de069694b067aa,aei - Superintendencia de Insolvencia y Reemprendimiento,15275,12220
1bc562c35b2a4313b0ed6b282b92d9a1,,15143,6571
aa9b7cc30b114da5a39e7a924fc5b69a,Vinadecide - Municipalidad de Viña del Mar,15055,10289
4f5940e87bbc4140af83b3f8c6aa4612,Simple - Institución,15039,7475
24ba5b2e0dda4b4f817596d9643f6786,Municipalidad de San Clemente - Municipalidad de San Clemente,14929,5501
b03b7030f1014eb2bbc31b681f8ae2d7,Control Presupuesto - Instituto Nacional de la Juventud,14903,192
1131b76bdb5f402dac9ae73e27c84697,OFICINA INTERNET 2.0 - CORPORACION NACIONAL DE DESARROLLO INDIGENA,14244,8408
1c6674fb58354d1cace2ed34e855434f,Portal de permisos de acceso - Subsecretaría de Bienes Nacionales,14229,5410
2ba6ef9107bf4a2ebd7c662f80966bf7,Intranet - Municipalidad de Puerto Varas,14139,455
8239e22a22f84527935fe0d66f5479c1,Portal de Atención Ciudadana - Subsecretaría de Telecomunicaciones,14016,9603
569c7b3055084660b7d89fe87a1d6d37,SIMPLE - CNR - Comisión Nacional de Riego,13910,5527
d95abeeed85d4796b30494c5f02ad0b3,IntranetGob SLEP Colchagua - Servicio Local de Educación Pública Colchagua,13355,1290
228ce6ed11d14e84ac2ae00cb5639515,Plataforma HSA-MSGG - Ministerio Secretaría General de Gobierno,13289,444
2400eeae20ee4cfdaaff2320521c3032,Catastro de Organizaciones de Interés Público - Ministerio Secretaría General de Gobierno,13227,7896
8c89546c8e524777bc61ee8b984e29e0,Intranet Institucional SLEPCH - Servicio Local de Educación Pública de Chinchorro,13138,2463
ebf829491615477a9a6fb6d24a4bdc90,Escríbenos - Presidencia de la República,13112,9256
b3b69f356f9a44459ac037463948159f,SAFIS - Instituto de Salud Pública de Chile,12846,3206
91db38a7754a48c7913292b4c2a5237c,Defensoría del Contribuyente - Subsecretaría de Hacienda,12587,8784
44db06efed134a91bffa7407f60d7979,Tramitación Eletrónica TC - Tribunal Constitucional de Chile,12421,6282
f6aab18a7d0947f08867efae57e7d5b4,ZeCeroPapel - Dirección de Previsión de Carabineros de Chile,12334,356
d410eee7fc814702af4ec62c1a64eefa,Sitio de Capacitación UAF - Unidad de Análisis Financiero,12301,2373
621f2d0c79d0499eb8e6a538feb08e37,SIMPLE - Gobierno Regional de Arica y Parinacota,12177,2128
3468d450481e44aaaf10e7c9b43ed7c7,SVIP - Dirección General del Territorio Marítimo y Marina Mercante,12166,1609
40dd6d22197543669fba285cd158079f,Dom digital - Municipalidad de Valdivia,12133,2469
81f1112efb014b568c2dbd217ad2407b,SSBIOBIO.CL - Servicio de Salud Biobío,11968,5416
5fc09a074d0d467c9bf0e1f0ee26ec45,Aula Previsional - Subsecretaría de Previsión Social,11955,6747
7d07ecb8e72f4eb1b69ceea29e91be14,DT-CapacitacionRRLL - Dirección del Trabajo,11954,7756
fa5ba41e22994a85a61679c50c4256c7,Formación Continua ACE - Agencia de Calidad de la Educación,11674,2775
713f93125f6242069f9df14b7988ec8f,BackOffice Tramites Jurídico - Dirección del Trabajo,11643,540
a2cc2c78fbc147c8b3238d1994bf5ba3,,11636,11376
331cb18d7d51484fb07794a30ddbef6e,Docentes para Chile - Subsecretaría de Educación,11597,8465
dba8547812f04f418c0faf8f1631044f,SSPA - TRAMITES - Subsecretaría de Pesca y Acuicultura,11512,690
1722474cbe3c48bdb06768c849fecbc3,ScanMevacuno - Subsecretaría de Redes Asistenciales,11464,11050
b14425733fe14d9c8e4746b2a1db8b99,Portal Pacientes Imagenología - CRS Cordillera Oriente,11318,4795
c9cc1239d83e41689ee3ac7d4586dd35,Portal Torres del Paine - Municipalidad de Torres del Paine,11286,2326
cc28da1df13d4147b5420ccc231a458e,Canal de denuncias - Poder Judicial,11232,10505
e49052056b49428b86e0e8972a273c89,Consejo de Defensa del Estado - CONSEJO DE DEFENZA DEL ESTADO,11087,5288
c939fa514ba044bd94d1697a733f8a84,Congreso Virtual - Senado de Chile,10983,9594
cc24befdf2774590868faf92c745d561,Portal de autenticación Cuprum - AFP Cuprum,10955,9650
7f72ceeda31b42918c9faec1c95aac99,Registro Nacional de Gran Quemados - Ministerio de Salud,10876,2187
0c9b4939dda942a09aff8e8b1db03917,Portal Paciente LIS - Servicio de Salud Metropolitano Sur,10846,3489
bc82f932b75d45728359269b4c43409d,Escritorio Digital - Gobierno Regional de la Región de Valparaíso,10703,160
d321bef8b95d4730b7825fd989165f59,Evaluación SSCoquimbo - Servicio de Salud Coquimbo,10624,2946
e69a86f37fa94bd6b766d7c09c973ade,Calificación de Trabajo Pesado - Superintendencia de Pensiones,10598,3345
c49c6441bb14407fb2697ac78505d2e2,Consulta Web Personas - Dirección General de Movilización Nacional,10471,6689
a3c2ead0fc68405f90176c9920439001,ceropapel - Municipalidad de Taltal,10395,202
954ca9eef0794ca7a9f08eec0b25ac5c,DOM Digital - Dirección de obras de la Ilustre Municipalidad de Lago Ranco,10294,1256
8da9d8af9600449089f527c248a96e4f,TramitesDCyF - Dirección de Contabilidad y Finanzas,10264,5843
5203dc45b8344a35a122f3446c13331f,SIMPLE - Servicio Agrícola y Ganadero,10053,5989
c99d1e702b8d4d969e6ac5007a9d95b8,portalpaciente - Dirección del Servicio de Salud Magallanes,9842,6033
71b4efe3a00344fb8390ddf3b17880d6,MPH Consulta Ciudadana - Municipalidad de Padre Hurtado,9742,6225
841ec603883c444691473efa7a657b01,Tramites SLEP Maule Costa - Dirección de Educación Pública,9610,3802
7a81c7130737421db33e3a98906958e2,SIMPLE - Subsecretaría de Relaciones Exteriores,9405,6579
6638e8be97b54a8a917c20284ee6082d,Consulta Honorarios - Universidad de Antofagasta,9325,1250
8ba6d7f9bb7445ff96ffd06af5fa8c1e,Gestión Sustentable - Servicio de Salud Atacama,9288,236
e97e596e2e0e4682937b4b8979328608,,9272,3907
b258f1526dd44491a4c3c3a7b57a8618,Mph Web - Municipalidad de Padre Hurtado,9108,5933
32ecc042ab1941e5b76b647607defb8a,Convenios Salud Stgo - Municipalidad de Santiago,9089,218
9b5aaa3a004344fb87124fb7fbc9f49c,,8985,5794
748b8272352c431486f41ef120bb0018,SIAC - OIRS - Instituto de Salud Pública de Chile,8952,4044
176fe485412740d589cc0f127dff0353,Catálogo Textos Escolares - Subsecretaría de Educación,8885,7753
9ad41e803fff463bac913cedefca7796,Servicio Electoral - Cerofilas - Servicio Electoral,8713,1683
c4864356edb540efa650502cef40c36b,Trámites - Servicio Nacional de Geología y Minería,8672,2644
8d84328b6ebd45f3b87f3b7467b746cf,Solicitud Enfermos Terminales - Superintendencia de Pensiones,8617,1219
7ed3e9e974dc459dbb5d5526953d17c6,,8589,3706
826da5c8e466448dbeb004b84fe78b65,SAGEC_ - Subsecretaría de Telecomunicaciones,8411,3158
6288c3b63bab4541826c680930a0111e,Municipalidad de Coronel - Simple - Municipalidad de Coronel,8354,5922
b3eb39eeec084dcd92806f5f6081e175,munimelipilla ceropapel - Municipalidad de Melipilla,8302,360
307ae22d54194dc797d4061f17c87478,Trámite en línea - Servicio Nacional de Pesca y Acuicultura,8288,5363
64fd691c30c04858ae676b882792bf41,SIMPLE - Subsecretaría de Derechos Humanos,8270,6032
d901924d294640abb47dd412154610c7,Intranet IM. de Coihueco - Municipalidad de Coihueco,8265,275
13ba077e1e654a54993e85f4fdfd2aa3,Formación - Subsecretaría de Salud Pública,8208,6994
fea91b9f08cc4f54a295711a70734a22,,8131,1433
5d23a1d87c58425e98816025d8157273,SCJ Single Sign On - Superintendencia de Casinos de Juegos,8082,3344
cc178caf99a14853bd1f5f4ebad1aaf5,Ze atiende - Municipalidad de Valdivia,8064,5292
0c94663f003341f285926fff9ef02495,Comunidad IMVallenar - Municipalidad de Vallenar,7880,1072
1e801411cdbd40aa92ad0dfc09000f69,Intranet Navidad - Municipalidad de Navidad,7830,273
d8f5e82ecd9b4b0daeab0eda294831f8,Portal de Aplicaciones INE - Instituto Nacional de Estadísticas,7757,6026
7e82063f16184d2497c1d9a81abe1925,Portal de Certificados UBB - Universidad del Biobío,7731,5539
cfc948365da84e26975c4f6726f1c30f,Primera respuesta a migrantes - Subsecretaría de Salud Pública,7689,461
33fd4a228dca48da93f5fceecf793cf3,Gestión Beneficiarios INJUV - Instituto Nacional de la Juventud,7624,166
d1451904c420442aba551070cdb221af,Fuerza Aérea de Chile - Cerofilas - Fuerza Aérea de Chile,7584,3398
fcba6a53824845da9d6330719f43a430,Intranet - Gobierno Regional de la Región de Los Lagos,7574,191
3ffa30fe60364b79817bfcee9ba39a64,Catastro - Subsecretaría de Bienes Nacionales,7496,4919
b2e6a9a525cc44cebd968cafaa44aebe,Catastro de Medios Regionales - Ministerio Secretaría General de Gobierno,7242,2235
ac8e668f620b403b9ccc6486c0e365c7,,7221,2907
7322ef3b7dad4763bd20d841251ff0b5,Salud Aysén - Servicio de Salud Aysen,6977,3255
374a9a2f750b45b0b6fcb95978f22039,Sistema FRIL - Gobierno Regional de la Región de Los Lagos,6932,196
05bbaa0671654c4c98093ce34d70d7a7,mbn-app - Option,6894,1954
7fb306ac5a6d4bbcb720e1de16336508,Escritorio Digital SISS - Superintendencia de Servicios Sanitarios,6828,154
c540003954c9411cbcf7836bdce30311,Sistema Gestor de Compras MSGG - Ministerio Secretaría General de Gobierno,6791,106
10bac435461e49aab9c5d368419bc681,Municipalidad de Valdivia - Simple - Municipalidad de Valdivia,6756,4780
70c26dae53774888aa5bdccfcf6aa387,Plataforma Vehículos MSGG - Subsecretaría General de Gobierno,6751,207
bd3b8d1829e145cda9c827f5e87af3d9,Trámites Online de MBN - Ministerio de Bienes Nacionales,6728,5998
35aeb700f6644ea3930101a0d9f4d1e9,Modificar antecedentes Adm. PM - Servicio Nacional de Geología y Minería,6688,2051
0380e726a53e4770ac2a9c8e94a0a0cd,Registro de Organizaciones - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,6653,1283
f72815499f1b4b018cd1792d91e81249,Servicios Populares Recoleta - Municipalidad de Recoleta,6588,97
006d384713634e34915490c02379b0a4,Autenticador INE - Administradora de Fondos de Cesantía,6574,1328
9e57f3868c2e44c5bb7f68029dfe1c7c,foros colaborativos CGR - Contraloría General de la República,6564,1263
dc6de3bf3d0b4f5b922935755194bea7,Simple - Secretaría de Gobierno Digital,6530,4598
16f26ac49c7c4fb4a1a936eae2a57426,Simple Andalién Sur - Servicio Local de Educación Pública Andalién Sur,6478,514
e2aeee593b9941ba91d65394bf4e63a5,Portal Ciudadano Cabildo - Municipalidad de Cabildo,6350,2027
4d03d39d09be4f3e8729c63f71edae8f,Dom Digital - Municipalidad de Panguipulli,6260,1294
c78861f80fa94deb89f1c5e255daa644,FED - Subsecretaría General de la Presidencia de la República,6163,5749
f95e14617a63412e90d346365976b74e,AUTOTEST VIH - Subsecretaría de Salud Pública,6068,937
e16bdf2168e144d396be917a93114bfa,Intranet Municipalidad Osorno - Municipalidad de Osorno,6033,434
295b6153828349ea914a9cda6020bafa,Intranet Licantén - Municipalidad de Licantén,6011,126
d7396a68ce174871a828310e28b57848,DOM Digital - Municipalidad de Maullín,5966,794
