servicio,nombre,soporte_usuario_dia,n_usuarios_distintos_control
6797cd1f6826411b80d7265a424dbad0,DocDigitalv3 - Secretaría de Gobierno Digital,649,178
8ef24b903eb44913af7ef4c2c407fa1a,OIRS DIGITAL M.PITRUFQUÉN - Municipalidad de Pitrufquén,638,522
bc3d84eac06c443d98b54a8d8f48c452,Invest Chile - Agencia de Promoción de la Inversión Extranjera,632,366
42ff973452934d5bb8e19d962b666ef5,Municipalidad de Recoleta - Simple - Municipalidad de Recoleta,630,522
e9c6970149fd4170a4e403d441ffb0fa,CCHEN OIRS - Comisión Chilena de Energía Nuclear,627,314
75de3dbfbc6640b496c7ae4b291aad05,Ris Investigación - MDSF,623,321
5239be5b1ef54a5098f57f510fb49758,Tribunal Electoral Arica - Tribunal Electoral Región de Arica y Parinacota,616,361
dabf9a8d28ca4531a0768da271658282,Sistema Gestión Liderazgo - Dirección de Educación Pública,609,233
edc462cfae544faeac12a9473bfbb64f,Postulaciones Taxis - Ministerio de Transporte y Telecomunicaciones - SubTrans,606,427
5888cda8725c41a3b0c3f47332a15ac0,Formulario de Ingreso 41 Exploración - Sernageomin,594,432
fd8e04d04e07496aa9cbc9243b1fafb2,DocDigital v3 - Subsecretaría General de la Presidencia,593,42
ba7ef76387564e8394f471ac12c400ba,Plataforma SCE - Subsecretaría del Medio Ambiente,587,180
10af8f7212f145989661a1e4dc9cbe63,DOM DIGITAL - Municipalidad de Corral,582,212
226e1648bb084d1abb814f29da125d2c,SICE DGAC - Dirección General de Aeronáutica Civil,580,504
22826d4e95ea421a9a6eec0f272acc2b,Derechos ARCO CPLT - Consejo para la Transparencia,569,451
52a527e26bf140ea95ae99a72f981c91,Solicitud Rent a Car - Servicio Nacional de Aduanas,560,167
2eaf979d6d5745f0a2056ed97dab4af1,firma.senado.cl v2 - Senado de Chile,560,111
111473a515ef420197e4759462901f12,Acceso Municipalidad de Santiago - Municipalidad de Santiago,558,180
bb0fc38082264fe6b2fd94abb24ef205,,556,130
276278bee7694a94a3dbd6dabd0ff2c9,Compromiso Joven Comunal - Instituto Nacional de la Juventud,555,274
627ac9455953497b8a19f1996a74b1e6,Plataforma de Notificaciones Demo - Subsecretaría de Hacienda,549,125
289dffeecdf4446ba61c5647e359e250,Activaciones Regionales HDT - Instituto Nacional de la Juventud,542,519
3d38cae9405846168f3d24937c736246,ELEAM Chile - Servicio Nacional del Adulto Mayor,524,297
81e6742c521c4774b412c0e730409d97,Formulario Pesca GORE Aysen - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,523,222
d2781b971406416e9b8e0905a70ccb64,Portal  Ciudadano Municipal - Municipalidad de Santa Bárbara,516,466
720865f1a985416ca1076be43c145b34,SIMPLE - Simple,493,380
5ad352ce3df14e5ebd1ae86b28b95dd0,Sistema de Votación Municipal - Municipalidad de El Bosque,492,339
18aef0cbedcb41e297924c6756fb0270,Sistema de Gestión de Tramites - Consejo Nacional de Educación,492,98
6da42fbc36c14aa791d5a7145480169c,Plataforma de Notificaciones - Subsecretaría de Hacienda,488,138
c60f5fdef7774ef9a32ccf8eecb7e9b7,docdigital 3.5 desarrollo - Subsecretaría de Hacienda,465,75
14d18ddf0040428ba873810f3e64e7a9,Vinculación EF en APS - Subsecretaría de Salud Pública,460,440
1b868c47de5a428fbcf44999107e7d80,Empresas del Estado - Subsecretaría de Hacienda,451,66
c9a5882d5d4642c3be57c53824deb881,CPAT - Subsecretaría General de la Presidencia de la República,449,25
344f2a7e91d741f69c8e638468150260,,447,302
e3e6e477ab9b499ea03f1adbb253af7e,Postulación cargos TDLC - Banco Central de Chile,442,127
37d82ead5f304c2fa7a39f2b955a4b85,Portal funcionario Plataforma Conectad@s ChileAtiende - Instituto de Prevision Social,436,293
211572ab096c49e48aae49ecfe9df302,,423,409
89578284a7f748ce95f21a5003c7467a,Registro Voluntario de Contratos Agrícolas - Subsecretaría de Economía y Empresas de Menor Tamaño,419,141
7034b8a8a0fb447393ed547bc0aa8c99,HCC Pacientes - Hcc Calama,418,277
02ff62d651f240d9b0716df832ccf677,,418,293
5fb9916ea3a14aca8505c6606cdd9fea,OIRS CCHEN - Comisión Chilena de Energía Nuclear,415,307
ccced35f6e76450d8ee16b164b1478ca,.:: Concurso Tesis - INJUV ::. - Instituto Nacional de la Juventud,402,299
a91ddee6951c4908a50292b115a4ee9f,Sitcomex - Subsecretaría de Transportes,400,52
7bbedbef60ee482ea59999db5de21221,SIIPIR GORE-V - Gobierno Regional de la Región de Valparaíso,387,86
8b989744e1fa47959372c261c781e1f2,Sistema de gestión municipal - Municipalidad de Río Claro,383,40
08bc820b6600424fb6d35b6cb95ebafe,Gestiona Canal - Comision Nacional de Riego,378,95
bcc76e40db52490da3322ae4879f333b,Auth Municipalidad de Rancagua - Municipalidad de Rancagua,376,67
c50cee0429604f53a66a3f9a43c1e844,Catálogo digital - Subsecretaría de las Culturas y las Artes,367,194
34cf838b40e94c488922d01d382bb1a8,Tramites SIMPLE SLEP M - Dirección de Educación Pública,364,87
458e09eb496b452daf1509badbe3eff4,Portal PISEE - Subsecretaría General de la Presidencia,363,270
f9f791351c554034b397e4ee279c65cd,Codificador - Subsecretaría General de la Presidencia de la República,355,81
b653f6a96058491f9a69e181ab56b762,OIRS DIGITAL COLLIPULLI - Municipalidad de Collipulli,354,84
5b600ce327ca4aa3bfff3444e5b7cfe2,Registro de Persona Jurídica - Subsecretaría de Pesca y Acuicultura,351,79
df1d0d0f4d624fe3acf5619e65ae348a,,348,219
ecffa4a897c74ee9bc7e1611fe71b6fa,,345,299
38b58b830ccb4852b9fc797ff6ec2052,,339,92
4115b8d6a1b441249a960d9b37d6e317,Dirección de Fronteras y Límites del Estado - Cerofilas - Dirección de Fronteras y Límites del Estado,336,133
ef7f52e241e04cc69c0fad85a88599bc,Autenticación SII - Servicio de Impuestos Internos (CERT),325,162
8fa9086ac91a44859b6d03153535f837,OIRS Ciudadana SUBREI - Subsecretaría de Relaciones Económicas Internacionales,323,249
c6edd56c678d41549c72798816bcd134,Firma simple de documentos - Universidad de O'Higgins,320,222
9daf76d428b549b9899a504f4d5c6268,SISA - Agroseguros,319,114
e2eaf95c2e394dc588f1f5e272aff43d,ChileAtiende Test - ChileAtiende,318,303
2c3dc79f5e85499598d57ff71ff50fc5,Portal Acceso Unico ProChile - Dirección de Promoción de Exportaciones,317,277
b0aebbbbc3bc427998e17484137f6c03,SIMPLE - Secretaría de Gobierno Digital,317,151
a1a7160adf0d4d9a9439ad89eb284a6b,Plan de Acción Infancia - Ministerio de Desarrollo Social y Familia,313,290
403071ef174f4a3e81dc9ba909b6f683,,308,199
c272e6f5ad2b4e188cb4dc5684a6e208,Tribunal Electoral Tarapacá - Tribunal Electoral Regional de Tarapacá,306,144
f3091e08412847fd9f632c6befb20371,Tribunal Electoral de Los Ríos - Tribunal electoral Región de Los Ríos,299,144
a2c464127735401c9a740e6dc1391573,Oficina OIRS - Municipalidad de Lautaro,298,211
15fd49e7f00a4e7290700469cea0cfad,BackOffice ClaveÚnica v2 - Secretaría de Gobierno Digital,297,8
3f8e54628a0d4200a36f6cca32dba405,Backend Solicitudes Ciudadanas - Municipalidad de Temuco,296,24
33178a4b199a455884aaaeb2f1f2e65b,Comisión Chilena de Energía Nuclear - SIMPLE Cerofilas - Comisión Chilena de Energía Nuclear,295,43
c65bde3a822647f0ae22e5c64a65877e,Elige Carrera - Consejo Nacional de Educación,295,249
71f7c8bdd35144d0880e3ddde29f4a1a,Certificados Estudios Online - Armada de Chile,283,70
0b16baf91a78470b8a0d74b7f07770a2,Transp. Minerales y Concentr. - Servicio Nacional de Geología y Minería,282,167
f337a463ea764a44976bd50605ad727f,DocDigital Devel - Secretaría de Gobierno Digital,274,21
b610f798fbd04cd2a465409f23a94a08,Ministerio de Bienes Nacionales - CEROFILAS - Ministerio De Bienes Nacionales,274,196
feec029f33d24f19b1ac13bca61cfcc6,Renaico en Linea - Municipalidad de Renaico,272,206
e05706d1b22d4d5e9534daee71e618fa,MercadoPublico - Dirección de Compras y Contratación Pública,271,70
6f5e1451464f4ac9896a8c512d98d0e2,,269,117
191686e57a3e4b8994f63b7b4e90014c,Login Tienda - Central de Abastecimiento del Sistema Nacional de Servicios de Salud,264,106
e0ba093bf3bc407a98dc3a7ddf06aa60,gestor documental cero papel - Municipalidad de Doñihue,258,154
7f9d0d109ac24874abc6c40f0a612f90,,258,184
41d8ac8a807045d8b6a2c52d0b0012dd,SIMPLE - Ministerio De Energía,257,131
3e985df130404b099cede3ec73379451,SIMPLE - Ministerio De Economía,250,166
c78acca09c10486f851bf7a57b75631c,Biblioteca Digital Chile - Gobierno Regional de la Región Metropolitana de Santiago,249,228
d1b1fe0caf7f4d44950c116d8110cb55,Municipalidad de Cerro Navia - Municipalidad de Cerro Navia,245,44
9e7780d6eb774a749c6eaf6118d9d145,Presupuesto Participativo 2023 - Municipalidad de Arica,243,220
b6af2ea986fc444e9d303b3df76ab648,Postulación FRPD - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,243,85
7f57a9c1abe64f1a9680cd00567438bb,,232,13
b2e91d8c2b5f4e8a86f60b926fc93f21,Presentación de proyecto plan de cierre de faenas e instalaciones mineras de aplicación general (sob - Servicio Nacional de Geología y Minería,231,133
3005f0153a1f4b4b92dbdf4e8c9b3a6c,SISTEMA DE INTEGRIDAD - Dirección General de Aeronáutica Civil,231,113
dc87897c1e9e4991bea7f2e68feac69b,Ruta de la Pyme - Gobierno Regional de la Región Metropolitana de Santiago,231,169
a6c5f07248504e4ba64ae2fd8e69d225,SEA UTALCA - Universidad de Talca,230,200
6de4019d68244e96a735838c9a3858b0,Registro de consultores - Subsecretaría de Pesca y Acuicultura,227,92
2b909c28e164409b8257f26933848c05,Servicio Nacional del Consumidor - Cerofilas - Servicio Nacional del Consumidor,227,154
ffcbc3f955b4421bbad32293f6f12a97,Teleconsulta-Fonasa - Fondo Nacional de Salud,227,67
1ab33fcd51234bbba5c0f9779709f4f5,SIPEC OFFLINE - Servicio Agrícola y Ganadero,226,189
6301f20cf48c4845acb8931555321167,Dynamics SE - Dynamics SE,221,23
835c8e988d6f4afaa269f7a384c2981f,tramitesempresas - subtel,217,119
118b21468a084bb6b8bc7ccc5d962842,INACH OIRS - Instituto Antártico Chileno,216,160
fb74fb1e98d447cc875898434e8135bc,SigesPass - Ministerio Público,213,176
dbee8a741cc94268936d7054650fd1bb,Requerimientos de Compra - Subsecretaría de Energía,209,22
b1e9ec69f1de498ba6cb51efb2a113fb,Protocolo Vals - Subsecretaría del Medio Ambiente,207,38
a1b347d50adc4315b9d360f160c59a06,Bienestar GORE Aysén - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,204,95
1c75f27975cb4cce82fa820b72934002,Plataforma EAT - Subsecretaría de Transportes,204,50
2b43d47c87294e5db243e3515a2e3d34,,204,49
e491de2dff8946729d4a20b84c1103d1,Sistema Votación - Instituto Nacional de Deportes de Chile,202,189
ee4fd0c8a0294ee5a1c7755401e304f3,Consultor La Copiapó - Servicio Salud Atacama,202,188
93005bb4f9ab4e5b8aeca0d6b7e1511d,Formulario Entrevistadores - Subsecretaría de Justicia,201,173
2001f287b97944c6999676fdd2df7cdd,Dirección General de Aeronáutica Civil - Cerofilas - Dirección General de Aeronáutica Civil,200,116
23c0d744a1224c6e9c86c790bc606bc3,,199,114
51f3d5f6f2bc4bf39a5c9e4079971b4f,Autorizaciones - Fonasa - Fondo Nacional de Salud,197,143
45b449c51d2d46c18bde729e3314e67c,Municipalidad de Parral - Simple - Municipalidad de Parral,195,186
a0184360dccb433cb80deb1830c74ae6,Ministerio de Minería - Subsecretaría de Minería,192,50
cee98b6d669c4f7c9bde634407658c31,ATG Sernageomin - Servicio Nacional de Geología y Minería,191,95
509bec47f6f648fd8f994cb1e868bce8,Comunidad Organizaciones - Subsecretaría del Interior,187,127
74bb16b66fd745af80d7aa5cb545f8f6,Teleconsulta - Ministerio de Salud,186,100
5fb02a76ced04cacbe9bfac45533d82b,Ventanilla Digital - Servicio de Salud Coquimbo,184,167
831d2c606fb044fc98b3110a389c20c1,SIMPLE - Subsecretaría de Educación,183,178
9ee7b258cc1b40ada791646126bd9784,Premio por Logro - Instituto Nacional de Deportes de Chile,183,91
6537800c945f483e9472bbabc2f6b37f,SRCeI Soporte ClaveÚnica - Subsecretaría General de la Presidencia,181,8
90f303eadee14a55acbdd845f00b8062,,181,122
4efd4776920a4402ba2bdfcb5cc2eb71,Plataforma digital Acciona - Subsecretaría de las Culturas y las Artes,176,53
dfd2e183c6f74e8f999a94bfc72972ff,Fondo Educación Previsional - Subsecretaría de Previsión Social,175,135
fdb536768bcf4a55b66eada0b7605469,Servicio Nacional de la Discapacidad - Cerofilas - Servicio Nacional de la Discapacidad,175,147
054ba6a77789417db76ce1e604712484,,174,161
b7c2b83109814b95a9be2667e337fd1f,Municipalidad de El Quisco - Municipalidad de El Quisco,169,138
cf9f635066cc4f568e49c61638381b2e,Tarjeta Vecinal Fronteriza - Servicio Nacional de Migraciones,167,131
9a51032305784515a6b37516b717d912,Me Cuido Te Cuido - Servicio Nacional del Adulto Mayor,165,139
d6cf2b851517457f8ee24f42ab129458,Concurso de Ilustraciones - Instituto Nacional de la Juventud,165,140
4f11069dff674bb2b45b66dd0bfbb82d,Recupera.ULS - Universidad de La Serena,160,113
6ceddbb3ac314edcbabbe22047ffc6cb,Consulta Ciudadana - SUBREI - Subsecretaría de Relaciones Económicas Internacionales,158,44
2d623e1e711f4310a03bcd37145fa68b,Sistema Gestor documental - Municipalidad de Hualañé,156,111
87c178a995084f828621a9b238c2b127,,155,105
5e67ff1ca7f447beafc1284e8f8021c3,Mamíferos Marinos - Subsecretaría de Pesca y Acuicultura,153,62
31ce15efc43b4bbabf22d05b413ddc46,Hidatidosis - Subsecretaría de Salud Pública,151,141
52a69c24afb24da489ca2df0354c1636,,151,128
d0bb6506628a4f37bbee7e2aa4097b92,Fiscalía Atiende - Ministerio Público,150,119
79518a88e17c45fba68ad9b4e2290716,ZeCeroPapel - Municipalidad de Lota,148,92
95626b55570a4c5aaf9e3502a5c4ef65,,146,99
cbb4a10ad8d847fcb3448abb1b6cf0df,MOP-FEBOS - Ministerio de Obras Publicas,143,130
2f9ded193ab441239a729f4fbf883f40,Consulta de Documentos - Subsecretaría de Obras Públicas,140,74
06b2cb7fe2e848dcb2edb3f8c8cf8686,Portal IM. de Coihueco - Municipalidad de Coihueco,140,118
ccb0008ff3804c8c8ccb8fbd99548826,Comisaría Virtual - Ministerio de Interior y Seguridad Pública,133,93
6412c104fc4344ad90cd50ee079d8338,Registro Consultores - Comisión Nacional de Riego,128,100
c347aeab77a545a58a07bc77d5e4a9f7,Correos Masivos - Subsecretaría General de Gobierno,127,20
42ae0bec8c154946af91f4e523026b44,Índice de Innovación Pública - bid-local,125,101
89f465cbdf2e410b8eb669cdaf6633b6,Ley de Transformación Digital - Subsecretaría General de la Presidencia de la República,124,70
058fa5fa330a44009ea79e0f80a33caf,Portal Cuidadano SSMS - Servicio de Salud Metropolitano Sur,123,26
e56c6642c4174e18879062852eca4837,App Fomento Pinto - Municipalidad de Pinto,115,104
86cc3dc06f0b4db4aca94d37f008646d,Plataforma RIO - Instituto Nacional de la Juventud,113,21
ea10f317f0d745398552b151477aef8c,,112,70
87da54901083486bb174fca1f06ce402,Aula Virtual SENAME - Servicio Nacional de Menores,109,90
a5ce876e783f466daa4a9bccacd2fc0b,Portal Paciente - Complejo Asistencial Dr. Víctor Ríos Ruiz,109,16
34716c48361b466a9fa3d1bbcece2c82,Ministerio de Bienes Nacionales Plan de Licitaciones - Ofertas Online - Subsecretaría de Bienes Nacionales,109,34
bba1695dcf51463088d96fa6e93a4a63,Sistema de Violencia de Género - Subsecretaría de la Mujer y la Equidad de Género,107,42
0071e1295b934214acc2fb37569b7d20,ZeCeroPapel - Municipalidad de Curacaví,106,39
6caf4c7c95d84811bce4256a409a7ce8,Contraloria General de la Republica - Test - CONTRALORIA,106,28
2ae8cc41f0ba4330bfbc64172c113128,,105,98
c209165d6d644b8e88cf663c88da5893,Fomento ENAMI - Empresa Nacional de Minería,104,27
c153ae6cdb92435ab1cb9dfe6e8c3058,Declaracion de Patrimonio e Intereses - Subsecretaría General de la Presidencia de la República,102,102
5ad9f8025fff4c0bb966430f829553c4,Simple - CONADI - Corporación Nacional de Desarrollo Indígena,101,15
2f39ca736a2b4cb28163c7a9d8a74dff,,101,93
d607991e276e4098ba4faf90dce2a9e1,Expediente Proc. Sancionadores - Superintendencia de Pensiones,100,32
9a48b0e0bc8b4f4e8bb1ef78fbc01735,Gestor Documental - Instituto Nacional de la Juventud,99,41
525561e2446d40aabe6e142645167f75,Portal de tramitación LME - Fondo Nacional de Salud,99,65
9a221b8a913e46bfab46a9ffa8f6d38b,,99,50
b20d1485ce8a4bb480bf67127ce41ce9,,98,19
a623a934c32e42b48312a614ccfdf839,,95,7
3a71c6503e0a4f2db50866b08d642804,Portal de Denuncias - Subsecretaría de Bienes Nacionales,94,45
ebdc01aed2cd4839bad55c99f79a17d7,Concesiones Acuícolas - Subsecretaría para las Fuerzas Armadas,94,68
9323e2fd554b4bde80d4b25ec2676680,Transformación Digital (cert) - Subsecretaría General de la Presidencia de la República,92,11
54219274356748edbcc95dffe44b8a08,Microsystem - Microsystem S.A.,91,57
e85593238c824767a9dee817a5e31671,Mi ChileAtiende - Instituto de Previsión Social,88,21
ad0f030aedc44b3299ed8069d6bf99b6,Intranet Ránquil - Municipalidad de Ránquil,87,30
1add8b546b2e48a58abe78e04a2702ba,Participa GORE Antofagasta - Gobierno Regional de la Región de Antofagasta,86,48
643aee524dc242c8b25fdfb4c175db03,,85,25
419c1c78c35444c5878bbf010a247d5a,elección CAB - Instituto Nacional de la Juventud,84,81
d45a60c22ada4e1398498eb38446eb03,Atención Vecino Santo Domingo - Municipalidad de Santo Domingo,82,20
9d09abef270246199210391ffcfc2452,Mesa de Ayuda MSGG - Ministerio Secretaría General de Gobierno,81,10
72066929049d4fb9be97be599684ddd7,Crédito Funcionario - Caja de Previsión de la Defensa Nacional,81,23
e42dd4690ccb419d8fd84087809b2889,Ingreso FNDR - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,80,56
acb54f4a25f8437a9ad905c696065aac,SIMPLE - Secretaría de Gobierno Digital,79,44
1509622197a34997b6ecbbafdc53a5b4,Sistema de Evaluaciones - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,79,7
31ca0ff53b074d7bbf344c6ddf3abfe9,Formulario COSOC - Subsecretaría de Relaciones Económicas Internacionales,78,46
3613aeb208da42468549dea62c504889,,78,28
7b3827379e0a44729ed504c85ce47eb1,Municipalidad de Los Sauces - Simple - Municipalidad de Los Sauces,77,63
372aaeba12154913a4f4e8385fb1bf82,Formulario PNC - Subsecretaría de Relaciones Económicas Internacionales,74,37
62a08a230893468a861b8b7abfffdf25,Trámites de ClaveÚnica para Instituciones - Subsecretaría General de la Presidencia,72,42
0189b672c47f4ea2a836485db96fe94a,SIMORE - SISTEMA DE MONITOREO - Subsecretaría de Derechos Humanos,71,16
8a9f89bedf0940119071ed84f94c570d,IFE - MDS,70,54
c4ce664e8f0b4341ac5b00079f527159,Escritorio Digital - Subsecretaría General de la Presidencia de la República,70,35
338f907beec74662b31ae7208a3a29df,ZeCeroPapel - Municipalidad de Salamanca,70,22
64a47493be064546bd385b2351007b9d,Biblioteca Digital - Ministerio Secretaria General de la Presidencia,69,66
2a6057bdfbb6484fa91ddc2ce852d297,Plan de cierre de faenas entre 5.000 tpm. y 10.000 tpm - Servicio Nacional de Geología y Minería,69,56
cb5950c1b7934f18adc82d161da640ec,licitaciones - Fondo de Solidaridad e Inversión Social,68,31
82db9da73d1547e7824111f4eadf7da1,Haz Tu Tesis-Seguridad Social - Subsecretaría de Previsión Social,68,33
a7acf59f2dd74c599836c1a6cd719a76,Subsecretaría del Interior - Subsecretaría del Interior,67,62
ce6a59339b124bf3bf0dd048308b2267,Elección Comité Paritario - Instituto Nacional de la Juventud,66,62
dce62c3eb0c64f86852275ce5e3e623d,CMS Interoperabilidad - Subsecretaría de Hacienda,66,36
11c33605d0b64b68bd4295abcca6b899,Nuevo SIGEX - Servicio Nacional de Geología y Minería,64,18
b169192c478149d7a0c8baced4513d2c,Retiro saldo Cuenta Individual - AFC Chile,60,16
3186204dea404980b5bf5e49be20326d,Simple - Da lo mismo,60,3
9963de59629c454c9b3eb0d426338fcf,Sistema de Gestión de Reclamos - Instituto de Previsión Social,58,52
ea5fcb5c0a4746018fb722e1fa013455,Sistema de Convenios - Subsecretaría de Bienes Nacionales,57,10
cd70a115d69548e28bf973280856b465,MPH Administración - Municipalidad de Padre Hurtado,57,12
d6a08f6eb75645fb8c135e26dc161c06,,57,25
bee5ea2b5d904b97aa469c69baa46716,,56,30
0baeeffd57bd4885b75da18b20fedb1e,Sistema de Postulación de Fondos Concursables FNDR 6% - Gobierno Regional de La Araucanía,55,44
1f1e9708d7004f8c838ab1eba1d8460a,chanco.powerdocs.cl - Municipalidad de Chanco,53,15
13610e4f87104e489c9ce395c732021a,,53,44
26b4ed3b679045889fdc5539a4c2d4fc,Incautación de Vehículos - Ministerio Público,52,35
0b02bcb195c44928b02cb9d6e08b50f1,Declaración No Conflicto - Dirección de Vialidad,51,21
fb4e2a764a3547c4a3dad62f3c722509,OIRS Municipalidad de Cunco - Municipalidad de Cunco,51,18
7328f256ea16442b87ee2223eba94e2c,Fiscalía UTA - Universidad de Tarapacá,51,14
58cd425af1eb4f34bb5b1bbd483f2811,Documentos MSGG - Subsecretaría General de Gobierno,51,36
3e3aba346dd14d4997d80da96aec88bc,Portal de Datos PDI - Subsecretaría General de la Presidencia de la República,51,9
d9e8c113da1340f198d483e6307085c8,,51,30
1f4d401dc99f447fbea4ec4ef97a956e,Gobierno Regional de La Araucanía - Cerofilas - Gobierno Regional de La Araucanía,50,35
698f2aa947884e608b054a042169d1f7,Entrevista Video Grabadas - Subsecretaría de Justicia,50,46
100b9b00bcfb4eb8903a743893f2c3e3,,50,8
e167e735d93e4ce7ab8a6e0235fc7e68,Web Ahumada Fonasa - Farmacias Ahumada,49,24
471ee7cea7f6437aaaa9ed2a165e9c11,SIMPLE - Subsecretaría de Transportes,47,13
71c1b3c7c9a248b38339ef9bc12c449b,Registro de Goce Singular - Subsecretaría de Bienes Nacionales,46,41
316ddf2744304fe5b4042557a606b80c,Registro de donaciones - Subsecretaría de Economía y Empresas de Menor Tamaño,46,43
ab1834161a834ff19d692dccfb0e6d51,Plataforma Creamos de INJUV - Instituto Nacional de la Juventud,45,45
65e5b89cb8a94d5aad7f187e81042eba,Sistema ImposicionDesahucio - Subsecretaría del Interior,45,28
bac44cbe59c24c19b176aec408c418eb,Sitio Privado SITS - Fondo Nacional de Salud,45,31
868f1db98d35463fb1dd8e763cb68402,SIMPLE - Secretaría de Gobierno Digital,43,43
4e7de8bff7fd4c0ea79df7c339f6ca4c,,43,23
6feca12211ec49d1a6c8b657222438ff,,42,6
0dc2280ec9a145b09e9437a060c26812,Donación de Bienes - Subsecretaría de Bienes Nacionales,41,40
13cd47e6ddaa49d4b6d80b3a907dd750,Simple totems - Instituto de Previsión Social,41,38
1d322c450315498d8a800c3d78501b58,Formulario de Inscripción SNEC - Subsecretaría de Educación,40,30
03d1671692794427aebc67732337c3fb,SISREC - Contraloría General de la República,40,13
4fed7e1a61eb42e0b4d809ec0287b7a4,PAGO REMOTO UNIDAD CREDITO - Dirección General del Crédito Prendario,39,34
540fb3002e9a4dfbba0eaef070dd2f2c,Registro de Incorporación de Trabajadores Independientes - Instituto de Seguridad Laboral,37,32
6dae3b95daa5482b86deb64c905b95d2,,36,11
ff7045764d5f488d8cb595334492ef36,Sistema de Derivación de Casos - Servicio Nacional del Consumidor,35,22
9eda9c3545c14e6ca50118beb2d424dd,Plataformas - INJUV - Instituto Nacional de la Juventud,35,10
d28a1351a3ea4b6297d96e852e1fce56,Quiero Participar - Universidad de Chile,35,35
2994b5404866430f8331d3c3cbc44077,"p@y<""'p@y - Banco del Estado de Chile",33,9
7a1c994750d24f3bbc40a32000208f94,Sist. Gestión de Licencias - Subsecretaría de Transportes,33,10
1e48587d85de457c85bb7cd578e814c2,Hospital Digital - Subsecretaría de Salud Pública,33,18
cc2ac8faa699414795e1b174025527da,,33,24
57ef588b8cf346a8bdf0dc71fbc427f1,,32,6
eabc48e8978c48e0b2d723d1b38ed579,,32,24
c48448a9fe0b4a2d813d47252ee98b1d,CasillaÚnica Demo - Subsecretaría de Hacienda,31,6
ce8e2d0a566d4a0b844c1a0401162509,Validador de RUN - Subsecretaría General de Gobierno,31,14
1171191223234713bc823c2ba866a843,Oficina Virtual UTA - Universidad de Tarapacá,30,16
bc55fc87c21e47869f2c71d5773bc503,Comisaría Virtual CV - Carabineros de Chile,30,28
bad1ebf55ae145a0a37d44b7613c5cf5,,30,30
982c548630d742a5b07b7928159b4a50,Resultados PCR en Pudahuel - Municipalidad de Pudahuel,29,29
8047edb104d347bdb59f66284cc93dbb,FirmaDOX - FirmaDOX,29,7
37789749054445d1b64d1fdf9016d0a1,fonendo - Servicio Salud O'Higgins,29,15
1875d5df42ae427b9a48550951b25d4f,Universidad de Chile - Elearning - Universidad de Chile,29,28
2874cd0403124bacbbca5d563b7696bc,,29,4
5a9f6ccc7d1146ad9c769022bccefc82,Gestor documental ZeCeroPapel - Municipalidad de Chile Chico,28,16
dcf8ea7cbf18480f8e389c42d10471e0,,28,4
c06dcb061aed4e85bfb713760c77034b,RUN Back Office - Servicio de Registro Civil e Identificación,27,27
6420f4699e704603b90df684e30899b3,Araucania Apps - Gobierno Regional de la Región de la Araucanía,27,8
92cc198fd5a84779bf85498b7abdcb6a,C19 - Ministerio de Salud,27,21
126b81e033994798942689177c9ddb29,VecinoApp - Municipalidad de Santo Domingo,27,5
bd5faf691bc34f21a8dbaa32ec3b73e2,,27,15
8d005988eade43499a2aab12ad96a425,Intranet Hospital de Linares - Servicio de Salud Maule,26,7
517c8bf80d954ae0a9c3313be111089f,,26,3
89b4311fd8eb47dda51d55b82d12507e,,26,7
e8dce48cecf1475688190e2db25268de,Info Rendición GORE Araucania - Gobierno Regional de la Región de la Araucanía,25,10
0bde2938580e438ea12691b2c521b575,D-CODE - Municipalidad de Petorca,25,10
4dba7cd069114919ad0b914d1ea78893,Gestor Recinto Deportivo - Municipalidad de Lo Barnechea,25,9
1b7d593f42474e86b3a751c1050e1006,,25,11
df99c76de49b4375b9d83b9198e510b8,Portal Municipal Río Claro - Municipalidad de Río Claro,24,13
51c49a7b503c4f82b8ea85ebe14317da,Fiscalización 2.0 - Superintendencia de Insolvencia y Reemprendimiento,22,21
d1bc52adaa93475f998642138dc48ef0,SISFOR - Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,22,5
bd68b427b4094243a88519657e8404cd,,22,8
afc3acf6618d448d91dc104ab8814b11,SIAC Cultura - Subsecretaría de las Culturas y las Artes,21,9
0ced53360b2144438ae2d0fa3d7a81f0,DocDigital 2 - SEGPRES,21,19
7e5561dae0dc47caaa48c0ae714b8b2e,Mi Marca - Presidencia de la República,21,16
58590e2ddc024ebcbf03d1a772173746,,20,5
3cb014bbaea74610b3a5312c4169c730,Portal DOM en línea - Ministerio de vivienda y urbanismo,19,14
696679d8d2d44e329660c105aa436400,Fomento Productivo Tiltil - Municipalidad de Tiltil,19,5
85ba55dec21649689bd35398ce1c190f,Permuta de Inmuebles - Subsecretaría de Bienes Nacionales,19,17
4a7b21ebada84c12bbcefb86b3710dbf,Ampliación RPA - Servicio Nacional de Pesca y Acuicultura,19,17
