grupo_a,grupo_b,mes,co_uso
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2024-11-01 00:00:00,3984
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2024-12-01 00:00:00,3984
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2025-01-01 00:00:00,5894
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2025-02-01 00:00:00,8017
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2025-03-01 00:00:00,16710
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2025-04-01 00:00:00,5426
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2025-05-01 00:00:00,3745
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2025-06-01 00:00:00,3004
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2025-07-01 00:00:00,1436
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2025-08-01 00:00:00,2431
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2025-09-01 00:00:00,1600
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2025-10-01 00:00:00,19784
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2025-11-01 00:00:00,5974
FUAS-Mineduc (servicio),Servicio de Impuestos Internos,2025-12-01 00:00:00,3593
FUAS-Mineduc (servicio),Ventanilla Única Social (servicio),2025-05-01 00:00:00,4960
FUAS-Mineduc (servicio),Ventanilla Única Social (servicio),2025-06-01 00:00:00,6192
FUAS-Mineduc (servicio),Ventanilla Única Social (servicio),2025-07-01 00:00:00,5436
FUAS-Mineduc (servicio),Ventanilla Única Social (servicio),2025-08-01 00:00:00,5987
FUAS-Mineduc (servicio),Ventanilla Única Social (servicio),2025-09-01 00:00:00,4794
FUAS-Mineduc (servicio),Ventanilla Única Social (servicio),2025-10-01 00:00:00,81228
FUAS-Mineduc (servicio),Ventanilla Única Social (servicio),2025-11-01 00:00:00,8893
FUAS-Mineduc (servicio),Ventanilla Única Social (servicio),2025-12-01 00:00:00,8977
Ministerio Público,Poder Judicial,2024-01-01 00:00:00,25518
Ministerio Público,Poder Judicial,2024-02-01 00:00:00,22732
Ministerio Público,Poder Judicial,2024-03-01 00:00:00,25498
Ministerio Público,Poder Judicial,2024-04-01 00:00:00,27674
Ministerio Público,Poder Judicial,2024-05-01 00:00:00,26330
Ministerio Público,Poder Judicial,2024-06-01 00:00:00,25831
Ministerio Público,Poder Judicial,2024-07-01 00:00:00,30385
Ministerio Público,Poder Judicial,2024-08-01 00:00:00,28770
Ministerio Público,Poder Judicial,2024-09-01 00:00:00,26862
Ministerio Público,Poder Judicial,2024-10-01 00:00:00,33551
Ministerio Público,Poder Judicial,2024-11-01 00:00:00,34833
Ministerio Público,Poder Judicial,2024-12-01 00:00:00,32025
Ministerio Público,Poder Judicial,2025-01-01 00:00:00,36237
Ministerio Público,Poder Judicial,2025-02-01 00:00:00,32286
Ministerio Público,Poder Judicial,2025-03-01 00:00:00,39451
Ministerio Público,Poder Judicial,2025-04-01 00:00:00,41118
Ministerio Público,Poder Judicial,2025-05-01 00:00:00,41343
Ministerio Público,Poder Judicial,2025-06-01 00:00:00,41019
Ministerio Público,Poder Judicial,2025-07-01 00:00:00,47300
Ministerio Público,Poder Judicial,2025-08-01 00:00:00,45901
Ministerio Público,Poder Judicial,2025-09-01 00:00:00,42890
Ministerio Público,Poder Judicial,2025-10-01 00:00:00,48829
Ministerio Público,Poder Judicial,2025-11-01 00:00:00,47417
Ministerio Público,Poder Judicial,2025-12-01 00:00:00,44316
Ministerio Público,Registro Social de Hogares (servicio),2024-01-01 00:00:00,7081
Ministerio Público,Registro Social de Hogares (servicio),2024-02-01 00:00:00,5394
Ministerio Público,Registro Social de Hogares (servicio),2024-03-01 00:00:00,7491
Ministerio Público,Registro Social de Hogares (servicio),2024-04-01 00:00:00,7262
Ministerio Público,Registro Social de Hogares (servicio),2024-05-01 00:00:00,6645
Ministerio Público,Registro Social de Hogares (servicio),2024-06-01 00:00:00,7540
Ministerio Público,Registro Social de Hogares (servicio),2024-07-01 00:00:00,13087
Ministerio Público,Registro Social de Hogares (servicio),2024-08-01 00:00:00,7772
Ministerio Público,Registro Social de Hogares (servicio),2024-09-01 00:00:00,6535
Ministerio Público,Registro Social de Hogares (servicio),2024-10-01 00:00:00,11062
Ministerio Público,Registro Social de Hogares (servicio),2024-11-01 00:00:00,8182
Ministerio Público,Registro Social de Hogares (servicio),2024-12-01 00:00:00,7367
Ministerio Público,Registro Social de Hogares (servicio),2025-01-01 00:00:00,12116
Ministerio Público,Registro Social de Hogares (servicio),2025-02-01 00:00:00,8580
Ministerio Público,Registro Social de Hogares (servicio),2025-03-01 00:00:00,14084
Ministerio Público,Registro Social de Hogares (servicio),2025-04-01 00:00:00,11232
Ministerio Público,Registro Social de Hogares (servicio),2025-05-01 00:00:00,7242
Ministerio Público,Registro Social de Hogares (servicio),2025-06-01 00:00:00,602
Ministerio Público,Registro Social de Hogares (servicio),2025-07-01 00:00:00,14
Ministerio Público,Registro Social de Hogares (servicio),2025-08-01 00:00:00,12
Ministerio Público,Registro Social de Hogares (servicio),2025-09-01 00:00:00,14
Ministerio Público,Registro Social de Hogares (servicio),2025-10-01 00:00:00,11
Ministerio Público,Registro Social de Hogares (servicio),2025-11-01 00:00:00,5
Ministerio Público,Registro Social de Hogares (servicio),2025-12-01 00:00:00,4
Ministerio Público,Servicio de Impuestos Internos,2024-01-01 00:00:00,6647
Ministerio Público,Servicio de Impuestos Internos,2024-02-01 00:00:00,6037
Ministerio Público,Servicio de Impuestos Internos,2024-03-01 00:00:00,11639
Ministerio Público,Servicio de Impuestos Internos,2024-04-01 00:00:00,28829
Ministerio Público,Servicio de Impuestos Internos,2024-05-01 00:00:00,11792
Ministerio Público,Servicio de Impuestos Internos,2024-06-01 00:00:00,7958
Ministerio Público,Servicio de Impuestos Internos,2024-07-01 00:00:00,9315
Ministerio Público,Servicio de Impuestos Internos,2024-08-01 00:00:00,8149
Ministerio Público,Servicio de Impuestos Internos,2024-09-01 00:00:00,8167
Ministerio Público,Servicio de Impuestos Internos,2024-10-01 00:00:00,10645
Ministerio Público,Servicio de Impuestos Internos,2024-11-01 00:00:00,10740
Ministerio Público,Servicio de Impuestos Internos,2024-12-01 00:00:00,9877
Ministerio Público,Servicio de Impuestos Internos,2025-01-01 00:00:00,12218
Ministerio Público,Servicio de Impuestos Internos,2025-02-01 00:00:00,9935
Ministerio Público,Servicio de Impuestos Internos,2025-03-01 00:00:00,19791
Ministerio Público,Servicio de Impuestos Internos,2025-04-01 00:00:00,48305
Ministerio Público,Servicio de Impuestos Internos,2025-05-01 00:00:00,21477
Ministerio Público,Servicio de Impuestos Internos,2025-06-01 00:00:00,13680
Ministerio Público,Servicio de Impuestos Internos,2025-07-01 00:00:00,15670
Ministerio Público,Servicio de Impuestos Internos,2025-08-01 00:00:00,14435
Ministerio Público,Servicio de Impuestos Internos,2025-09-01 00:00:00,14024
Ministerio Público,Servicio de Impuestos Internos,2025-10-01 00:00:00,15740
Ministerio Público,Servicio de Impuestos Internos,2025-11-01 00:00:00,19986
Ministerio Público,Servicio de Impuestos Internos,2025-12-01 00:00:00,14690
Ministerio Público,Ventanilla Única Social (servicio),2025-05-01 00:00:00,7508
Ministerio Público,Ventanilla Única Social (servicio),2025-06-01 00:00:00,13334
Ministerio Público,Ventanilla Única Social (servicio),2025-07-01 00:00:00,17954
Ministerio Público,Ventanilla Única Social (servicio),2025-08-01 00:00:00,12995
Ministerio Público,Ventanilla Única Social (servicio),2025-09-01 00:00:00,10554
Ministerio Público,Ventanilla Única Social (servicio),2025-10-01 00:00:00,14877
Ministerio Público,Ventanilla Única Social (servicio),2025-11-01 00:00:00,11709
Ministerio Público,Ventanilla Única Social (servicio),2025-12-01 00:00:00,13835
Poder Judicial,Registro Social de Hogares (servicio),2024-01-01 00:00:00,89014
Poder Judicial,Registro Social de Hogares (servicio),2024-02-01 00:00:00,65685
Poder Judicial,Registro Social de Hogares (servicio),2024-03-01 00:00:00,88168
Poder Judicial,Registro Social de Hogares (servicio),2024-04-01 00:00:00,80133
Poder Judicial,Registro Social de Hogares (servicio),2024-05-01 00:00:00,73048
Poder Judicial,Registro Social de Hogares (servicio),2024-06-01 00:00:00,79880
Poder Judicial,Registro Social de Hogares (servicio),2024-07-01 00:00:00,133996
Poder Judicial,Registro Social de Hogares (servicio),2024-08-01 00:00:00,80530
Poder Judicial,Registro Social de Hogares (servicio),2024-09-01 00:00:00,66917
Poder Judicial,Registro Social de Hogares (servicio),2024-10-01 00:00:00,104652
Poder Judicial,Registro Social de Hogares (servicio),2024-11-01 00:00:00,73900
Poder Judicial,Registro Social de Hogares (servicio),2024-12-01 00:00:00,69409
Poder Judicial,Registro Social de Hogares (servicio),2025-01-01 00:00:00,112304
Poder Judicial,Registro Social de Hogares (servicio),2025-02-01 00:00:00,73119
Poder Judicial,Registro Social de Hogares (servicio),2025-03-01 00:00:00,113991
Poder Judicial,Registro Social de Hogares (servicio),2025-04-01 00:00:00,82520
Poder Judicial,Registro Social de Hogares (servicio),2025-05-01 00:00:00,51652
Poder Judicial,Registro Social de Hogares (servicio),2025-06-01 00:00:00,4329
Poder Judicial,Registro Social de Hogares (servicio),2025-07-01 00:00:00,122
Poder Judicial,Registro Social de Hogares (servicio),2025-08-01 00:00:00,133
Poder Judicial,Registro Social de Hogares (servicio),2025-09-01 00:00:00,51
Poder Judicial,Registro Social de Hogares (servicio),2025-10-01 00:00:00,78
Poder Judicial,Registro Social de Hogares (servicio),2025-11-01 00:00:00,30
Poder Judicial,Registro Social de Hogares (servicio),2025-12-01 00:00:00,25
Poder Judicial,Servicio de Impuestos Internos,2024-01-01 00:00:00,60484
Poder Judicial,Servicio de Impuestos Internos,2024-02-01 00:00:00,56260
Poder Judicial,Servicio de Impuestos Internos,2024-03-01 00:00:00,97952
Poder Judicial,Servicio de Impuestos Internos,2024-04-01 00:00:00,210860
Poder Judicial,Servicio de Impuestos Internos,2024-05-01 00:00:00,97560
Poder Judicial,Servicio de Impuestos Internos,2024-06-01 00:00:00,65172
Poder Judicial,Servicio de Impuestos Internos,2024-07-01 00:00:00,70652
Poder Judicial,Servicio de Impuestos Internos,2024-08-01 00:00:00,64110
Poder Judicial,Servicio de Impuestos Internos,2024-09-01 00:00:00,62983
Poder Judicial,Servicio de Impuestos Internos,2024-10-01 00:00:00,76232
Poder Judicial,Servicio de Impuestos Internos,2024-11-01 00:00:00,70139
Poder Judicial,Servicio de Impuestos Internos,2024-12-01 00:00:00,65995
Poder Judicial,Servicio de Impuestos Internos,2025-01-01 00:00:00,80661
Poder Judicial,Servicio de Impuestos Internos,2025-02-01 00:00:00,62994
Poder Judicial,Servicio de Impuestos Internos,2025-03-01 00:00:00,115026
Poder Judicial,Servicio de Impuestos Internos,2025-04-01 00:00:00,236534
Poder Judicial,Servicio de Impuestos Internos,2025-05-01 00:00:00,112747
Poder Judicial,Servicio de Impuestos Internos,2025-06-01 00:00:00,75321
Poder Judicial,Servicio de Impuestos Internos,2025-07-01 00:00:00,82314
Poder Judicial,Servicio de Impuestos Internos,2025-08-01 00:00:00,80700
Poder Judicial,Servicio de Impuestos Internos,2025-09-01 00:00:00,72319
Poder Judicial,Servicio de Impuestos Internos,2025-10-01 00:00:00,77750
Poder Judicial,Servicio de Impuestos Internos,2025-11-01 00:00:00,107917
Poder Judicial,Servicio de Impuestos Internos,2025-12-01 00:00:00,75179
Poder Judicial,Ventanilla Única Social (servicio),2025-05-01 00:00:00,54596
Poder Judicial,Ventanilla Única Social (servicio),2025-06-01 00:00:00,97476
Poder Judicial,Ventanilla Única Social (servicio),2025-07-01 00:00:00,123701
Poder Judicial,Ventanilla Única Social (servicio),2025-08-01 00:00:00,97503
Poder Judicial,Ventanilla Única Social (servicio),2025-09-01 00:00:00,75005
Poder Judicial,Ventanilla Única Social (servicio),2025-10-01 00:00:00,101008
Poder Judicial,Ventanilla Única Social (servicio),2025-11-01 00:00:00,82649
Poder Judicial,Ventanilla Única Social (servicio),2025-12-01 00:00:00,89732
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-01-01 00:00:00,84340
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-02-01 00:00:00,66774
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-03-01 00:00:00,145199
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-04-01 00:00:00,272755
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-05-01 00:00:00,111618
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-06-01 00:00:00,88331
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-07-01 00:00:00,127373
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-08-01 00:00:00,76229
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-09-01 00:00:00,66501
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-10-01 00:00:00,107856
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-11-01 00:00:00,72564
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2024-12-01 00:00:00,65888
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-01-01 00:00:00,121918
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-02-01 00:00:00,72630
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-03-01 00:00:00,177745
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-04-01 00:00:00,283735
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-05-01 00:00:00,76564
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-06-01 00:00:00,4751
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-07-01 00:00:00,104
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-08-01 00:00:00,107
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-09-01 00:00:00,46
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-10-01 00:00:00,57
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-11-01 00:00:00,47
Registro Social de Hogares (servicio),Servicio de Impuestos Internos,2025-12-01 00:00:00,31
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-01-01 00:00:00,1
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-05-01 00:00:00,109741
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-06-01 00:00:00,26276
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-07-01 00:00:00,488
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-08-01 00:00:00,358
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-09-01 00:00:00,217
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-10-01 00:00:00,255
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-11-01 00:00:00,126
Registro Social de Hogares (servicio),Ventanilla Única Social (servicio),2025-12-01 00:00:00,97
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-05-01 00:00:00,78005
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-06-01 00:00:00,96722
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-07-01 00:00:00,112999
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-08-01 00:00:00,87132
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-09-01 00:00:00,68588
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-10-01 00:00:00,92120
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-11-01 00:00:00,116300
Servicio de Impuestos Internos,Ventanilla Única Social (servicio),2025-12-01 00:00:00,90558
