proveedora,dueña,n_procedimientos_cpat,soporte,marginal_proveedora,marginal_dueña,lift,frac_direccion_esperada,proveedora_antes,dueña_antes,mismo_dia
Fondo Nacional de Salud,Instituto Nacional de Deportes de Chile,4,9181,6335323,16062,1.2704572855910503,0.681316278561277,6232,2915,34
Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,1,9177,20626,222671,28.135881286399155,0.31747516072472237,2716,5839,622
Superintendencia de Educación,Universidad de La Frontera,1,9129,85772,201482,7.438406032909256,0.2839872513463018,2584,6515,30
Servicio de Registro Civil e Identificación,Universidad de Tarapacá,4,8723,9820357,9678,1.2923836134336841,0.6343274921666473,5466,3151,106
Servicio de Impuestos Internos,Servicio Nacional del Adulto Mayor,2,8441,7051586,14027,1.201657663633026,0.6525211586601501,5474,2915,52
Dirección General de Aeronáutica Civil,Subsecretaría de Transportes,1,8348,31437,1447843,2.5826070883938566,0.5853570569848521,4869,3449,30
Dirección General de Movilización Nacional,Subsecretaría de Servicios Sociales,1,8251,702113,168968,0.9793401809764446,0.5145985401459854,4230,3990,31
Dirección de Educación Pública,Subsecretaría de Salud Pública,2,8148,22950,2300001,2.1735957174193103,0.3301735811892158,2682,5441,25
Subsecretaría de Educación,Servicio Nacional de Pesca y Acuicultura,1,7990,1287858,95903,0.9109301372452938,0.550777331995988,4393,3583,14
Servicio de Registro Civil e Identificación,Universidad de Los Lagos,1,7360,9820357,8961,1.1776941699351628,0.4269262407458185,3114,4180,66
Subsecretaría de Educación,Superintendencia de Educación Superior,2,7252,1287858,18162,4.365807756402992,0.650831004559494,4425,2374,453
Servicio de Registro Civil e Identificación,Corporación Nacional Forestal y de Protección de Recursos Naturales Renovables,1,6795,9820357,7761,1.2554024322924757,0.720366538575229,4874,1892,29
Instituto de Desarrollo Agropecuario,Servicio Agrícola y Ganadero,2,6482,74533,1248989,0.9804834673327272,0.5042095416276894,3234,3180,68
Superintendencia de Servicios Sanitarios,Subsecretaría de Salud Pública,1,6342,22998,2300001,1.6882882865947886,0.440221694378464,2780,3535,27
Subsecretaría del Trabajo,Subsecretaría de Previsión Social,1,6267,1252817,48279,1.4589897974643662,0.5977806368607269,3717,2501,49
Fondo Nacional de Salud,Servicio de Salud Antofagasta,1,6064,6335323,8537,1.5787872609768654,0.6300500834724541,3774,2216,74
Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,Servicio Agrícola y Ganadero,1,5866,37538,1248989,1.7617763643526643,0.3809930046067224,2233,3628,5
Subsecretaría de Bienes Nacionales,Servicio Nacional del Patrimonio Cultural,1,5699,27711,554381,5.223680250286943,0.34207459207459207,1761,3387,551
Subsecretaría de Relaciones Exteriores,Servicio de Registro Civil e Identificación,1,5511,6579,9820357,1.2011070406903253,0.3079347423062662,1661,3733,117
Servicio de Registro Civil e Identificación,Subsecretaría de Relaciones Exteriores,1,5511,9820357,6579,1.2011070406903253,0.6920652576937337,3733,1661,117
Servicio de Registro Civil e Identificación,Gobierno Regional de la Región de Los Lagos,5,5381,9820357,5951,1.2965349547340779,0.6960893854748603,3738,1632,11
Subsecretaría de Educación,Dirección General de Aeronáutica Civil,1,5351,1287858,31437,1.8610769912887806,0.44096567333081854,2338,2964,49
Corporación Nacional de Desarrollo Indígena,Corporación de Fomento de la Producción,1,5314,438899,69677,2.446842297525855,0.5802139037433155,3038,2198,78
Contraloría General de la República,Servicio Nacional de Pesca y Acuicultura,1,5306,424886,95903,1.8335852033502058,0.5710238005289007,3023,2271,12
Servicio de Registro Civil e Identificación,Subsecretaría del Deporte,4,5172,9820357,5998,1.2364120895034005,0.7477215435330619,3856,1301,15
Servicio de Registro Civil e Identificación,Universidad del Biobío,2,5131,9820357,5539,1.328256156708565,0.763264479546375,3769,1169,193
Servicio de Registro Civil e Identificación,Consejo de Defensa del Estado,7,5113,9820357,6010,1.2198670729165642,0.7614750882699097,3882,1216,15
Servicio de Impuestos Internos,Subsecretaría de Obras Públicas,1,5015,7051586,6082,1.6465547601727344,0.4616619831393015,2300,2682,33
Servicio Nacional de Geología y Minería,Dirección Nacional del Servicio Civil,1,4971,25871,737238,3.6699597315962116,0.41412911084043846,2040,2886,45
Servicio de Impuestos Internos,Comisión Nacional de Riego,1,4947,7051586,7648,1.2916524984703375,0.5931855500821018,2890,1982,75
Dirección de Compras y Contratación Pública,Subsecretaría de las Culturas y las Artes,5,4892,542520,12626,10.056419335857953,0.6339693073413522,3057,1765,70
Contraloría General de la República,Instituto Nacional de Estadísticas,3,4825,424886,52630,3.038295360519943,0.1707165109034268,822,3993,10
Dirección Nacional del Servicio Civil,Servicio Nacional de la Discapacidad,1,4771,737238,34312,2.6557924697163764,0.5838940285954584,2777,1979,15
Servicio de Registro Civil e Identificación,Unidad de Análisis Financiero,4,4631,9820357,5137,1.2926364657935034,0.840372536278969,3880,737,14
Servicio de Impuestos Internos,Gobierno Regional de la Región de Los Lagos,1,4630,7051586,5951,1.553612468521029,0.6875,3168,1440,22
Subsecretaría de Salud Pública,Servicio Nacional del Adulto Mayor,1,4589,2300001,14027,2.0029204464072365,0.5569564255695643,2518,2003,68
Subsecretaría de Hacienda,Corporación Nacional de Desarrollo Indígena,2,4524,49783,438899,2.9155158362057736,0.1533561979421852,626,3456,442
Dirección de Compras y Contratación Pública,Dirección de Contabilidad y Finanzas,3,4329,542520,7108,15.807488615778777,0.9205205670462469,3961,342,26
Superintendencia de Insolvencia y Reemprendimiento,Corporación de Fomento de la Producción,1,4233,144777,69677,5.908778580100694,0.4844528839306907,2041,2172,20
Dirección del Trabajo,Dirección de Contabilidad y Finanzas,5,4169,3044807,7108,2.7124589273588326,0.7646202378063577,3151,970,48
Superintendencia de Salud,Servicio Nacional de Pesca y Acuicultura,4,3989,456242,95903,1.2837340044194268,0.5478763508419201,2180,1799,10
Contraloría General de la República,Agencia de Calidad de la Educación,1,3943,424886,15983,8.175880223277142,0.32533197139938713,1274,2642,27
Poder Judicial,Subsecretaría de las Culturas y las Artes,1,3791,3246394,12626,1.3023425695325201,0.635978835978836,2404,1376,11
Contraloría General de la República,Subsecretaría de Bienes Nacionales,1,3727,424886,27711,4.4573140793842105,0.5693470048569886,2110,1596,21
Superintendencia de Pensiones,Gendarmería de Chile,1,3726,264497,119626,1.6581926391082686,0.3747288503253796,1382,2306,38
Subsecretaría de Transportes,Instituto Nacional de Deportes de Chile,1,3709,1447843,16062,2.2458161734811797,0.463658470683599,1716,1985,8
Subsecretaría de Educación,Dirección General del Crédito Prendario,1,3643,1287858,26837,1.4842111473460469,0.5099118942731278,1852,1780,11
Subsecretaría de Economía y Empresas de Menor Tamaño,Subsecretaría de las Culturas y las Artes,2,3614,996716,12626,4.043797481332625,0.5889759373251259,2105,1469,40
Servicio de Tesorerías,Unidad Administradora de los Tribunales Tributarios y Aduaneros,1,3476,1972259,5896,4.20917333501194,0.6362562739887806,2155,1232,89
Instituto de Previsión Social,Subsecretaría de Relaciones Exteriores,1,3441,4931820,6579,1.493330835561912,0.6232320192597051,2071,1252,118
Servicio de Registro Civil e Identificación,Gobierno Regional de la Región de Coquimbo,2,3212,9820357,3622,1.2715641607149488,0.7549937578027466,2419,785,8
Dirección del Trabajo,Subsecretaría de Prevención del Delito,1,3171,3044807,26325,0.5570658773607006,0.48121019108280255,1511,1629,31
Subsecretaría de Transportes,Subsecretaría para las Fuerzas Armadas,1,3153,1447843,20626,1.4867089322364178,0.37042925278219396,1165,1980,8
Subsecretaría para las Fuerzas Armadas,Subsecretaría de Salud Pública,2,3010,20626,2300001,0.893432859793967,0.5146960587842352,1541,1453,16
Servicio de Registro Civil e Identificación,Agencia Nacional de Investigación y Desarrollo,37,2987,9820357,3400,1.2597010567226952,0.9872696817420435,2947,38,2
Corporación Nacional de Desarrollo Indígena,Servicio Nacional de la Discapacidad,2,2954,438899,34312,2.7620932117209795,0.5232876712328767,1528,1392,34
Dirección General de Movilización Nacional,Subsecretaría de Bienes Nacionales,3,2916,702113,27711,2.1104096843379594,0.6357684355616816,1845,1057,14
Servicio Nacional del Patrimonio Cultural,Subsecretaría de las Culturas y las Artes,2,2868,554381,12626,5.769570554690201,0.5690200210748156,1620,1227,21
Policía de Investigaciones de Chile,Superintendencia de Pensiones,1,2854,74238,264497,2.046658667743596,0.5629838142153413,1600,1242,12
Servicio de Registro Civil e Identificación,Servicio Nacional de Protección Especializada a la Niñez y Adolescencia,6,2827,9820357,3160,1.2827733063747973,0.9047450424929179,2555,269,3
Servicio de Registro Civil e Identificación,Gobierno Regional de la Región Aysén del General Carlos Ibáñez del Campo,5,2807,9820357,3562,1.1299511945691352,0.4207492795389049,1168,1608,31
Servicio de Impuestos Internos,Gobierno Regional de la Región Aysén del General Carlos Ibáñez del Campo,3,2638,7051586,3562,1.4788786298888603,0.3736943907156673,966,1619,53
Servicio de Impuestos Internos,Servicio Nacional de Protección Especializada a la Niñez y Adolescencia,1,2530,7051586,3160,1.5987667068394529,0.8891528107680127,2246,280,4
Dirección de Compras y Contratación Pública,Subsecretaría de Obras Públicas,2,2489,542520,6082,10.621875136304126,0.49652351738241307,1214,1231,44
Subsecretaría de Salud Pública,Consejo de Defensa del Estado,1,2361,2300001,6010,2.405093443274861,0.6669505962521295,1566,782,13
Subsecretaría de Salud Pública,Subsecretaría de las Culturas y las Artes,2,2356,2300001,12626,1.1424045927313415,0.5157312925170068,1213,1139,4
Dirección General de Movilización Nacional,Superintendencia de Educación Superior,2,2355,702113,18162,2.6005109687657346,0.5519452757588713,1291,1048,16
Armada de Chile,Caja de Previsión de la Defensa Nacional,1,2273,4635,222671,31.01162343714829,0.12427873945849978,280,1973,20
Subsecretaría de Educación,Subsecretaría de las Culturas y las Artes,4,2240,1287858,12626,1.9397810725013995,0.5463087248322148,1221,1014,5
Dirección del Trabajo,Dirección de Vialidad,4,2207,3044807,4401,2.31915437941562,0.6618115612198452,1454,743,10
Subsecretaría de Relaciones Exteriores,Dirección del Trabajo,1,2140,6579,3044807,1.504293509510697,0.44569816643159377,948,1179,13
Servicio de Tesorerías,Dirección de Vialidad,4,2132,1972259,4401,3.4586797354251795,0.613540197461213,1305,822,5
Policía de Investigaciones de Chile,Dirección de Previsión de Carabineros de Chile,5,2056,74238,131194,2.9724964017679016,0.47173489278752434,968,1084,4
Servicio de Evaluación Ambiental,Servicio Nacional de Geología y Minería,2,2033,59276,25871,18.667395869730036,0.5464124435524336,1089,904,40
Servicio de Registro Civil e Identificación,Dirección de Presupuestos,6,1980,9820357,2330,1.2184857578630697,0.45592705167173253,900,1074,6
Servicio de Registro Civil e Identificación,Gobierno Regional de la Región de Arica y Parinacota,3,1979,9820357,2128,1.3334764761120759,0.6811003565970454,1337,626,16
Servicio Nacional de la Discapacidad,Subsecretaría de Desarrollo Regional y Administrativo,1,1885,34312,378710,2.0426643644373015,0.5888297872340426,1107,773,5
Instituto Nacional de Propiedad Industrial,Universidad de La Frontera,1,1877,161819,201482,0.8106566889138591,0.31893333333333335,598,1277,2
Policía de Investigaciones de Chile,Servicio Nacional de Aduanas,3,1743,74238,102565,3.2233718106405185,0.5170588235294118,879,821,43
Subsecretaría de Justicia,Universidad de Santiago de Chile,1,1732,733737,29984,1.1085527480411024,0.5614849187935035,968,756,8
Servicio de Impuestos Internos,Gobierno Regional de la Región de Arica y Parinacota,3,1620,7051586,2128,1.5201801178438674,0.6517133956386293,1046,559,15
Dirección General de Aguas,Comisión Nacional de Riego,2,1592,31459,7648,93.17271158275878,0.4984005118362124,779,784,29
Dirección Nacional del Servicio Civil,Servicio Nacional de Turismo,1,1533,737238,10071,2.9073700395532205,0.6213720316622692,942,574,17
Subsecretaría de Relaciones Exteriores,Subsecretaría de Salud Pública,1,1519,6579,2300001,1.4135407296811024,0.45442448436460414,683,820,16
Superintendencia de Educación,Subsecretaría del Interior,1,1513,85772,75575,3.286651827354982,0.48344370860927155,730,780,3
Fuerza Aérea de Chile,Caja de Previsión de la Defensa Nacional,1,1510,3398,222671,28.1014272121829,0.0913364674278039,136,1353,21
Central de Abastecimiento del Sistema Nacional de Servicios de Salud,Instituto de Salud Pública de Chile,1,1503,16383,31230,41.36490480660965,0.7410412440838404,1096,383,24
Dirección General de Movilización Nacional,Universidad de Tarapacá,1,1469,702113,9678,3.0441610707862594,0.4899375433726579,706,735,28
Dirección General de Movilización Nacional,Universidad del Biobío,1,1454,702113,5539,5.264589232514751,0.6674123788217748,895,446,113
Dirección de Presupuestos,Dirección Nacional del Servicio Civil,2,1348,2330,737238,11.050062209340984,0.5368577810871183,721,622,5
Superintendencia de Electricidad y Combustibles,Dirección General de Aeronáutica Civil,1,1346,240378,31437,2.508116536073756,0.5551415797317437,745,597,4
Subsecretaría de Vivienda y Urbanismo,Dirección de Contabilidad y Finanzas,3,1332,1194254,7108,2.2095231960917223,0.6389728096676737,846,478,8
Contraloría General de la República,Universidad de Tarapacá,2,1304,424886,9678,4.465375820823483,0.47307692307692306,615,685,4
Contraloría General de la República,Servicio Nacional del Adulto Mayor,1,1295,424886,14027,3.0596448204043667,0.487993803253292,630,661,4
Universidad de Chile,Subsecretaría de las Culturas y las Artes,3,1291,144841,12626,9.94048116634957,0.43557312252964425,551,714,26
Servicio Nacional de Pesca y Acuicultura,Corporación de Fomento de la Producción,1,1259,95903,69677,2.653032425066032,0.5007974481658692,628,626,5
Servicio de Registro Civil e Identificación,Universidad de Antofagasta,3,1167,9820357,1250,1.3386653773992128,0.7304048234280792,848,313,6
Dirección del Trabajo,Subsecretaría de Obras Públicas,2,1136,3044807,6082,0.8637948497438832,0.4713656387665198,535,600,1
Superintendencia de Pensiones,Dirección General de Aguas,1,1131,264497,31459,1.9139712289561124,0.363716814159292,411,719,1
Servicio de Evaluación Ambiental,Servicio Nacional de Pesca y Acuicultura,2,1119,59276,95903,2.7717717778483038,0.5436543654365437,604,507,8
Subsecretaría de Educación Parvularia,Subsecretaría de Evaluación Social,1,1051,2820,6125255,0.8567771951089302,0.6472275334608031,677,369,5
Subsecretaría de Relaciones Exteriores,Subsecretaría de Economía y Empresas de Menor Tamaño,1,1010,6579,996716,2.1688450300182365,0.44091360476663355,444,563,3
Servicio Nacional de Aduanas,Dirección General de Aeronáutica Civil,4,1001,102565,31437,4.371517911375924,0.5164835164835165,517,484,0
Subsecretaría de Bienes Nacionales,Corporación de Fomento de la Producción,1,849,27711,69677,6.191623109419775,0.43705463182897863,368,474,7
Servicio Nacional de Aduanas,Instituto de Salud Pública de Chile,1,840,102565,31230,3.692721726148873,0.3983050847457627,329,497,14
Subsecretaría de Hacienda,Subsecretaría de Previsión Social,1,803,49783,48279,4.704513066315922,0.32702020202020204,259,533,11
Subsecretaría de Vivienda y Urbanismo,Subsecretaría de Obras Públicas,2,799,1194254,6082,1.5489668488833477,0.3462986198243413,276,521,2
Servicio Nacional de Capacitación y Empleo,Agencia Nacional de Investigación y Desarrollo,15,792,3266962,3400,1.0040160275545797,0.9810366624525917,776,15,1
Superintendencia de Salud,Subsecretaría de las Culturas y las Artes,1,767,456242,12626,1.874876996947062,0.49673202614379086,380,385,2
Subsecretaría para las Fuerzas Armadas,Servicio Nacional de Pesca y Acuicultura,2,757,20626,95903,5.388738851738971,0.5625841184387618,418,325,14
Subsecretaría de Bienes Nacionales,Dirección General de Aguas,1,720,27711,31459,11.62984291684044,0.3865546218487395,276,438,6
Dirección General de Aguas,Subsecretaría de Bienes Nacionales,1,720,31459,27711,11.62984291684044,0.6134453781512605,438,276,6
Dirección General de Aeronáutica Civil,Subsecretaría de Telecomunicaciones,1,719,31437,99831,3.225973815460569,0.5397489539748954,387,330,2
Servicio de Registro Civil e Identificación,Servicio de Salud Osorno,1,693,9820357,888,1.1190035310105104,0.6570188133140377,454,237,2
Subsecretaría de Relaciones Exteriores,Dirección Nacional del Servicio Civil,1,662,6579,737238,1.921891450702114,0.3712121212121212,245,415,2
Servicio de Registro Civil e Identificación,Fiscalía Nacional Económica,1,649,9820357,729,1.2765221546520058,0.7457364341085271,481,164,4
Servicio de Registro Civil e Identificación,Subsecretaría de Minería,7,645,9820357,725,1.2756540029289545,0.7748447204968945,499,145,1
Carabineros de Chile,Gobierno Regional de la Región de Coquimbo,1,644,2539510,3622,0.985884317161573,0.4681181959564541,301,342,1
Servicio de Registro Civil e Identificación,Comisión Nacional de Energía,3,636,9820357,710,1.2844285637090096,0.6456692913385826,410,225,1
Municipalidad de Santiago,Instituto de Salud Pública de Chile,4,625,109655,31230,2.5699108502808263,0.4583333333333333,286,338,1
Subsecretaría de Hacienda,Instituto Nacional de Deportes de Chile,4,602,49783,16062,10.601181487261238,0.2179054054054054,129,463,10
Universidad de Chile,Instituto Nacional de Deportes de Chile,1,590,144841,16062,3.571078027896284,0.5170068027210885,304,284,2
Servicio de Salud Arica y Parinacota,Universidad de Tarapacá,1,575,63389,9678,13.197959473875297,0.4686411149825784,269,305,1
Dirección General del Territorio Marítimo y de Marina Mercante,Subsecretaría de Pesca y Acuicultura,2,567,103106,1975,39.20762035972811,0.6400709219858156,361,203,3
Superintendencia de Educación Superior,Universidad de La Frontera,2,561,18162,201482,2.1587452790809527,0.31899641577060933,178,380,3
Subsecretaría del Interior,Subsecretaría de las Culturas y las Artes,1,557,75575,12626,8.219581735654717,0.45225225225225224,251,304,2
Servicio de Registro Civil e Identificación,Comisión Chilena de Energía Nuclear,1,556,9820357,607,1.3134008367001562,0.7815884476534296,433,121,2
Servicio Nacional de la Discapacidad,Universidad de La Frontera,1,553,34312,201482,1.1263706072359145,0.49544626593806923,272,277,4
Servicio de Impuestos Internos,Subsecretaría de Minería,1,548,7051586,725,1.5093647708326257,0.7692307692307693,420,126,2
Subsecretaría de Hacienda,Servicio Nacional de la Discapacidad,1,543,49783,34312,4.476217658384181,0.17896678966789667,97,445,1
Subsecretaría de Hacienda,Gobierno Regional de la Región de Los Lagos,1,541,49783,5951,25.71370840356237,0.15213358070500926,82,457,2
Subsecretaría de Economía y Empresas de Menor Tamaño,Agencia Nacional de Investigación y Desarrollo,4,520,996716,3400,2.1606850190142075,0.9673076923076923,503,17,0
Servicio de Impuestos Internos,Universidad Tecnológica Metropolitana,1,511,7051586,641,1.5918954003046593,0.9133858267716536,464,44,3
Dirección General del Crédito Prendario,Corporación de Fomento de la Producción,1,505,26837,69677,3.802825807596177,0.47410358565737054,238,264,3
Superintendencia de Electricidad y Combustibles,Dirección de Contabilidad y Finanzas,3,492,240378,7108,4.05472523853153,0.6199186991869918,305,187,0
Superintendencia de Educación Superior,Instituto Nacional de la Juventud,1,422,18162,51205,6.389617682199484,0.4146919431279621,175,247,0
Servicio de Registro Civil e Identificación,Gobierno Regional de la Región de Antofagasta,3,417,9820357,460,1.2998385454516217,0.6207729468599034,257,157,3
Municipalidad de Santiago,Instituto Nacional de Deportes de Chile,2,415,109655,16062,3.3178633873263244,0.5362318840579711,222,192,1
Subsecretaría de Transportes,Gobierno Regional de la Región de Coquimbo,1,414,1447843,3622,1.1116520891755566,0.3050847457627119,126,287,1
Subsecretaría de Educación,Unidad de Análisis Financiero,2,406,1287858,5137,0.8641456575100709,0.6551724137931034,266,140,0
Subsecretaría de Pesca y Acuicultura,Subsecretaría de Salud Pública,1,395,1975,2300001,1.224448250239891,0.49238578680203043,194,200,1
Subsecretaría de Educación,Universidad de Talca,20,390,1287858,4445,0.9593196177835289,0.5259067357512953,203,183,4
Servicio Nacional de la Discapacidad,Instituto Nacional de Estadísticas,1,384,34312,52630,2.994265354190516,0.19843342036553524,76,307,1
Servicio de Registro Civil e Identificación,Gobierno Regional de la Región Metropolitana de Santiago,1,365,9820357,397,1.3182978561110446,0.7472527472527473,272,92,1
Servicio de Impuestos Internos,Gobierno Regional de la Región de Antofagasta,5,364,7051586,460,1.5801386981225403,0.5497237569060773,199,163,2
Subsecretaría para las Fuerzas Armadas,Subsecretaría de Bienes Nacionales,1,361,20626,27711,8.893617644386191,0.5299145299145299,186,165,10
Municipios,Subsecretaría de Salud Pública,7,356,1219,2300001,1.7879556074052554,0.18028169014084508,64,291,1
Subsecretaría de Pesca y Acuicultura,Servicio Nacional de Pesca y Acuicultura,3,351,1975,95903,26.09433825871262,0.496875,159,161,31
Servicio Nacional de Pesca y Acuicultura,Subsecretaría de Pesca y Acuicultura,1,351,95903,1975,26.09433825871262,0.503125,161,159,31
Dirección General de Movilización Nacional,Gobierno Regional de la Región Aysén del General Carlos Ibáñez del Campo,1,350,702113,3562,1.9706322189701324,0.28735632183908044,100,248,2
Municipios,Subsecretaría de Transportes,1,349,1219,1447843,2.78444545418328,0.34124629080118696,115,222,12
Dirección General de Movilización Nacional,Gobierno Regional de la Región de Arica y Parinacota,1,338,702113,2128,3.1854920566895872,0.5637982195845698,190,147,1
Superintendencia de Educación Superior,Universidad de Santiago de Chile,3,331,18162,29984,8.558806687503091,0.4892966360856269,160,167,4
Servicio de Registro Civil e Identificación,Agencia de Promoción de la Inversión Extranjera,1,329,9820357,366,1.2889201128844363,0.7439024390243902,244,84,1
Subsecretaría de Educación Parvularia,Superintendencia de Educación,2,316,2820,85772,18.396317715811307,0.5292207792207793,163,145,8
Superintendencia de Pensiones,Dirección de Contabilidad y Finanzas,1,312,264497,7108,2.336817995914476,0.5339805825242718,165,144,3
Superintendencia de Electricidad y Combustibles,Subsecretaría de Obras Públicas,2,308,240378,6082,2.966525237275023,0.34098360655737703,104,201,3
Municipalidad de Valparaíso,Subsecretaría de las Culturas y las Artes,5,305,26943,12626,12.624859899390774,0.5907590759075908,179,124,2
Dirección del Trabajo,Subsecretaría de Minería,6,301,3044807,725,1.9200263272448173,0.7209302325581395,217,84,0
Servicio Nacional de Menores,Subsecretaría de Justicia,1,300,1223,733737,4.707527243980049,0.40540540540540543,120,176,4
Servicio de Impuestos Internos,Agencia de Promoción de la Inversión Extranjera,1,296,7051586,366,1.6149619072867132,0.7561837455830389,214,69,13
Municipalidad de Santiago,Subsecretaría de las Culturas y las Artes,5,295,109655,12626,3.00031087305683,0.43050847457627117,127,168,0
Subsecretaría de Hacienda,Gobierno Regional de la Región Aysén del General Carlos Ibáñez del Campo,1,295,49783,3562,23.425318295777622,0.10839160839160839,31,255,9
Servicio de Registro Civil e Identificación,Agencia de Sustentabilidad y Cambio Climático,1,263,9820357,299,1.2612342278316788,0.7181467181467182,186,73,4
Servicio de Impuestos Internos,Agencia de Sustentabilidad y Cambio Climático,9,255,7051586,299,1.7030235334794919,0.766798418972332,194,59,2
Servicio de Tesorerías,Subsecretaría de Minería,4,253,1972259,725,2.491477859512436,0.7549407114624506,191,62,0
Dirección de Presupuestos,Subsecretaría de Educación,4,237,2330,1287858,1.1121488292597395,0.559322033898305,132,104,1
Servicio de Impuestos Internos,Consejo Nacional de Educación,1,237,7051586,343,1.3797674115698533,0.6455696202531646,153,84,0
Servicio de Registro Civil e Identificación,Universidad de O'Higgins,1,217,9820357,222,1.401580180255589,0.9808612440191388,205,4,8
Dirección de Presupuestos,Servicio Nacional del Patrimonio Cultural,2,209,2330,554381,2.278350265040219,0.7403846153846154,154,54,1
Dirección de Presupuestos,Subsecretaría de Vivienda y Urbanismo,4,204,2330,1194254,1.0323239567062574,0.6764705882352942,138,66,0
Servicio de Registro Civil e Identificación,Gobierno Regional de la Región de la Araucanía,1,202,9820357,225,1.2873008008885127,0.8217821782178217,166,36,0
Junta Nacional de Jardines Infantiles,Corporación de Fomento de la Producción,1,201,33697,69677,1.205462875820257,0.4321608040201005,86,113,2
Servicio de Impuestos Internos,Subsecretaría del Medio Ambiente,1,193,7051586,222,1.736025067064141,0.8963730569948186,173,20,0
Instituto Nacional de Deportes de Chile,Gendarmería de Chile,1,193,16062,119626,1.4143945372574391,0.4010416666666667,77,115,1
Servicio de Tesorerías,Universidad Tecnológica Metropolitana,2,189,1972259,641,2.105126955163261,0.8716577540106952,163,24,2
Servicio de Registro Civil e Identificación,Gobierno Regional de la Región de Valparaíso,1,189,9820357,234,1.1581295285982907,0.5425531914893617,102,86,1
Gobierno Regional de la Región de Arica y Parinacota,Universidad de Tarapacá,1,183,2128,9678,125.12160666506627,0.43956043956043955,80,102,1
Dirección de Compras y Contratación Pública,Dirección de Arquitectura,2,181,542520,421,11.158843585218483,0.7777777777777778,140,40,1
Subsecretaría de Educación,Consejo Nacional de Educación,2,174,1287858,343,5.54658422652549,0.5269461077844312,88,79,7
Subsecretaría de Evaluación Social,Gobierno Regional de la Región de Antofagasta,2,172,6125255,460,0.8595772364117725,0.27906976744186046,48,124,0
Subsecretaría de Justicia,Agencia Nacional de Investigación y Desarrollo,23,168,733737,3400,0.9482621349579579,0.9523809523809523,160,8,0
Municipalidad de Antofagasta,Servicio de Salud Antofagasta,2,164,7962,8537,33.97463952368103,0.2236024844720497,36,125,3
Servicio de Salud Arica y Parinacota,Gobierno Regional de la Región de Arica y Parinacota,1,155,63389,2128,16.180228037892775,0.5870967741935483,91,64,0
Servicio de Salud Metropolitano Oriente,Instituto de Salud Pública de Chile,1,150,31446,31230,2.150761872066736,0.5302013422818792,79,70,1
Subsecretaría de Servicios Sociales,Corporación Nacional Forestal y de Protección de Recursos Naturales Renovables,1,130,168968,7761,1.3959172351189846,0.4186046511627907,54,75,1
Dirección del Trabajo,Dirección de Arquitectura,2,126,3044807,421,1.3840989653949547,0.648,81,44,1
Servicio Nacional de Geología y Minería,Subsecretaría de Minería,2,126,25871,725,94.59273589520419,0.6639344262295082,81,41,4
Dirección de Vialidad,Subsecretaría de Bienes Nacionales,1,126,4401,27711,14.5480720191217,0.5476190476190477,69,57,0
Dirección del Trabajo,Gobierno Regional de la Región de Antofagasta,1,121,3044807,460,1.216483529954872,0.6083333333333333,73,47,1
Superintendencia de Electricidad y Combustibles,Gobierno Regional de la Región de Coquimbo,1,111,240378,3622,1.7952224866211202,0.42342342342342343,47,64,0
Subsecretaría de Relaciones Exteriores,Subsecretaría de Servicios Sociales,2,110,6579,168968,1.393371102451189,0.5963302752293578,65,44,1
Dirección General de Movilización Nacional,Subsecretaría de Minería,3,106,702113,725,2.9322386135211462,0.6761904761904762,71,34,1
Corporación Nacional de Desarrollo Indígena,Agencia Nacional de Investigación y Desarrollo,31,98,438899,3400,0.9247429550655029,0.9897959183673469,97,1,0
Subsecretaría de Relaciones Económicas Internacionales,Subsecretaría de Transportes,1,96,348,1447843,2.682927780772191,0.5,48,48,0
Contraloría General de la República,Subsecretaría de Relaciones Económicas Internacionales,1,95,424886,348,9.0471211114857,0.48936170212765956,46,48,1
Subsecretaría de Economía y Empresas de Menor Tamaño,Gobierno Regional de la Región de Antofagasta,1,94,996716,460,2.8869353347698192,0.5638297872340425,53,41,0
Dirección de Compras y Contratación Pública,Subsecretaría de Relaciones Económicas Internacionales,1,92,542520,348,6.861693175568082,0.6195652173913043,57,35,0
Consejo Nacional de Educación,Subsecretaría de Salud Pública,5,91,343,2300001,1.624268087052917,0.5384615384615384,49,42,0
Junta Nacional de Jardines Infantiles,Subsecretaría de Educación Parvularia,1,91,33697,2820,13.484644770237558,0.5056179775280899,45,44,2
Subsecretaría de Vivienda y Urbanismo,Dirección de Arquitectura,1,90,1194254,421,2.520589792293118,0.6853932584269663,61,28,1
Subsecretaría de Educación,Comisión Chilena de Energía Nuclear,1,89,1287858,607,1.603141289203958,0.5730337078651685,51,38,0
Servicio Nacional de la Discapacidad,Universidad de Santiago de Chile,1,85,34312,29984,1.1633805195443632,0.5595238095238095,47,37,1
Superintendencia de Educación,Agencia Nacional de Investigación y Desarrollo,3,83,85772,3400,4.007671374313844,0.9759036144578314,81,2,0
Subsecretaría de Transportes,Gobierno Regional de la Región de Antofagasta,2,80,1447843,460,1.6914109922259466,0.4,32,48,0
Subsecretaría de Hacienda,Gobierno Regional de la Región de Antofagasta,1,75,49783,460,46.11697702812817,0.16216216216216217,12,62,1
