inst_origen,inst_destino,soporte_total,n_pares_servicio,frac_prom_ponderada
PODER JUDICIAL,SUBSECRETARIA DE TRANSPORTES,1150,1,0.8869565217391304
ESIGN S.A.,DOCDIGITAL,1149,1,0.8859878154917319
ACEPTA.COM S.A.,SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,1145,1,0.885589519650655
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO NACIONAL DE LA MUJER Y LA EQUIDAD DE GENERO,1145,1,0.8733624454148472
SERVICIO DE TESORERIAS,MUNICIPALIDAD DE VILLARRICA,1144,1,0.861013986013986
SUBSECRETARIA DE EDUCACION,SUPERINTENDENCIA DE SALUD,1142,1,0.9334500875656745
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,MINISTERIO DEL MEDIO AMBIENTE,1141,1,0.8790534618755478
INSTITUTO DE PREVISION SOCIAL,MUNICIPALIDAD DE VALDIVIA,1140,1,0.8535087719298246
GENDARMERIA DE CHILE,SUBSECRETARIA DE JUSTICIA,1138,1,0.9657293497363796
SUBSECRETARIA DE EDUCACION,SERVICIO AGRICOLA Y GANADERO,1133,1,1.0
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,1132,1,0.9717314487632509
INSTITUTO NACIONAL DE PROPIEDAD INDUSTRIAL,SERVICIO DE IMPUESTOS INTERNOS,1132,1,0.8533568904593639
SUBSECRETARIA DE TRANSPORTES,SUBSECRETARIA DE PREVISION SOCIAL,1129,1,0.9681133746678476
ACEPTA.COM S.A.,MUNICIPALIDAD DE LO BARNECHEA,1127,1,0.8846495119787046
CONTRALORIA,CERTIFICADORA DEL SUR,1126,1,0.9031971580817052
INSTITUTO DE PREVISION SOCIAL,MUNICIPALIDAD DE SAN CLEMENTE,1120,1,0.9803571428571428
SERVICIO DE SALUD MAULE,SUBSECRETARIA DE VIVIENDA Y URBANISMO,1117,1,0.88272157564906
DIRECCION GENERAL DE MOVILIZACION NACIONAL,BPO ADVISORS SPA,1115,1,0.8717488789237668
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,AFP MODELO,1107,1,0.8699186991869918
SUBSECRETARIA DE EVALUACION SOCIAL,MUNICIPALIDAD DE PADRE HURTADO,1102,1,0.8611615245009074
DIRECCION GENERAL DE MOVILIZACION NACIONAL,DIRECCION DE PREVISION DE CARABINEROS DE CHILE,1100,1,0.9318181818181818
CONTRALORIA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1098,1,0.9845173041894352
FONDO NACIONAL DE SALUD,CONSEJO NACIONAL DE TELEVISION,1095,1,0.8538812785388128
SUPERINTENDENCIA DE SALUD,SUBSECRETARIA DE EDUCACION,1095,1,0.8885844748858448
CONTRALORIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE REDES ASISTENCIALES,1093,1,0.9752973467520586
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE OSORNO,1087,1,0.9871205151793928
MINISTERIO DE DESARROLLO SOCIAL,TRIBUNAL CALIFICADOR DE ELECCIONES,1087,1,0.8629254829806807
CONTRALORIA GENERAL DE LA REPUBLICA,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,1085,1,0.8921658986175115
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,SUBSECRETARIA DE EDUCACION,1085,1,0.8792626728110599
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE VILLARRICA,1084,1,0.9059040590405903
ACEPTA.COM S.A.,CORPORACION DE ASISTENCIA JUDICIAL DE LA REGION DEL BIOBIO,1078,1,0.8543599257884972
MUNICIPALIDAD DE VALPARAISO,SUBSECRETARIA DE SERVICIOS SOCIALES,1071,1,0.8888888888888888
SUBSECRETARIA DE EVALUACION SOCIAL,PODER JUDICIAL,1070,1,0.8775700934579439
SUBSECRETARIA DE REDES ASISTENCIALES,MUNICIPALIDAD DE QUILICURA,1065,1,0.8807511737089202
ACEPTA.COM S.A.,CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES,1062,1,0.923728813559322
DIRECCION GENERAL DE MOVILIZACION NACIONAL,DOCDIGITAL,1062,1,0.8709981167608286
SUBSECRETARIA DE EVALUACION SOCIAL,ILUSTRE MUNICIPALIDAD DE PENALOLEN,1055,1,0.8540284360189574
CONTRALORIA GENERAL DE LA REPUBLICA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1053,1,0.9705603038936372
SUPERINTENDENCIA DE SALUD,SUBSECRETARIA DE PREVISION SOCIAL,1052,1,0.9752851711026616
SUBSECRETARIA DE EDUCACION,SUPERINTENDENCIA DE EDUCACION,1038,1,0.9104046242774566
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",DIRECCION DE CONTABILIDAD Y FINANZAS,1037,1,0.8621022179363549
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SERVICIO DE SALUD COQUIMBO,1036,1,0.8976833976833977
SUBSECRETARIA DE SALUD PUBLICA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1032,1,0.9718992248062016
CONTRALORIA GENERAL DE LA REPUBLICA,CORPORACION NACIONAL DE DESARROLLO INDIGENA,1030,1,0.9009708737864076
DIRECCION DEL TRABAJO,DOCDIGITAL,1029,1,0.8892128279883382
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,AFP UNO,1028,1,0.9912451361867703
MINISTERIO DE DESARROLLO SOCIAL,INSTITUTO NACIONAL DE DERECHOS HUMANOS,1027,1,0.8773125608568647
ACEPTA.COM S.A.,MINISTERIO DEL INTERIOR,1026,1,0.9210526315789472
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,SUBSECRETARIA DE TELECOMUNICACIONES,1023,1,0.8905180840664711
SUBSECRETARIA DE JUSTICIA,SUBSECRETARIA DE EDUCACION,1018,1,0.9891944990176816
ACEPTA.COM S.A.,SERVICIO NACIONAL DEL ADULTO MAYOR,1011,1,0.8862512363996043
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SUBSECRETARIA DE PREVISION SOCIAL,1004,1,0.9741035856573704
PODER JUDICIAL,UNIDAD DE ANALISIS FINANCIERO,1001,1,0.954045954045954
SERVICIO NACIONAL DE LA DISCAPACIDAD,MINISTERIO PUBLICO,996,1,0.8714859437751004
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,MUNICIPALIDAD DE COLINA,987,1,0.9979736575481256
INSTITUTO DE PREVISION SOCIAL,DOCDIGITAL,986,1,1.0
CONTRALORIA,AGENCIA NACIONAL DE CIBERSEGURIDAD,985,1,0.86497461928934
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO DE SALUD TARAPACA,983,1,0.8504577822990844
SERVICIO AGRICOLA Y GANADERO,SECRETARIA DEL INTERIOR,983,1,0.8718209562563581
COMISION PARA EL MERCADO FINANCIERO,DIRECCION DEL TRABAJO,982,1,0.8981670061099797
ACEPTA.COM S.A.,HOSPITAL BASE VALDIVIA,978,1,0.8701431492842536
SERVICIO NACIONAL DE LA DISCAPACIDAD,SUBSECRETARIA DE EVALUACION SOCIAL,978,1,0.9355828220858896
SERVICIO DE TESORERIAS,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,977,1,0.9907881269191402
SERVICIO DE TESORERIAS,MUNICIPALIDAD DE VALDIVIA,973,1,0.9064748201438848
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,PODER JUDICIAL,968,1,0.9070247933884298
SUBSECRETARIA DE EVALUACION SOCIAL,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,965,1,0.8683937823834197
SERVICIO DE COOPERACION TECNICA,ILUSTRE MUNICIPALIDAD DE PENALOLEN,963,1,0.8836967808930426
ACEPTA.COM S.A.,SUBSECRETARIA DE HACIENDA,959,1,0.8905109489051095
ACEPTA.COM S.A.,MUNICIPALIDAD DE COQUIMBO,958,1,0.9561586638830898
SANIDAD NAVAL DE LA ARMADA DE CHILE,MINISTERIO PUBLICO,958,1,0.9237995824634656
SUBSECRETARIA DE EDUCACION,MINISTERIO DE SALUD,958,1,0.917536534446764
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,MUNICIPALIDAD DE COLINA,955,1,0.8806282722513089
SUBSECRETARIA DE EDUCACION,DIRECCION GENERAL DE MOVILIZACION NACIONAL,952,1,0.9485294117647058
SUBSECRETARIA DE TELECOMUNICACIONES,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,952,1,0.940126050420168
MUNICIPALIDAD DE PUERTO MONTT,SUBSECRETARIA DE TRANSPORTES,949,1,0.8640674394099052
MINISTERIO DE EDUCACION,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,947,1,0.8732840549102429
SUBSECRETARIA DE TELECOMUNICACIONES,DIRECCION GENERAL DE MOVILIZACION NACIONAL,942,1,0.929936305732484
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,MUNICIPALIDAD DE RECOLETA,939,1,0.9222577209797655
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE BIENES NACIONALES,937,1,1.0
DIRECCION GENERAL DE MOVILIZACION NACIONAL,EJERCITO DE CHILE,936,1,0.9273504273504274
INSTITUTO NACIONAL DE PROPIEDAD INDUSTRIAL,COMISION PARA EL MERCADO FINANCIERO,934,1,0.8640256959314775
SERVICIO AGRICOLA Y GANADERO,DIRECCION DE CONTABILIDAD Y FINANZAS,933,1,0.8745980707395499
SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,AFP UNO,932,1,0.907725321888412
SUBSECRETARIA DE PREVENCION DEL DELITO,SUBSECRETARIA DE REDES ASISTENCIALES,929,1,0.907427341227126
ACEPTA.COM S.A.,HOSPITAL REGIONAL DE ARICA Y PARINACOTA DR. JUAN NOE CREVANI,925,1,0.8562162162162162
SERVICIO CIVIL,AFP CUPRUM,924,1,0.854978354978355
SERVICIO DE TESORERIAS,SUBSECRETARIA DE TELECOMUNICACIONES,922,1,0.9642082429501084
MINISTERIO DE EDUCACION,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,919,1,0.8824809575625681
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE COQUIMBO,918,1,0.8856209150326797
SERVICIO DE COOPERACION TECNICA,MUNICIPALIDAD DE COLINA,916,1,0.8755458515283843
SUBSECRETARIA DE EDUCACION,CAJA DE PREVISION DE LA DEFENSA NACIONAL,913,1,0.891566265060241
DIRECCION DEL TRABAJO,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,911,1,0.9747530186608124
FONDO NACIONAL DE SALUD,SERVICIO ELECTORAL,909,1,0.9735973597359736
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SUBSECRETARIA DEL TRABAJO,908,1,0.9262114537444934
SUPERINTENDENCIA DE SEGURIDAD SOCIAL,DOCDIGITAL,907,1,0.8820286659316428
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE RECOLETA,906,1,0.8587196467991169
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE SALUD PUBLICA,906,1,0.9801324503311258
CONTRALORIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE HACIENDA,905,1,0.9027624309392264
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE SANTIAGO,900,1,0.8622222222222222
SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,PODER JUDICIAL,899,1,0.8609566184649611
CAJA DE PREVISION DE LA DEFENSA NACIONAL,SERVICIO SALUD ARAUCANIA SUR,898,1,0.8619153674832962
SUBSECRETARIA DE SALUD PUBLICA,MUNICIPALIDAD DE SAN CLEMENTE,891,1,0.90347923681257
SUBSECRETARIA DE TELECOMUNICACIONES,SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES,889,1,0.9280089988751408
FONDO NACIONAL DE SALUD,FUERZA AEREA DE CHILE,888,1,0.9076576576576577
MINISTERIO DE EDUCACION,SUBSECRETARIA DE EVALUACION SOCIAL,887,1,0.90304396843292
SUBSECRETARIA DE REDES ASISTENCIALES,FONDO NACIONAL DE SALUD,887,1,0.8658399098083427
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,AFP MODELO,883,1,0.9750849377123444
FONDO NACIONAL DE SALUD,DIRECCION DE CONTABILIDAD Y FINANZAS,883,1,0.9320498301245752
PODER JUDICIAL,SUBSECRETARIA DE SALUD PUBLICA,881,1,0.9466515323496028
SECRETARIA DE GOBIERNO DIGITAL,INSTITUTO DE PREVISION SOCIAL,880,1,0.8625
SERVICIO DE IMPUESTOS INTERNOS,ADMINISTRADORA DE FONDOS DE CESANTIA,880,1,0.85
SUBSECRETARIA DE EVALUACION SOCIAL,JUNTA NACIONAL DE JARDINES INFANTILES,880,1,0.8636363636363636
ACEPTA.COM S.A.,SUBSECRETARIA DE PREVENCION DEL DELITO,879,1,1.0
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,MUNICIPALIDAD DE VALDIVIA,878,1,0.8826879271070615
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SERVICIO ELECTORAL,877,1,0.8985176738882554
SUBSECRETARIA DE EDUCACION,DEFENSORIA PENAL PUBLICA,877,1,0.928164196123147
DEFENSORIA PENAL PUBLICA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,876,1,0.8584474885844748
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,CAJA DE PREVISION DE LA DEFENSA NACIONAL,876,1,1.0
SECRETARIA DE GOBIERNO DIGITAL,MUNICIPALIDAD DE OSORNO,876,1,0.8744292237442922
SUBSECRETARIA DE REDES ASISTENCIALES,JUNTA NACIONAL DE JARDINES INFANTILES,876,1,0.9212328767123288
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE HACIENDA,876,1,0.9657534246575342
SERVICIO AGRICOLA Y GANADERO,JUNTA NACIONAL DE JARDINES INFANTILES,875,1,0.9234285714285714
SUPERINTENDENCIA DE SALUD,CAJA DE PREVISION DE LA DEFENSA NACIONAL,869,1,0.957422324510932
CONTRALORIA GENERAL DE LA REPUBLICA,INSTITUTO SEGURIDAD LABORAL,861,1,0.8873403019744484
CONTRALORIA GENERAL DE LA REPUBLICA,MINISTERIO DE DESARROLLO SOCIAL,859,1,0.8719441210710128
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SUBSECRETARIA DE EDUCACION,859,1,0.8614668218859138
ACEPTA.COM S.A.,DIRECCION DE CONTABILIDAD Y FINANZAS,858,1,0.9137529137529138
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,SUBSECRETARIA DE TRANSPORTES,854,1,0.8770491803278688
SERVICIO ELECTORAL,MUNICIPALIDAD DE SAN CLEMENTE,851,1,0.8519388954171563
SUPERINTENDENCIA DE SEGURIDAD SOCIAL,SUBSECRETARIA DE TRANSPORTES,846,1,0.8557919621749409
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,SUBSECRETARIA DE REDES ASISTENCIALES,845,1,0.940828402366864
ACEPTA.COM S.A.,MUNICIPALIDAD DE RECOLETA,843,1,0.9916963226571768
SUBSECRETARIA DE OBRAS PUBLICAS,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,843,1,0.926453143534994
ACEPTA.COM S.A.,SECRETARIA DEL INTERIOR,841,1,0.901307966706302
SRCEI,DIRECCION GENERAL DE AERONAUTICA CIVIL,841,1,0.915576694411415
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,DIRECCION DE EDUCACION PUBLICA,840,1,0.9476190476190476
MINISTERIO PUBLICO,SUBSECRETARIA DE SALUD PUBLICA,840,1,0.8988095238095238
SRCEI,MUNICIPALIDAD DE VALLENAR,840,1,0.9
SECRETARIA DE GOBIERNO DIGITAL,DIRECCION DEL TRABAJO,839,1,0.8510131108462455
SUBSECRETARIA DE TRANSPORTES,MINISTERIO PUBLICO,837,1,0.8685782556750299
SECRETARIA DE GOBIERNO DIGITAL,SERVICIO SALUD ARAUCANIA SUR,836,1,0.8600478468899522
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SERVICIO LOCAL DE EDUCACION PUBLICA DE CHINCHORRO,835,1,0.9245508982035928
DIRECCION GENERAL DEL TERRITORIO MARITIMO Y MARINA MERCANTE,CAJA DE PREVISION DE LA DEFENSA NACIONAL,834,1,0.9808153477218226
SERVICIO AGRICOLA Y GANADERO,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,834,1,1.0
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SERVICIO DE IMPUESTOS INTERNOS,832,1,0.9122596153846154
SUBSECRETARIA DEL TRABAJO,SUBSECRETARIA DE PREVISION SOCIAL,832,1,0.9783653846153846
SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,MINISTERIO PUBLICO,829,1,0.916767189384801
INSTITUTO NACIONAL DE PROPIEDAD INDUSTRIAL,SECRETARIA DE GOBIERNO DIGITAL,825,1,0.8836363636363637
CERTINET S.A.,SUBSECRETARIA DE JUSTICIA,824,1,0.9186893203883496
SUPERINTENDENCIA DE SALUD,AGENCIA NACIONAL DE CIBERSEGURIDAD,824,1,0.8507281553398058
DIRECCION DEL TRABAJO,MUNICIPALIDAD DE SAN CLEMENTE,820,1,0.8646341463414634
SERVICIO AGRICOLA Y GANADERO,SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO,820,1,0.8670731707317073
CONTRALORIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,819,1,0.912087912087912
MINISTERIO DE DESARROLLO SOCIAL,PARQUE METROPOLITANO DE SANTIAGO,818,1,0.8618581907090465
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,FUERZA AEREA DE CHILE,817,1,0.8567931456548348
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO DE IMPUESTOS INTERNOS,817,1,0.8641370869033048
COMISION PARA EL MERCADO FINANCIERO,MUNICIPALIDAD DE OSORNO,816,1,0.8786764705882353
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE OSORNO,815,1,0.9766871165644172
SERVICIO DE TESORERIAS,SERVICIO ELECTORAL,815,1,0.852760736196319
SERVICIO CIVIL,SUBSECRETARIA DE PREVISION SOCIAL,805,1,0.9838509316770186
SERVICIO CIVIL,INSTITUTO NACIONAL DE ESTADISTICAS,801,1,0.9650436953807738
MINISTERIO DE DESARROLLO SOCIAL,SERVICIO AGRICOLA Y GANADERO,800,1,0.8625
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE JUSTICIA,798,1,0.926065162907268
DIRECCION DE PREVISION DE CARABINEROS DE CHILE,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,795,1,0.9245283018867924
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE PENAFLOR,793,1,0.8764186633039092
MINISTERIO DE SALUD,MUNICIPALIDAD DE COLINA,793,1,0.8587641866330391
INSTITUTO DE PREVISION SOCIAL,SERVICIO DE SALUD MAULE,790,1,0.9556962025316456
PODER JUDICIAL,MUNICIPALIDAD DE VALDIVIA,790,1,0.879746835443038
SUBSECRETARIA DE JUSTICIA,MUNICIPALIDAD DE QUILICURA,789,1,0.8719898605830165
SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,SUBSECRETARIA DE BIENES NACIONALES,788,1,0.9543147208121829
FONDO NACIONAL DE SALUD,SUBSECRETARIA DE PREVENCION DEL DELITO,786,1,0.9274809160305344
ACEPTA.COM S.A.,SUBSECRETARIA DE RELACIONES EXTERIORES,785,1,0.8509554140127389
CONTRALORIA,SUBSECRETARIA DE BIENES NACIONALES,785,1,0.8509554140127389
CONTRALORIA GENERAL DE LA REPUBLICA,UNIVERSIDAD DE CHILE,784,1,0.9311224489795918
SUBSECRETARIA DE EDUCACION,AGENCIA DE CALIDAD DE LA EDUCACION,782,1,0.9143222506393862
SUBSECRETARIA DE EDUCACION,MINISTERIO DE EDUCACION,780,1,0.95
PODER JUDICIAL,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,778,1,0.974293059125964
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,CAJA DE PREVISION DE LA DEFENSA NACIONAL,776,1,0.9587628865979382
SERVICIO DE IMPUESTOS INTERNOS,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,768,1,0.8645833333333334
SERVICIO DE TESORERIAS,DIRECCION DE EDUCACION PUBLICA,764,1,0.887434554973822
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,UNIDAD DE ANALISIS FINANCIERO,762,1,0.9212598425196852
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SERVICIO ELECTORAL,761,1,0.9724047306176085
SUBSECRETARIA DE TELECOMUNICACIONES,SUBSECRETARIA DE EDUCACION,761,1,0.9369250985545337
MTT,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,759,1,0.8603425559947299
SERVICIO DE COOPERACION TECNICA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,757,1,0.9907529722589168
DIRECCION GERENAL DEL CREDITO PRENDARIO,SUBSECRETARIA DE JUSTICIA,756,1,0.8875661375661376
CERTINET S.A.,SUBSECRETARIA DE REDES ASISTENCIALES,754,1,0.8779840848806366
SERVICIO DE IMPUESTOS INTERNOS,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,749,1,0.9706275033377836
SERVICIO DE TESORERIAS,CONTRALORIA GENERAL DE LA REPUBLICA,745,1,0.8751677852348994
MUNICIPALIDAD DE TEMUCO,SUBSECRETARIA DE TRANSPORTES,744,1,0.8938172043010753
SECRETARIA DE GOBIERNO DIGITAL,SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,742,1,0.8638814016172507
FONDO NACIONAL DE SALUD,PARQUE METROPOLITANO DE SANTIAGO,739,1,0.8673883626522327
PODER JUDICIAL,SERVICIO LOCAL DE EDUCACION PUBLICA DE CHINCHORRO,739,1,0.8687415426251691
CERTINET S.A.,MINISTERIO PUBLICO,738,1,0.9105691056910568
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE TORRES DEL PAINE,736,1,0.8559782608695652
SERVICIO CIVIL,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,736,1,0.9728260869565216
SERVICIO DE SALUD METROPOLITANO ORIENTE,SUBSECRETARIA DE TRANSPORTES,736,1,0.8790760869565217
INSTITUTO DE DESARROLLO AGROPECUARIO,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,735,1,0.854421768707483
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE HACIENDA,735,1,0.8721088435374149
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,DOCDIGITAL,735,1,0.8775510204081632
SUBSECRETARIA DE EDUCACION,CORPORACION DE ASISTENCIA JUDICIAL DE LA REGION METROPOLITANA,734,1,0.9482288828337876
SUBSECRETARIA DE REDES ASISTENCIALES,MUNICIPALIDAD DE RECOLETA,734,1,0.8501362397820164
DIRECCION GENERAL DE MOVILIZACION NACIONAL,SUBSECRETARIA DE TRANSPORTES,727,1,0.8803301237964236
MINISTERIO DE SALUD,CAJA DE PREVISION DE LA DEFENSA NACIONAL,726,1,0.9600550964187328
SUBSECRETARIA DE JUSTICIA,SUBSECRETARIA DE PREVENCION DEL DELITO,726,1,1.0
MUNICIPALIDAD DE LAS CONDES,AFP UNO,724,1,0.8853591160220995
SERVICIO CIVIL,ADMINISTRADORA DE FONDOS DE CESANTIA,720,1,0.8861111111111111
COMISION ADMINISTRADORA DE SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,SUBSECRETARIA DE EVALUACION SOCIAL,719,1,0.8692628650904033
MUNICIPALIDAD DE NUNOA,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,718,1,1.0
SUBSECRETARIA DE EDUCACION,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,715,1,0.8503496503496504
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",MUNICIPALIDAD DE OSORNO,714,1,0.9215686274509803
ACEPTA.COM S.A.,MUNICIPALIDAD DE PADRE HURTADO,713,1,0.8976157082748948
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE ANTOFAGASTA,708,1,1.0
CONTRALORIA GENERAL DE LA REPUBLICA,SUPERINTENDENCIA DE PENSSIONES,705,1,0.9290780141843972
SERVICIO DE TESORERIAS,DIRECCION GENERAL DE MOVILIZACION NACIONAL,705,1,0.9773049645390071
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE QUILICURA,703,1,0.937411095305832
INSTITUTO DE SALUD PUBLICA DE CHILE,SUBSECRETARIA DE TRANSPORTES,701,1,0.9600570613409417
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",FONDO DE SOLIDARIDAD E INVERSION SOCIAL,701,1,0.8801711840228246
SERVICIO DE IMPUESTOS INTERNOS,UNIDAD DE ANALISIS FINANCIERO,700,1,0.91
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,E-DIGITAL PKI SPA.,699,1,1.0
SERVICIO CIVIL,UNIDAD DE ANALISIS FINANCIERO,697,1,0.9512195121951219
DIRECCION DE PREVISION DE CARABINEROS DE CHILE,CAJA DE PREVISION DE LA DEFENSA NACIONAL,695,1,0.9064748201438847
SERVICIO AGRICOLA Y GANADERO,DIRECCION DEL SERVICIO DE SALUD MAGALLANES,693,1,0.8614718614718615
SUPERINTENDENCIA DE SEGURIDAD SOCIAL,MUNICIPALIDAD DE COLINA,691,1,0.8986975397973951
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE PUENTE ALTO,690,1,0.8985507246376812
SUBSECRETARIA DE TRANSPORTES,FONDO NACIONAL DE SALUD,689,1,0.8693759071117562
SERVICIO NACIONAL DEL CONSUMIDOR,SUBSECRETARIA DE TELECOMUNICACIONES,687,1,0.8777292576419214
SECRETARIA DE GOBIERNO DIGITAL,E-CERT CHILE,686,1,0.9052478134110788
COMISION PARA EL MERCADO FINANCIERO,SUBSECRETARIA DE SALUD PUBLICA,684,1,0.9619883040935673
SECRETARIA DE GOBIERNO DIGITAL,SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,683,1,0.9663250366032212
COMISION PARA EL MERCADO FINANCIERO,MUNICIPALIDAD DE QUILICURA,681,1,0.960352422907489
INSTITUTO DE PREVISION SOCIAL,MUNICIPALIDAD DE PADRE HURTADO,681,1,0.908957415565345
SUBSECRETARIA DE JUSTICIA,SUBSECRETARIA DE TRANSPORTES,678,1,0.8628318584070797
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",MUNICIPIOS,676,1,0.9215976331360949
ACEPTA.COM S.A.,DIRECCION GENERAL DEL TERRITORIO MARITIMO Y MARINA MERCANTE,673,1,0.8632986627043091
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,SUBSECRETARIA DE SALUD PUBLICA,672,1,0.9360119047619048
